"lane","delta_status","source_path","source_relative_path","bytes","sha256","source_last_write_utc","package_action","base_frontier","frontier_package","frontier_sha256","frontier_bytes"
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\arabicscholar_modular_matrix_invariants_2026.html","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\arabicscholar_modular_matrix_invariants_2026.html","97331","4E0F0D20CBF428835ED75D1F31737988DA38F8C4F7E735D240CD14C946C6389F","2026-07-04T20:56:38.7731563Z","omitted_raw_source_body","through package 348",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\arxiv_2504_12179_eprint_source.tar","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\arxiv_2504_12179_eprint_source.tar","13042","9283405D3E30900E07B044219A6A660CF5D5A6DA200048236240FAFB29B75364","2026-07-04T20:56:43.1126646Z","omitted_raw_source_body","through package 348",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\github_Ag-ilies_pfe_chapter1_false_positive.tex","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\github_Ag-ilies_pfe_chapter1_false_positive.tex","56547","F3AA052D1300715AD637B337FEBC2DB99C695073F55864C2B35413D372FA3CA6","2026-07-04T20:56:43.2732276Z","omitted_raw_source_body","through package 348",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\jmilne_group_theory_arabic.pdf","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\jmilne_group_theory_arabic.pdf","1180346","77B97DF62856083FF960790EA6CEA27E5AD6927241D5F87751B376C8F644A904","2026-07-04T20:56:38.3683871Z","omitted_raw_source_body","through package 348",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\majmaah_program_spec_rings_fields_2016.pdf","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\majmaah_program_spec_rings_fields_2016.pdf","848361","026CBF94316E174C7D273819BC6ED3F15609B0BB09459F045228ACB71856E1D6","2026-07-04T20:56:30.4983069Z","omitted_raw_source_body","through package 348",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\majmaah_rings_fields_2017_course_spec.pdf","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\majmaah_rings_fields_2017_course_spec.pdf","822529","A6C1B7EC48616AF3347ED537715DA1DAC98EE32C6E70D821F185BF81168F22D9","2026-07-04T20:56:30.0210168Z","omitted_raw_source_body","through package 348",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\marefa_representation_space_public_topic_map.html","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\marefa_representation_space_public_topic_map.html","312259","5DF3976F14DA0FA141D3AAE4C2F1B34FF3ECA04809459DC45875016427118A18","2026-07-04T20:56:42.8383127Z","omitted_raw_source_body","through package 348",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\mustansiriyah_abstract_algebra_2019.pdf","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\mustansiriyah_abstract_algebra_2019.pdf","5456693","FAA47DEBCB0157EBB28B4A0D0FAECDC7C52950802CE51C66A4F92DA2446F97E0","2026-07-04T20:56:28.8039826Z","omitted_raw_source_body","through package 348",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\mustansiriyah_math_program_2024.pdf","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\mustansiriyah_math_program_2024.pdf","2410949","E834C05A5CB8D2CA25016E4775045E7A4FF3A6FB4D32A28EB767C1251DB9E413","2026-07-04T20:56:34.8374633Z","omitted_raw_source_body","through package 348",,,
"noether-r3-arabic-persianate-linear-algebra","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\mustansiriyah_ring_theory_2019.pdf","R3_ARABIC_EXTERNAL_POINTER_PAYLOAD_PROBE_20260704T205627Z\fetched\mustansiriyah_ring_theory_2019.pdf","647885","811C3BAE2363895F344AD1B6382629239E35C5A1CA47012A576207BFD851023A","2026-07-04T20:56:29.4383555Z","omitted_raw_source_body","through package 348",,,
