target_id,latex_label,aux_locator,baseline_pdf_destination,expose,context,kind,title,compiled_page,source_relpath,source_line,source_occurrence_count,compiled_status
ega2.reader.sec.ega2,section:ega2,,section*.2,,reader,sec,,1,ega2.tex,14,1,baseline_aux_present
ega2.c02.sec.1,section:II.1,1,section*.5,II,c02,sec,Affine morphisms,3,ega2/ega2-1.tex,2,1,baseline_aux_present
ega2.c02.subsec.1-1,subsection:II.1.1,1.1,section*.6,II,c02,subsec,$S$-preschemes and $\mathcal {O}_S$-algebras,3,ega2/ega2-1.tex,10,1,baseline_aux_present
ega2.c02.statement.1-1-1,II.1.1.1,1.1,section*.7,II,c02,statement,1.1.1,3,ega2/ega2-1.tex,13,1,baseline_aux_present
ega2.c02.statement.1-1-2,II.1.1.2,1.1,section*.8,II,c02,statement,1.1.2,3,ega2/ega2-1.tex,25,1,baseline_aux_present
ega2.c02.statement.1-1-2-1,II.1.1.2.1,{1.1.2.1},section*.10,II,c02,statement,1.1.2,3,ega2/ega2-1.tex,28,1,baseline_aux_present
ega2.c02.statement.1-1-3,II.1.1.3,1.1,section*.11,II,c02,statement,1.1.3,3,ega2/ega2-1.tex,46,1,baseline_aux_present
ega2.c02.subsec.1-2,subsection:II.1.2,1.2,section*.12,II,c02,subsec,Affine preschemes over a prescheme,4,ega2/ega2-1.tex,52,1,baseline_aux_present
ega2.c02.def.1-2-1,II.1.2.1,1.2,section*.13,II,c02,def,1.2.1,4,ega2/ega2-1.tex,55,1,baseline_aux_present
ega2.c02.ex.1-2-2,II.1.2.2,1.2,section*.14,II,c02,ex,1.2.2,4,ega2/ega2-1.tex,61,1,baseline_aux_present
ega2.c02.rem.1-2-3,II.1.2.3,1.2,section*.15,II,c02,rem,1.2.3,4,ega2/ega2-1.tex,66,1,baseline_aux_present
ega2.c02.prop.1-2-4,II.1.2.4,1.2,section*.16,II,c02,prop,1.2.4,4,ega2/ega2-1.tex,75,1,baseline_aux_present
ega2.c02.prop.1-2-5,II.1.2.5,1.2,section*.17,II,c02,prop,1.2.5,4,ega2/ega2-1.tex,84,1,baseline_aux_present
ega2.c02.prop.1-2-6,II.1.2.6,1.2,section*.18,II,c02,prop,1.2.6,4,ega2/ega2-1.tex,95,1,baseline_aux_present
ega2.c02.prop.1-2-7,II.1.2.7,1.2,section*.19,II,c02,prop,1.2.7,4,ega2/ega2-1.tex,107,1,baseline_aux_present
ega2.c02.cor.1-2-8,II.1.2.8,1.2,section*.20,II,c02,cor,1.2.8,5,ega2/ega2-1.tex,143,1,baseline_aux_present
ega2.c02.subsec.1-3,subsection:II.1.3,1.3,section*.21,II,c02,subsec,Affine preschemes over $S$ associated to an $\mathcal {O}_S$-algebra,5,ega2/ega2-1.tex,153,1,baseline_aux_present
ega2.c02.prop.1-3-1,II.1.3.1,1.3,section*.22,II,c02,prop,1.3.1,5,ega2/ega2-1.tex,156,1,baseline_aux_present
ega2.c02.cor.1-3-2,II.1.3.2,1.3,section*.23,II,c02,cor,1.3.2,5,ega2/ega2-1.tex,175,1,baseline_aux_present
ega2.c02.ex.1-3-3,II.1.3.3,1.3,section*.24,II,c02,ex,1.3.3,5,ega2/ega2-1.tex,186,1,baseline_aux_present
