edge_id,pdf_page,annotation_index,rectangle,visible_text,reference_form,scope,target_id,source_relpath,source_line,source_column,candidate_id,application_id,origin_class,resolution_basis,compiled_status
ega2.edge.sha256.2142b0a49bbd31344d51ba2d95d851a5fbdfaaff32ed5db9a4651cbbf0080078,1,0,"517.01900,618.81900,522.00000,625.66300",2,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.sectionstar-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,1,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.24d8f6c57b47bb419c8ae44356e2a98548e11f91a50b7830524dcf88bc42e012,1,1,"517.01900,606.26600,522.00000,613.11000",3,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.section-1,build/reference_source_clean_external_nonlinks_r9/ega2.toc,2,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.a6722596fd57ac64ddd3c85d67013f2fbfe92ab4f63575a5aee1b4e11ee8438e,1,2,"517.01900,593.71300,522.00000,600.55700",3,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-1-1,build/reference_source_clean_external_nonlinks_r9/ega2.toc,3,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.498c011513cd3f3729216daa0b7b7654517cd8fe8c98ec5334d203a1562af08d,1,3,"517.01900,581.16000,522.00000,588.00400",4,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-1-2,build/reference_source_clean_external_nonlinks_r9/ega2.toc,4,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.e5959f83145c89329fd6db9970c458b0f5794846aa7a1ac269e199d8c2e0119b,1,4,"517.01900,568.60700,522.00000,575.45100",5,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-1-3,build/reference_source_clean_external_nonlinks_r9/ega2.toc,5,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.dd96b102815cc6b274989734d1eeffafea30d5ae65498f5fbafff40d77c3dce5,1,5,"517.01900,556.05400,522.00000,562.89800",6,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-1-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,6,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.330af0e40f46b45b537614b5fb23b40792289fb0da01cef42aee60f3aaa2feaa,1,6,"517.01900,543.50100,522.00000,550.34500",8,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-1-5,build/reference_source_clean_external_nonlinks_r9/ega2.toc,7,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.ff1be2de839c7352bc2b162a24a9f3f0963c1d9bfee3df460dd1eb6ebdd7a4ef,1,7,"517.01900,530.94800,522.00000,537.79200",9,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-1-6,build/reference_source_clean_external_nonlinks_r9/ega2.toc,8,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.7a6e76dc0178e9595ee0165a3eee1cb0b935f52a8615d2aef7b49237a913fcde,1,8,"512.03800,518.39500,522.00000,525.23900",10,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-1-7,build/reference_source_clean_external_nonlinks_r9/ega2.toc,9,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.e5c50eb633c935b9b28ca9b7e5991efb6249409cf5a5bf2f74aee634f013b3e9,1,9,"512.03800,505.84200,522.00000,512.68600",13,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.section-2,build/reference_source_clean_external_nonlinks_r9/ega2.toc,10,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.2eaf3a37ba749259d7ec8250b69fe9177fad417b0950faba1a6220f9349e821e,1,10,"512.03800,493.28900,522.00000,500.13300",13,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-2-1,build/reference_source_clean_external_nonlinks_r9/ega2.toc,11,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.5d566b17027ed8042b835533654af12ef41af9e5056797f67b22b8ce6b793fec,1,11,"512.03800,480.73600,522.00000,487.58000",16,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-2-2,build/reference_source_clean_external_nonlinks_r9/ega2.toc,12,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.9b5dec3b1b6eea632be5e7003ec86ec5d0434b94fbd6e31248bf9be659c26cfd,1,12,"512.03800,468.18300,522.00000,475.02700",18,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-2-3,build/reference_source_clean_external_nonlinks_r9/ega2.toc,13,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.c4783d863a1f163b68c20112e435bb52ffbe1f54298651f70585278ae9d93ffb,1,13,"512.03800,455.63000,522.00000,462.47400",20,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-2-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,14,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.95eff9f55e57e58cfcdc06240079474dba4a580a0fee8ea2f25117619bad107d,1,14,"512.03800,443.07700,522.00000,449.92100",22,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-2-5,build/reference_source_clean_external_nonlinks_r9/ega2.toc,15,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.bab3087eb169c5379e5997817a0ef3a0f9ff273f1f382f651ab648f6249da979,1,15,"512.03800,430.52400,522.00000,437.36800",26,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-2-6,build/reference_source_clean_external_nonlinks_r9/ega2.toc,16,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.197d40fc22668f7e8b58b7ea7264c5fba5819a4783619cb41caece0081fe5582,1,16,"512.03800,417.97100,522.00000,424.81500",28,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-2-7,build/reference_source_clean_external_nonlinks_r9/ega2.toc,17,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.ea251a14274c1e50c4c964841051069f48e73b80c83904d393e9ab37e28c1275,1,17,"512.03800,405.41800,522.00000,412.26200",30,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-2-8,build/reference_source_clean_external_nonlinks_r9/ega2.toc,18,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.7e23a42a5d671ad2fa47febbc5c60bfb9ed92749c779ba36d2ca2aba01584f5c,1,18,"512.03800,392.86500,522.00000,399.71000",35,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-2-9,build/reference_source_clean_external_nonlinks_r9/ega2.toc,19,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.b7e98b7efed66b0bbc49d297c84961c5c34468ea6b141d215f44faab9fc8bb8b,1,19,"512.03800,380.31200,522.00000,387.15700",36,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.section-3,build/reference_source_clean_external_nonlinks_r9/ega2.toc,20,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.f6efc0daabff8ab278ef21afc12fc43bdd3eb854b9766de52652960992f1aea9,1,20,"512.03800,367.75900,522.00000,374.60400",36,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-3-1,build/reference_source_clean_external_nonlinks_r9/ega2.toc,21,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.f5a59b75d9a957217f2ef8fd6fcbb2115dad590020db66200782adbcf6955fc7,1,21,"512.03800,355.20600,522.00000,362.05100",40,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-3-2,build/reference_source_clean_external_nonlinks_r9/ega2.toc,22,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.adfa8e50db6563c7dcd6587a3f3941e932a28e5a244a996effcd6aba1dae331d,1,22,"512.03800,342.65300,522.00000,349.49800",42,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-3-3,build/reference_source_clean_external_nonlinks_r9/ega2.toc,23,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.fce748cb7b6efef29c89a0da281dbf2290f4a7f258d211efdee3ea1e9d46a8f4,1,23,"512.03800,330.10000,522.00000,336.94500",44,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-3-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,24,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.a1a83df9484eb4a0d349289049f419f209a7a5c46323bad3436a8b8b63406303,1,24,"512.03800,317.54700,522.00000,324.39200",46,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-3-5,build/reference_source_clean_external_nonlinks_r9/ega2.toc,25,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.5c8db3b2f0f7c84d043dcf0f93a7d84a4992c0c7ec91dba7cf3aec7ba24d5b17,1,25,"512.03800,304.99400,522.00000,311.83900",48,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-3-6,build/reference_source_clean_external_nonlinks_r9/ega2.toc,26,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.727c85ca0c32949c7ab4533475349425a1f5d6621345a6f327afbb7587c44722,1,26,"512.03800,292.44200,522.00000,299.28600",49,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-3-7,build/reference_source_clean_external_nonlinks_r9/ega2.toc,27,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.c76508d3f06e88e40391a68e6ac6c2dd798f7964075e6b3fdac9a739ff1c465d,1,27,"512.03800,279.88900,522.00000,286.73300",51,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-3-8,build/reference_source_clean_external_nonlinks_r9/ega2.toc,28,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.031317a3fae3ff4d5a90780b798233bfa7dbf5a8420d42387882ae347ed59705,1,28,"512.03800,267.33600,522.00000,274.18000",53,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.section-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,29,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.79ac4481afd263899faa60aff5f8ea5eb6049e8378da9d218628ac6c9597dc3b,1,29,"512.03800,254.78300,522.00000,261.62700",53,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-4-1,build/reference_source_clean_external_nonlinks_r9/ega2.toc,30,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.5890c75ba1def9d8c07ce422e668d17bd89202e42c8593a98f0ef88bc235f8d7,1,30,"512.03800,242.23000,522.00000,249.07400",54,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-4-2,build/reference_source_clean_external_nonlinks_r9/ega2.toc,31,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.dd9840d43beb15b07294eadd534c442e4e2848246edc1923fd5c0f0844a0c0d2,1,31,"512.03800,229.67700,522.00000,236.52100",57,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-4-3,build/reference_source_clean_external_nonlinks_r9/ega2.toc,32,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
ega2.edge.sha256.803135b197c1b663f3bd701dfc5c8621191f47517bfd6716b62fe56fd33359dc,1,32,"512.03800,217.12400,522.00000,223.96800",59,generated_toc_page_link,standalone EGA II reader,ega2.reader.generated.subsection-4-4,build/reference_source_clean_external_nonlinks_r9/ega2.toc,33,1,,,generated_toc_navigation,hyperref-generated table-of-contents page link bound to the compiled structural destination recorded on this TOC line,resolved_internal_goto
