relative_path,source_use_label,language,lane,file_type,bytes,sha256,role,witness_category,original_local_path,provenance_note
bucket-summary.csv,audit-ledger,ar,arabic-rtl-source-bodies-20260705,csv,813,800705CAD79ECB1F9EA7B10EA3FA694BDB99398F3E08001DF259C92E8EF42615,audit-ledger,bucket-summary.csv,,package body or sidecar; conservative labels preserved
EXTENSION_COUNTS.csv,audit-ledger,ar,arabic-rtl-source-bodies-20260705,csv,515,B88B839EBED27C0801AF8670F27E991BB5C155FFD493082FFFF3983ACECCB367,audit-ledger,EXTENSION_COUNTS.csv,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,3754,FA3D4BE433AF17BD5AA5B8BB09C39C3554B9C1EE58BE15E60396A726F62535BC,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,7952,D21790756752C4B87495924A46104A66DDF7F97D692953B59A4218E5C47403A1,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,3692,09E160B4B1B6E9F9DE763883B3E94530811E1DDD8FD8B3F630C01E457479C880,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_1.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,5,2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_probability.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,5,2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,9462,CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,10362,E6CA304375C2FBEA1FDC41DECF5C447FE928FF0AA19BCF2F191F3BE615CEFA74,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/uobasrah_crossed_modules_thesis_abstract_2010.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,2606,B875DE52637DBFADF5DD4CBDCAE7253209CFAAC61077BF627EB4C8DD99E744D4,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,9462,CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,8933,1BD1052005F5E209C342492A07546FEE9AA048810DA9275FA980C2BB80B573A4,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,10539,2AECBAE6C78BBF75B40207EF1AE30B8010A624E2E506DD45B92CB6298F0A8159,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,13912,D2591F598ED3E9822D018E550FE8B97E465D004ECD4FB2A3F61C3E3490639785,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,21516,A023652067EFF99A54396BB736B933B489E7AA947BAFE932613B103D6EF1D215,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.first5.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,4377,068AB2149F0733A98F289CA317C4FBCC74DBC48C0B1F2B9BAFD6801A1103FCEF,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,517760,E3E4D9864402FF5F2A4A0DD785D2AFC791379D6BA13B9ECCFF0E2DADCBE48E7C,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,1341653,E08C5125C3C06E5D23DD6EF74D15A0510C4B64F9275AE53AFA6830F67E460F86,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,39947,7193D398DFA06C56026F6821D0B40D871E168B51DA1EE9EC99C1CE4FA31F25F1,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,16926,9D031CCB8B18EA2C6CE27ED4E2BC849AB0F348C1319AF9B8261A17BC1CBCDA34,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,701866,EA5F38EC57FB15F629F0032A0DD6FDD010D3E087D565069E64435B85470165F2,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,74516,54B8DA5463AA44406006D2F5296F5710971A4419371F8F05B0397B6530A1D14C,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,495181,7978A60D748E695A1E8AC1DCC0D4A7A2F02D2406EB159F7C9FAACE48739DDC6F,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.textcheck.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,13058,5046FF5A59B7DB54283CC73205517D918C9F56521F45FB19BAD5D390D5A2843A,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.textcheck.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,7460,6C4767443E248AA319363ECABC03C0CA07BEA4DCF2329F332339B8FF83054D8C,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.bigendian_strings.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,6903,E506BBD7DD0F1D9E79422CEE36AD410885DCB3CC79A3B2289013D4EB81ACAE57,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.unicode_strings.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,6878,DE5D7AA0565565E03B478931972A05356B10A81288833A7B2E29EE3B06A199BF,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.textcheck.txt,OCR-witness,ar,arabic-rtl-source-bodies-20260705,txt,9634,C5F24FC33623CAC22E1BE3A4EA025B4335465B0FD2C517EE050BF89D2B667B98,OCR-witness,extracted-ocr-witnesses,,package body or sidecar; conservative labels preserved
generated-draft/non-canonical/ARABIC_ACTIVE_ROW_DRAFT_SUPPORT_20260705.csv,generated-draft,ar,arabic-rtl-source-bodies-20260705,csv,17271,B29B9728CC5BD1598FC2D2FCFDEAEA95722BF26A420E899390B9EC3F995882A9,generated-draft,generated-draft,,package body or sidecar; conservative labels preserved
generated-draft/non-canonical/ARABIC_ACTIVE_ROW_DRAFT_SUPPORT_20260705.md,generated-draft,ar,arabic-rtl-source-bodies-20260705,md,11102,1E1DCF884FE2B19DE39F8C979D657766BF056EEF016879A02F871C434BB40EDE,generated-draft,generated-draft,,package body or sidecar; conservative labels preserved
generated-draft/non-canonical/README.md,generated-draft,ar,arabic-rtl-source-bodies-20260705,md,887,8F012562B88B9C92A27791854987F46F10ADDA7F60A8644DF01885765927D812,generated-draft,generated-draft,,package body or sidecar; conservative labels preserved
KEY_SHAPED_HTML_OMISSION_LEDGER_20260705.csv,audit-ledger,ar,arabic-rtl-source-bodies-20260705,csv,573,5B863AAF59EBC0959E09902DB74F93F89E0075F77181867AF4535B5C8D8B1150,audit-ledger,KEY_SHAPED_HTML_OMISSION_LEDGER_20260705.csv,,package body or sidecar; conservative labels preserved
LOGBOOK.md,audit-ledger,ar,arabic-rtl-source-bodies-20260705,md,3432,4D8882D80D11E685595F71D49B344787EDEAC70F0A4F2B76EE7ECDD1F7458741,audit-ledger,LOGBOOK.md,,package body or sidecar; conservative labels preserved
logs/LOGBOOK_EXCERPT_20260705.md,audit-ledger,ar,arabic-rtl-source-bodies-20260705,md,3432,4D8882D80D11E685595F71D49B344787EDEAC70F0A4F2B76EE7ECDD1F7458741,audit-ledger,logs,,package body or sidecar; conservative labels preserved
manifest.json,audit-ledger,ar,arabic-rtl-source-bodies-20260705,json,244494,0544AEAE934F3B7123E8C21B759894ABF0CCD7873C451FFF39E9C7E6BA83A7B0,audit-ledger,manifest.json,,package body or sidecar; conservative labels preserved
provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf_download_probe.bin,pointer-only,ar,arabic-rtl-source-bodies-20260705,bin,619610,01E37F125A62322451388F068E71BBF7E28F0448F1A112F62252E821E65EC6D4,pointer-only,provenance,,package body or sidecar; conservative labels preserved
provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf_download_probe.bin,pointer-only,ar,arabic-rtl-source-bodies-20260705,bin,433859,8957E428CACBADA148C65E9894FCF73C0931BDA5722C8CC8A842F23150BE69C4,pointer-only,provenance,,package body or sidecar; conservative labels preserved
provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf_alt.bin,pointer-only,ar,arabic-rtl-source-bodies-20260705,bin,3570,9230564270285167A4F5280913A171D794515E4C35081038E672047CEBB5573E,pointer-only,provenance,,package body or sidecar; conservative labels preserved
provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.bin,pointer-only,ar,arabic-rtl-source-bodies-20260705,bin,1881807,ED7C817B06D738096A824287026F3761D67FFE0C5690A28ECCBCBCDF809C2254,pointer-only,provenance,,package body or sidecar; conservative labels preserved
provenance/download-probes-and-blockers/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.epub.blocked.txt,pointer-only,ar,arabic-rtl-source-bodies-20260705,txt,80,2620B98BF76B8E804CE5DD6AF9DCC757E171901332B55CD7B0C04AE07BE7A829,pointer-only,provenance,,package body or sidecar; conservative labels preserved
