"branch_path","local_path","branch_bytes","local_bytes","branch_sha256","local_sha256","local_exists","sha256_and_size_match"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/B3_UPLOADER_READY_SUMMARY.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\B3_UPLOADER_READY_SUMMARY.csv","535","535","b8b52f57d4ad4f514ee73871506ef8d741be7a4bdd869e689bc3268fdf891b7a","b8b52f57d4ad4f514ee73871506ef8d741be7a4bdd869e689bc3268fdf891b7a","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\MANIFEST.csv","1408","1408","5f813806d961e8887591bff147dc04a8acc959ba00ebc05a13a0f9b70999a3da","5f813806d961e8887591bff147dc04a8acc959ba00ebc05a13a0f9b70999a3da","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/PACKAGE_VALIDATION.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\PACKAGE_VALIDATION.json","979","979","86cc325a1f76d0dbe9f6d666537c88f189f55da8946e0ddfe32bcf1cad4159b2","86cc325a1f76d0dbe9f6d666537c88f189f55da8946e0ddfe32bcf1cad4159b2","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/R3_EB15C5DD_BLOCKERS_AND_RECOVERY_ROWS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\R3_EB15C5DD_BLOCKERS_AND_RECOVERY_ROWS.csv","920","920","6c2e5262d336f1d8f2e4d2d55c7336a196a9e890a9330437b7eda1e2c7d03bb0","6c2e5262d336f1d8f2e4d2d55c7336a196a9e890a9330437b7eda1e2c7d03bb0","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/R3_EB15C5DD_BRANCH_COMMITS_FROM_732B5139.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\R3_EB15C5DD_BRANCH_COMMITS_FROM_732B5139.csv","123","123","f3038c61b6075ad5433f3afa7ad253328bde42ea1f96662850947b40dd91d306","f3038c61b6075ad5433f3afa7ad253328bde42ea1f96662850947b40dd91d306","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/R3_EB15C5DD_BRANCH_DELTA_FROM_732B5139.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\R3_EB15C5DD_BRANCH_DELTA_FROM_732B5139.csv","8754","8754","946a85b5b62f525314d6f16a17f300abf306199798668d975d66e300ae8f7716","946a85b5b62f525314d6f16a17f300abf306199798668d975d66e300ae8f7716","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/R3_EB15C5DD_INCOMING_WAKE_DEDUP.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\R3_EB15C5DD_INCOMING_WAKE_DEDUP.csv","916","916","91c752bd1ef2b85fbbb0aa330c882879b7f3c54330f1c64d0b221d621444ae75","91c752bd1ef2b85fbbb0aa330c882879b7f3c54330f1c64d0b221d621444ae75","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/R3_EB15C5DD_REVIEW_ONLY_BOUNDARY_ROWS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\R3_EB15C5DD_REVIEW_ONLY_BOUNDARY_ROWS.csv","737","737","37569b4bd1ef82a47e994c972eed8df4a238e3188c7144e3b2daa70d31daccca","37569b4bd1ef82a47e994c972eed8df4a238e3188c7144e3b2daa70d31daccca","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/R3_EB15C5DD_SOURCE_USE_FACT_CHANGE_AUDIT.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\R3_EB15C5DD_SOURCE_USE_FACT_CHANGE_AUDIT.csv","997","997","e6e5c22167c94268784da82fcacad24672e885d5c74142b1b97e8df9ccb2619c","e6e5c22167c94268784da82fcacad24672e885d5c74142b1b97e8df9ccb2619c","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\README.md","1137","1137","b5310c36a244f77a234ea2cb34b019d6c215afd73b9237ff133a4be1ecef0b5d","b5310c36a244f77a234ea2cb34b019d6c215afd73b9237ff133a4be1ecef0b5d","True","True"
"interlanguage-sidecar/rtl-persianate-arabic-eb15c5dd-732b-r6-context-boundary-audit-20260706/R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z/SHA256SUMS.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706\R3_EB15C5DD_732B_R6_CONTEXT_BOUNDARY_AUDIT_20260706_20260706T210314Z\SHA256SUMS.txt","1001","1001","9bee49954c955f6f4afc49ee2c79e363f26e92f38b506205509813f93d8019b4","9bee49954c955f6f4afc49ee2c79e363f26e92f38b506205509813f93d8019b4","True","True"
