path,sha256,bytes,role
03_projects/language_management/english_germanic/03_working_translations/sga5_english_sync_workpass/SGA5_English_sync_workpass.tex,8B30D84552E2A9EB04502A28935B4DE15466A171CE7C21136D9A47CE57B2FF82,789073,production-snapshot-at-anchor-validation
03_projects/language_management/english_germanic/02_native_examples/sga5_current_french_workpass/sga5_fr_workpass.tex,791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28,848165,final-french-authority
C:/Users/Floris/Documents/Papors/OS/SGA5 (1).pdf,B256EBD072A8C68209518412A263C9289C6F1854A346733D86F885930D5FE6CA,62025563,original-lnm589-scan
tmp/sga5_audits/expose_vii_repair_package.md,ED4802C66695812CBA54131AC8F8F30EB7B0F55DF615AF43D5C351A16C70039D,6888,package-report
tmp/sga5_audits/expose_vii_repair_map.json,AD6EC956582D6CB57C9EE2E2C4A603B02F158AEC54A6E476A7007F1096DEFA53,11510,machine-repair-map
tmp/sga5_audits/expose_vii_p346_replacement.tex,9F79B711B743A5C650D5C1CFD49B8BC5C12469E2B974E0F33FCC741B5BAF2F6B,2221,insertion-ready-tex
tmp/sga5_audits/expose_vii_p346_compile.tex,8FF293BFA42EF37C9B1C2ECE8728C8B625F3B6FA8AB3A2356D5E5B82527FD304,478,compile-harness-tex
tmp/sga5_audits/expose_vii_p346_compile.pdf,EA69AD2E52F666E1FF82D3F0E5B381FA84596EB7C47288559215C8C9029EF476,153415,compiled-harness-pdf
tmp/sga5_audits/expose_vii_p346_compile.log,6A5B09180031772BE826FB56D95D088B099BFC6C487F39536E9AEFDB6CB2D85A,27464,compile-log
tmp/sga5_audits/expose_vii_p346_render/expose_vii_p346_compile-1.png,D78B89F7092C05D094CF40B9F12E1ED49E20B433D77ABAA092D566597A3ED614,234304,rendered-visual-qa
tmp/sga5_audits/expose_vii_scan_p346/lnm589_p346-358.png,AE693D97D72B5462B20F1A3EB12FE5FE32E488986A901950A91AA82DCCB0E89C,115273,scan-evidence-printed-p346
tmp/sga5_audits/expose_vii_scan_p346/lnm589_p347-359.png,71FB598E2940FE459AF2B0AB6E1AAD72D74569B20E4141E6C7585E70A1EEABEF,83464,scan-evidence-printed-p347
