decision_id,evidence_class,authority_role,unit_id,source_term_or_delta,source_locator,target_locator,chosen_english_or_action,normalization_class,adverse_delta,rejected_alternative,motivation,status,confidence,record_revision,continuation_cursor,revisit_condition
SGA2-VIII-III-IV-TERM-001,proof_register,corrected_french_tex,SGA2-VIII-III-IV-TRANS,Il nous reste a prouver,French2807,opening sentence,It remains to prove,faithful_mathematical_register,none,It only remains for us to prove,idiomatic established SGA English register,applied_self_reviewed,high,1,French line2820,register review
SGA2-VIII-III-IV-TERM-002,map_terminology,corrected_french_tex,SGA2-VIII-III-IV-IMM,immersion canonique,French2809,sentence after first display,canonical immersion,standard_algebraic_geometry_English,none,canonical embedding,preserve immersion terminology,applied_self_reviewed,high,1,French line2820,SGA terminology review
SGA2-VIII-III-IV-TERM-003,sequence_terminology,corrected_french_tex,SGA2-VIII-III-IV-COND,suite exacte d homologie du ferme Y,French2809,precondition paragraph,exact homology sequence associated with the closed subset Y,source_term_preservation,later line2816 says cohomology sequence,collapse both to cohomology,preserve deliberate source distinction,applied_self_reviewed_pending_independent_terminology_review,high,1,French line2820,source or terminology review
SGA2-VIII-III-IV-TERM-004,equivalence_register,corrected_french_tex,SGA2-VIII-III-IV-COND,equivaut a,French2809,before condition iv,is equivalent to,logical_register,none,amounts to,preserve exact logical strength,applied_self_reviewed,high,1,French line2820,register review
SGA2-VIII-III-IV-TERM-005,restriction_notation,corrected_french_tex,SGA2-VIII-III-IV-COND,Fa restricted to U,French2811 and2814-2818,condition and formulas,calligraphic F vertical-bar subscript U,corrected_branch_and_notation,source macro selects corrected calligraphic branch,plain F or verbal restriction,preserve corrected authority branch and compact notation,applied_self_reviewed,high,1,French line2820,authority revision
SGA2-VIII-III-IV-TERM-006,coherence_register,corrected_french_tex,SGA2-VIII-III-IV-COH,coherent si et seulement si,French2816,coherence paragraph,coherent if and only if,logical_register,none,coherent only if,preserve equivalence strength,applied_self_reviewed,high,1,French line2820,mathematical review
SGA2-VIII-III-IV-TERM-007,sequence_terminology,corrected_french_tex,SGA2-VIII-III-IV-ISO,suite exacte de cohomologie du ferme Y,French2816,last paragraph,exact cohomology sequence associated with the closed subset Y,source_term_preservation,distinct from homology wording at2809,homogenize both source phrases,preserve source wording,applied_self_reviewed_pending_independent_terminology_review,high,1,French line2820,source or terminology review
SGA2-VIII-III-IV-TERM-008,arrow_symbol,corrected_french_tex,SGA2-VIII-III-IV-ISO,approx over arrow,French2818,closing display,approx above long arrow,source_notation_preservation,comparison uses sim,replace with sim or unlabeled arrow,preserve exact source symbol rather than candidate convention,applied_self_reviewed,high,1,French line2820,notation review
SGA2-VIII-III-IV-TERM-009,structural_anchor,corrected_french_tex,SGA2-VIII-III-IV-COND,invisible label condition,French2811,condition iv line,preserve durable source label condition,source_cross_reference_preservation,label is not locally visible,drop unused-looking label,later corrected French line2886 uses pageref condition,applied_self_reviewed_pending_cumulative_integration,high,1,French line2820,cumulative integration
SGA2-VIII-III-IV-TERM-010,comparison_disposition,comparison_only_not_authority,SGA2-VIII-III-IV-CAND,jcreinhold lines487-506,current candidate,comparison controls only,retain comparison-only status,candidate_adverse_control,candidate plain F sim and no page-marker or durable-label control,promote candidate wording or formulas,all accepted content is rederived from French authority,recorded_not_promoted,high,1,French line2820,candidate revision
SGA2-VIII-III-IV-TERM-011,target_prose_repair,corrected_french_logic_unchanged,SGA2-VIII-III-IV-PROSEQA,sous-faisceau quasi-coherent de F qui est coherent donc est coherent,French2816,coherence paragraph,quasi-coherent subsheaf of the coherent sheaf F and therefore coherent,English_antecedent_clarity,first target repeated coherent with an ambiguous which-and-it chain,retain ambiguous pronoun chain,make the sheaf antecedent explicit without changing logic,applied_and_independently_source_render_reviewed,high,1,French line2820,target prose revision
SGA2-VIII-III-IV-TERM-012,independent_review_disposition,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-III-IV-REVIEW,whole bounded unit,French2807-2819,final TeX PDF extraction render and aux,seal bounded unit at reviewed target identity,independent_review_disposition,one target-only prose repair resolved,promote the superseded awkward target,all source formula terminology marker anchor and cursor controls pass,independently_source_formula_terminology_build_render_reviewed_and_sealed,high,1,French line2820,target TeX or authority revision
