"root_name","manifest_path","issue","expected_bytes","actual_bytes","expected_sha256","actual_sha256"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","BLOCKER_RECOVERY_ROWS_D9EA29B0.csv","","1103","1103","199301adaa4cf0016460a2f95a76bad52757cedfdfafe12172588545a2601b44","199301ADAA4CF0016460A2F95A76BAD52757CEDFDFAFE12172588545A2601B44"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","BRANCH_WEIGHT_MARGINAL_WITNESS_ROWS_D9EA29B0.csv","","11887","11887","b3e55f08d11fe00f44f5fba5cdbf923786bfa8eadff7c2800bc5a91f2fe2733e","B3E55F08D11FE00F44F5FBA5CDBF923786BFA8EADFF7C2800BC5A91F2FE2733E"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","DO_NOT_USE_ADVERSE_GUARD_ROWS_D9EA29B0.csv","","3061","3061","ac37e08f7b54f328d8db9c314f3154b2535647dbc994cad13e503d5dd624726f","AC37E08F7B54F328D8DB9C314F3154B2535647DBC994CAD13E503D5DD624726F"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","FORMULA_CONTEXT_SUMMARY_SOURCE_D9EA29B0.csv","","482","482","865de8b4c922ce7a67c17392cc77560104297ce9527672195464fcfab0bf39ca","865DE8B4C922CE7A67C17392CC77560104297CE9527672195464FCFAB0BF39CA"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","FORMULA_NEIGHBORING_USAGE_NOTES_D9EA29B0.csv","","3229","3229","0dc0b6ef53868099f5321095fcf3dc52f03a6f3694bb8a7b6842f2a1d31348ac","0DC0B6EF53868099F5321095FCF3DC52F03A6F3694BB8A7B6842F2A1D31348AC"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","INTERLINEAR_SCAFFOLD_ROWS_D9EA29B0.csv","","10476","10476","c613756a2b97b9173dcc5b3664ec6af1d346f8c5a92d34720ba52bd9078a1f31","C613756A2B97B9173DCC5B3664EC6AF1D346F8C5A92D34720BA52BD9078A1F31"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","LOGBOOK_EXCERPT.md","","662","662","d03581e0d78f261a5e28b26d747bb2bbe9b39819607fb59d4a70d2efffcaceed","D03581E0D78F261A5E28B26D747BB2BBE9B39819607FB59D4A70D2EFFFCACEED"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","README.md","","821","821","18ddc8488b98d75afa74513a1d96882a16ea1cdb0abd2c98b8731075630baf98","18DDC8488B98D75AFA74513A1D96882A16EA1CDB0ABD2C98B8731075630BAF98"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","SOURCE_USE_BOUNDARY_ROWS_D9EA29B0.csv","","1496","1496","2634eda1639c3ee8229110460541ae50db98631a35802aa3da3dcac3862dcd5f","2634EDA1639C3EE8229110460541AE50DB98631A35802AA3DA3DCAC3862DCD5F"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","TERMINOLOGY_ALTERNATIVES_D9EA29B0.csv","","11429","11429","6141094ced0517989dfc466aa5d6038c144816e4f1ab3afaf10aa073303a7c05","6141094CED0517989DFC466AA5D6038C144816E4F1AB3AFAF10AA073303A7C05"
"OLP_D9EA29B0_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","ZERO_CLAIM_INTERLINEAR_LEDGER_D9EA29B0.csv","","770","770","8c37ee9b551b5c55bdca19b2ecae23f57b303fda9fda4aaf5aed3bc3b47947c7","8C37EE9B551B5C55BDCA19B2ECAE23F57B303FDA9FDA4AAF5AED3BC3B47947C7"
