comparison_id,evidence_class,authority_role,unit_id,object_type,source_locator,source_tex_lines,original_printed_pages,physical_source_pdf_pages,target_locator,parent_id,cross_references,critical_controls,decision,result,status,confidence,adverse_or_choice,rejected_alternative,record_revision,continuation_cursor
SGA2-VIII-Q12-CMP-001,source_formula_logic,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-A,A-complex vanishing,French line2597 and physical77,2597,87,77,opening sentence,SGA2-VIII-Q12,INBOUND:SGA2-VIII-P14N,A-p zero iff p not equal zero,preserve exponent inequality and zero,pass,production_formula_logic_comparison_passed_self_review_pending,high,none,write p equal zero,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-002,source_formula_logic,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-A,A-zero identification,French line2597 and physical77,2597,87,77,opening sentence,SGA2-VIII-Q12,SGA2-VIII-Q12-RES,A-zero equals A,preserve equality and degree,pass,production_formula_logic_comparison_passed_self_review_pending,high,none,omit A-zero equals A,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-003,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-RES,resolution map,French lines2598-2599 and physical77,2598-2599,87,77,displayed map and following prose,SGA2-VIII-Q12,SGA2-VIII-Q12-A;SGA2-VIII-Q12-Q,a from A-bullet to CA-bullet,preserve source concatenated CA notation direction and injective-resolution qualification,pass,production_formula_structure_comparison_passed_self_review_pending,high,candidate changes CA to C-sub-A,use subscripted C notation,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-Q,Q indices,French line2600 and physical77,2600,87,77,equation1.2 left side,SGA2-VIII-Q12,SGA2-VIII-Q12-RES;SGA2-VIII-Q12-SS,Q superscript p-comma-q,preserve both indices and order,pass,production_formula_structure_comparison_passed_self_review_pending,high,none,collapse Q-pq to Q-bullet-bullet,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-005,source_formula_correction,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-Q,corrected L branch,French line2600 sisi alternatives and direct physical77,2600,87,77,equation1.2 inner Hom,SGA2-VIII-Q12,SGA2-VIII-Q12-CAND,L exponent minus q,preserve corrected L-minus-q branch confirmed by compiled PDF,pass,production_formula_correction_comparison_passed_self_review_pending,high,raw alternative branch is L-q,use uncorrected L-q,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-006,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-Q,nested Hom,French line2600 and physical77,2600,87,77,equation1.2 right side,SGA2-VIII-Q12,SGA2-VIII-Q12-RES;SGA2-VIII-Q12-SS,outer Hom of inner Hom L-minus-q comma A with CA-p,preserve exact nesting argument order commas and parentheses,pass,production_formula_structure_comparison_passed_self_review_pending,high,none,flatten or reverse either Hom,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-007,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-Q,CA-p target,French line2600 and physical77,2600,87,77,equation1.2 final argument,SGA2-VIII-Q12,SGA2-VIII-Q12-RES;SGA2-VIII-Q12-P,CA superscript p with no subscript,preserve source concatenation and exponent,pass,production_formula_structure_comparison_passed_self_review_pending,high,candidate changes CA-p to C-sub-A-p,use C-sub-A-p,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-008,equation_numbering,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-Q,equation1.2 label,French lines2597 and2600 plus physical77,2597-2600,87,77,first numbered display,SGA2-VIII-Q12,SGA2-VIII-Q12-LPRIME;SGA2-VIII-Q12-P,label exactly1.2,preserve explicit source numbering and order,pass,production_equation_numbering_comparison_passed_self_review_pending,high,none,renumber as standalone equation1,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-009,source_logic_notation,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-SS,first spectral sequence,French line2602 and physical77,2602,87,77,sentence after equation1.2,SGA2-VIII-Q12,SGA2-VIII-Q12-Q;SGA2-VIII-Q12-LPRIME,first spectral sequence of underlined-F Q-double-bullet yields Lemma1.2 conclusion,preserve ordinal functor typography double-complex bullets and cross-reference,pass,production_logic_notation_comparison_passed_self_review_pending,high,candidate flattens F typography,omit first or replace functor notation,1,French source line2611 after blank line2610
SGA2-VIII-Q12-CMP-010,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q12-LPRIME,L-prime definition,French lines2604-2606 and physical77,2604-2606,87,77,equation1.3,SGA2-VIII-Q12,SGA2-VIII-Q12-SS;SGA2-VIII-Q12-P,L-prime-bullet equals Hom-bullet L-bullet comma A-bullet,preserve prime bullets argument order and equation1.3 label,pass,production_formula_structure_comparison_passed_self_review_pending,high,none,drop prime or reverse Hom arguments,1,French source line2611 after blank line2610
