support_row_id,row_type,language_lane,english_concept,source_status,split_lane_row_id,draft_target_rendering,term_alternatives_json,rendering_confidence,target_source_witness_ids,source_context_note,formula_neighboring_usage_note,interlinear_or_scaffold_note,split_lane_usage_scope_note,reviewer_question_or_next_gate,native_review_status,canonical_approval_status,promotion_status,gap_or_boundary_note,non_claim_boundary
CJK-SUFF-TRANS-20260705-001,covered_draft_support,japanese,algebra,source_baseline_sufficient_for_draft_support,term-ja-0001,代数,"[""代数学""]",strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.","Keep algebra notation near A, B, K-algebra, and structural products; do not infer tensor-product wording from product notation.","algebra | Japanese: 代数 | formula-neighbor: Keep algebra notation near A, B, K-algebra, and structural products; do not infer tensor-product wording from product notation.",Check basic algebra register and whether a one-character CJK term needs spacing or disambiguation near formulas. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.,"Context-note review request: Please confirm whether '代数' is natural for 'algebra' in Japanese within algebra_core, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-002,covered_draft_support,japanese,ring,source_baseline_sufficient_for_draft_support,term-ja-0040,環,[],strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.","Use next to R, S, ideals, quotient notation R/I, and homomorphisms; keep CJK term glued to inline math without inserted spaces.","ring | Japanese: 環 | formula-neighbor: Use next to R, S, ideals, quotient notation R/I, and homomorphisms; keep CJK term glued to inline math without inserted spaces.","Check ring/ideal context, especially whether quotient, principal, prime, or maximal status is attached to the ideal or ring. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '環' is natural for 'ring' in Japanese within ring_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-003,covered_draft_support,japanese,commutative ring,source_baseline_sufficient_for_draft_support,term-ja-0037,可換環,[],strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.",Use near commutativity assumptions and ring notation R; avoid over-reading field or algebra contexts as ring-context closure.,commutative ring | Japanese: 可換環 | formula-neighbor: Use near commutativity assumptions and ring notation R; avoid over-reading field or algebra contexts as ring-context closure.,"Check ring/ideal context, especially whether quotient, principal, prime, or maximal status is attached to the ideal or ring. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '可換環' is natural for 'commutative ring' in Japanese within ring_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-004,covered_draft_support,japanese,field,source_baseline_sufficient_for_draft_support,term-ja-0004,体,[],strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.","Use near K, L/K, coefficient fields, quotient fields, and extension notation.","field | Japanese: 体 | formula-neighbor: Use near K, L/K, coefficient fields, quotient fields, and extension notation.",Check field vs division-ring context and avoid overgeneralizing a course-register term. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.,"Context-note review request: Please confirm whether '体' is natural for 'field' in Japanese within field_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-005,covered_draft_support,japanese,module,source_baseline_sufficient_for_draft_support,term-ja-0010,加群,[],strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.","Use near M, N, submodule and quotient-module notation; keep tensor-product rows separate unless exact tensor evidence appears.","module | Japanese: 加群 | formula-neighbor: Use near M, N, submodule and quotient-module notation; keep tensor-product rows separate unless exact tensor evidence appears.","Check module-theory usage near definitions, quotient/submodule constructions, tensor products, and morphisms. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '加群' is natural for 'module' in Japanese within module_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-006,covered_draft_support,japanese,ideal,source_baseline_sufficient_for_draft_support,term-ja-0034,イデアル,[],strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.","Use near \mathfrak a, \mathfrak b, quotient rings, colon ideals, and primary/prime/maximal ideal contexts.","ideal | Japanese: イデアル | formula-neighbor: Use near \mathfrak a, \mathfrak b, quotient rings, colon ideals, and primary/prime/maximal ideal contexts.","Check ring/ideal context, especially whether quotient, principal, prime, or maximal status is attached to the ideal or ring. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether 'イデアル' is natural for 'ideal' in Japanese within ring_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-007,covered_draft_support,japanese,homomorphism,source_baseline_sufficient_for_draft_support,term-ja-0015,準同型,"[""準同型写像""]",source_backed_limited,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.",Use near maps f: M -> N or ring/module arrows; choose longer 'map' forms only when the morphism itself is foregrounded.,homomorphism | Japanese: 準同型 | formula-neighbor: Use near maps f: M -> N or ring/module arrows; choose longer 'map' forms only when the morphism itself is foregrounded.,"Check whether the row names an object, a map, or a theorem using the map; CJK compounds may need an explicit map noun. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '準同型' is natural for 'homomorphism' in Japanese within morphism, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-008,covered_draft_support,japanese,isomorphism,source_baseline_sufficient_for_draft_support,term-ja-0014,同型,"[""同型写像 when the morphism itself is foregrounded""]",strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.",Use near congruence/isomorphism arrows and structural identifications; distinguish object-isomorphism from map noun where needed.,isomorphism | Japanese: 同型 | formula-neighbor: Use near congruence/isomorphism arrows and structural identifications; distinguish object-isomorphism from map noun where needed.,"Check whether the row names an object, a map, or a theorem using the map; CJK compounds may need an explicit map noun. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '同型' is natural for 'isomorphism' in Japanese within morphism, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-009,covered_draft_support,japanese,automorphism,source_baseline_sufficient_for_draft_support,term-ja-0016,自己同型,[],source_backed_limited,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.",Use near automorphism groups/actions and self-map notation.,automorphism | Japanese: 自己同型 | formula-neighbor: Use near automorphism groups/actions and self-map notation.,"Check whether the row names an object, a map, or a theorem using the map; CJK compounds may need an explicit map noun. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '自己同型' is natural for 'automorphism' in Japanese within morphism, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
CJK-SUFF-TRANS-20260705-010,covered_draft_support,japanese,representation,source_baseline_sufficient_for_draft_support,term-ja-0032,表現,[],strong_source_backed,CJK-FIND-20260705-001; CJK-FIND-20260705-002; CJK-FIND-20260705-003; CJK-FIND-20260705-004; CJK-FIND-20260705-016; CJK-FIND-20260705-017; CJK-FIND-20260705-018,"Japanese baseline is sufficient for foundational algebra draft support: linear-algebra TeX rows plus algebraic-systems, commutative-ring/field, and Matsumura commutative-algebra TeX metadata rows; bytecount gaps for the algebra deepening rows were resolved from GitHub tree metadata.","Use near group or algebra actions, matrices, and rho-style representation notation; do not collapse representation into module unless the source does so.","representation | Japanese: 表現 | formula-neighbor: Use near group or algebra actions, matrices, and rho-style representation notation; do not collapse representation into module unless the source does so.","Check representation-theory usage, especially representation vs expression ambiguity and character/indicator terminology. Preserve CJK line breaking around inline math and avoid inserting spaces that would split a fixed technical compound.","Context-note review request: Please confirm whether '表現' is natural for 'representation' in Japanese within representation_theory, whether alternates should be recorded, and whether formula-neighboring TeX/PDF layout remains readable.",not_reviewed,not_approved,draft_noncanonical_sidecar_only,Covered for scoped draft support; keep as draft/non-canonical and do not promote.,"Sufficiency-transition draft support only; no accepted terminology, native/public review, canonical approval, license clearance, gate promotion, translation completion, Korean native-edition claim, pan-CJK claim, or Git push."
