"Label","Source","Dest","Bytes","SHA256","Note"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.csv","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.csv","294162","49951FF51A2434EEBF8484A07CC980A7FCCD312CD834DFC156485838C4C17330","body-linked Fable/authority standardization support; source-use routing only"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.json","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.json","423991","B495A035C75A0BD092A4B617F52A3995FAD1D00499ADB26F8617CD45E34670B4","body-linked Fable/authority standardization support; source-use routing only"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\B3_UPLOADER_READY_SUMMARY_C7FB.md","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/B3_UPLOADER_READY_SUMMARY_C7FB.md","712","F42AEBA268C5587275B41A626CA9F16FC82A5614DCDE198DF64D660942BC0712","body-linked Fable/authority standardization support; source-use routing only"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.csv","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.csv","75932","F635E50D8C2D35A6CD4E1B120B349423D1F9B61697896863ADCA44948A9DA560","body-linked Fable/authority standardization support; source-use routing only"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.json","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.json","102804","AE4A90C162B33E6AE8B74D4B6CA31EB0AA7AC515C00BA6FAF4390B3EBC8B238D","body-linked Fable/authority standardization support; source-use routing only"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.csv","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.csv","23057","A300C5C8D2D54FB3C7F91CED40F833F9282F7E5A90B725457EC7D45E146141A7","body-linked Fable/authority standardization support; source-use routing only"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.json","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.json","32357","FA64D8314DA9C43F3A8BA5ED00189EAEDD450BFFBA139A78A752B0C2E3D034AD","body-linked Fable/authority standardization support; source-use routing only"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.csv","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.csv","131505","5BA6971A1463959F369974630C121704317839B3E3BE5A49340BF94F4C257B35","body-linked Fable/authority standardization support; source-use routing only"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.json","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.json","178264","CE229E360C146537E864C589027C8CDC0950C434CC20B7EBF82E3280448431C2","body-linked Fable/authority standardization support; source-use routing only"
"Interlanguage authority c7fb body-linked standardization","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\BODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.csv","interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.csv","98073","9C119BA3A604E0A188B985642BD38E940D7497F0641FF24621B537CE7AE08844","body-linked Fable/authority standardization support; source-use routing only"
