"audit_file","line_number","matched_text","source_use_label","authority_effect"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","5","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_212DFB_R3_R6_PT_R3ADV_SOURCE_BACKED_BATCH_SHA256SUMS_20260706.txt"",""15961"",""2026-07-06T07:25:38.7297830Z"",""453277E79F6A143BFBB39F8666E1E3FE23444E2F73B2ED211266415E2D5A17C0""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","6","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_212DFB_R3_R6_PT_R3ADV_SOURCE_BACKED_BATCH_AUDIT_20260706.md"",""4133"",""2026-07-06T07:25:38.5183356Z"",""473476D52606119A60E0663FA50570BA8C44FA87AEAF634ACFE65C3FACF6AD5A""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","7","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_212DFB_R3_R6_PT_R3ADV_SOURCE_BACKED_BATCH_MANIFEST_20260706.csv"",""55171"",""2026-07-06T07:25:38.5163255Z"",""11229F2FC4C9104A9C075688647CFC46C75F8B5AC511DA25D1F4325F510FE936""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","8","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_212DFB_R3_R6_PT_SOURCE_BACKED_BATCH_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt"",""12585"",""2026-07-06T07:19:44.9448338Z"",""DE24B2AE9D7423D81CAA7B61C2576428561817D2D97C4F0BEBF58C64B5CFFD84""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","9","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_212DFB_R3_R6_PT_SOURCE_BACKED_BATCH_UPLOAD_AUDIT_20260706.md"",""3241"",""2026-07-06T07:19:43.8027974Z"",""D60500731B6005ACBB4610CE86B95D80CA3446C25297D227B62AFC26E192D9AA""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","10","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_212DFB_R3_R6_PT_SOURCE_BACKED_BATCH_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv"",""42623"",""2026-07-06T07:19:43.8007900Z"",""10DCA877F03CAC676CAA2C019F5F4F204409A8F7DF75C98C7D4E545DE3EB8268""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","11","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_C7FB_R6_R3_OLDB_ALIGNMENT_BATCH_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt"",""11239"",""2026-07-06T04:41:07.2298398Z"",""DDB97E290CB6C42CB8E1378D4AD3574B929FE86FDE31488D18C7EEDC5DFA95C5""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","12","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_C7FB_R6_R3_OLDB_ALIGNMENT_BATCH_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv"",""39822"",""2026-07-06T04:41:07.1419320Z"",""F3F6D2F58832138A3908A6676AE25D0A1DA76AD6F089F9A6438EE5433B366ADA""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","13","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_C7FB_R6_R3_OLDB_ALIGNMENT_BATCH_UPLOAD_AUDIT_20260706.md"",""3516"",""2026-07-06T04:41:07.1419320Z"",""180E2775015956FFE8BD4DA1A26122A184995AF434A25F1105AB7F840EC0B12E""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
"transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/B3_LATEST_OUTPUTS_SNAPSHOT.csv","14","""C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_C7FB_R6_RETRY_R3_CONTINUATION_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt"",""6707"",""2026-07-06T04:39:29.9493311Z"",""6D6744257386961910B0AFF43057ADE5A8A2590E1DC14004F133A0C8B7C03A60""","branch-visible B3/transfer audit hit; provenance only","does not close source/reviewer/ethics or draft gates"
