"filename","status","additions","deletions","changes","git_blob_sha","raw_url"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.csv","added","401","0","401","af3ee6bdfb2f759333220d8151e0639edeebff36","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FB3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.csv"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/B3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.json","added","6002","0","6002","63856ccaa17410c38f27527907d27f21765d790a","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FB3_UPLOADER_READY_ARTIFACT_INDEX_C7FB.json"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/B3_UPLOADER_READY_SUMMARY_C7FB.md","added","9","0","9","519b59a7865c33866f2e9003e2651107158df08a","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FB3_UPLOADER_READY_SUMMARY_C7FB.md"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.csv","added","84","0","84","b428c575734d0e5cdedec1c12b8bbc7ae277fea5","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FBODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.csv"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.json","added","1247","0","1247","110fb6f00cf73e34b29f86b9fb59f09e1bc3cf52","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FBODY_LINKED_ADVERSE_DO_NOT_USE_LEDGER_C7FB.json"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.csv","added","30","0","30","af403bd51846a43e351afae93bc2b8b1c07896e8","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FBODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.csv"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.json","added","437","0","437","759e7e3d28015b8c4b1e1f1d9395babbad9364b6","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FBODY_LINKED_AUTHORITY_BOUNDARY_LEDGER_C7FB.json"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.csv","added","145","0","145","950989ad2ecd90f7f9428ee8ebf6c529e2437913","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FBODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.csv"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.json","added","2162","0","2162","9c66b2c3b3b33b8cfae5d447cf8e197daffe7a83","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FBODY_LINKED_BRANCH_WEIGHT_LEDGER_C7FB.json"
"interlanguage-sidecar/interlanguage-authority-c7fb-body-linked-standardization-20260706/INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706/BODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.csv","added","100","0","100","9a0ced9d9a56a8267ccd073aff176f87ae339caf","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e/interlanguage-sidecar%2Finterlanguage-authority-c7fb-body-linked-standardization-20260706%2FINTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706%2FBODY_LINKED_MARGINAL_INTELLIGIBILITY_LEDGER_C7FB.csv"
