"schema_version","witness_id","disposition","pixel_file_in_public_package","private_witness_relative_path","source_image_name","parent_pdf_name","parent_pdf_bytes","parent_pdf_pages","parent_pdf_sha256","source_locator","width_px","height_px","dpi_x","dpi_y","rotation_degrees","crop_bbox_pixels","crop_bytes","crop_sha256","linked_component_tex","linked_tex_line","linked_structural_unit","content_summary","native_tex_path","native_tex_sha256","source_review_status","lead_review_status","qa_disposition","notes"
"sga_visual_witness_rights_block_v1","sga3.e05.figure.001","rights_blocked_not_public","false","source_png_witness/exp5/p251_phi_of_T_triangle.png","p251_phi_of_T_triangle.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 1; combined-reader p. 263; printed p. 251","260","246","not_recorded","not_recorded","not_recorded","not_recorded","3660","E920CEDF20821164EB8947A861EDEF0B76CF05BA2DA82C51B1A339E66F395F42","00_expose_V_pp251_252_en.tex","32","sga3.e05.figure.001","The map \(\varphi(T):Y(T)\to X(T)\).","native_diagrams/exp5/p251_phi_of_T_triangle.png.tex","5C50D8A0C17C397DD68E4430585208B70E771D83E1E0E0F58D7BCB62C297DF21","yes;PASS;PASS","lead_direct_source_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
"sga_visual_witness_rights_block_v1","sga3.e05.figure.002","rights_blocked_not_public","false","source_png_witness/exp5/p251_T_of_phi_triangle.png","p251_T_of_phi_triangle.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 1; combined-reader p. 263; printed p. 251","257","247","not_recorded","not_recorded","not_recorded","not_recorded","3440","9EF29AA0E9F24CEEB34AF5C43DA18A8A931EEA62D3AEBEEFD008365E96B402CF","00_expose_V_pp251_252_en.tex","41","sga3.e05.figure.002","The map \(T(\varphi):T(X)\to T(Y)\).","native_diagrams/exp5/p251_T_of_phi_triangle.png.tex","F5C95A3AC8BB36F3C0CBE0CA86C352D4136516D0CF65AFFD35C1B819EDA21F5C","yes;PASS;PASS","delegated_source_check_accepted_full_reader_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
"sga_visual_witness_rights_block_v1","sga3.e05.figure.003","rights_blocked_not_public","false","source_png_witness/exp5/p252_exact_pair_cokernel.png","p252_exact_pair_cokernel.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 2; combined-reader p. 264; printed p. 252","584","150","not_recorded","not_recorded","not_recorded","not_recorded","3201","E94DF8F5D63669CEF50BA309EC2D21FB905855D1968FDEFF53382DECDE8AD6D2","00_expose_V_pp251_252_en.tex","71","sga3.e05.figure.003","A parallel pair followed by its proposed cokernel.","native_diagrams/exp5/p252_exact_pair_cokernel.png.tex","9127D5DCCCA5F0865BFE209091E0F52BD3B6A7EF11B143AA05207BF3F92EFFA1","yes;PASS;PASS","delegated_source_check_accepted_full_reader_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
"sga_visual_witness_rights_block_v1","sga3.e05.figure.004","rights_blocked_not_public","false","source_png_witness/exp5/p252_ringed_space_sheaf_pair.png","p252_ringed_space_sheaf_pair.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 2; combined-reader p. 264; printed p. 252","802","149","not_recorded","not_recorded","not_recorded","not_recorded","5644","4DE7284D4EF7775A6B61DBBE3B8C32CCD0FBB160A88A51D569914667138535A6","00_expose_V_pp251_252_en.tex","96","sga3.e05.figure.004","The pair of induced arrows between direct-image sheaves.","native_diagrams/exp5/p252_ringed_space_sheaf_pair.png.tex","C7DC85D06C5025B8A78F48679610AA4DF3E2C580695501F353F7C5FF8C0A40CE","yes;PASS;PASS","delegated_source_check_accepted_full_reader_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
"sga_visual_witness_rights_block_v1","sga3.e05.figure.005","rights_blocked_not_public","false","source_png_witness/exp5/p252_ringed_space_pair_inline.png","p252_ringed_space_pair_inline.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 2; combined-reader p. 264; printed p. 252","270","151","not_recorded","not_recorded","not_recorded","not_recorded","2520","448C3A805405D3AAED8262EFA4F1C48CFD5F2FEE2D79BD25BBAE3148730365A1","00_expose_V_pp251_252_en.tex","112","sga3.e05.figure.005","The pair \((d_0,d_1):X_1\rightrightarrows X_0\).","native_diagrams/exp5/p252_ringed_space_pair_inline.png.tex","D78455EF57BF5109E8F66E98ADE000F438A349D147910D0F7FCA55A5BA199E12","yes;PASS;PASS","delegated_source_check_accepted_full_reader_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
"sga_visual_witness_rights_block_v1","sga3.e05.figure.006","rights_blocked_not_public","false","source_png_witness/exp5/p252_lemma_1_1_restricted_cokernel.png","p252_lemma_1_1_restricted_cokernel.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 2; combined-reader p. 264; printed p. 252","574","167","not_recorded","not_recorded","not_recorded","not_recorded","3222","3F6402DBB63C505C60BFDF3D8767A826F4D6C0820DE043695840DE34BAB445DE","00_expose_V_pp251_252_en.tex","157","sga3.e05.figure.006","The restricted pair and its cokernel in \hyperref[lem:sga3-V-1.1]{Lemma~1.1}.","native_diagrams/exp5/p252_lemma_1_1_restricted_cokernel.png.tex","BCE42514082D4A9CA5E329182F65AA9CA6357DFF9012AC327E82DEDC1210EC9C","yes;PASS;PASS","delegated_source_check_accepted_full_reader_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
"sga_visual_witness_rights_block_v1","sga3.e05.figure.007","rights_blocked_not_public","false","source_png_witness/exp5/p253_star_fiber_product.png","p253_star_fiber_product.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 3; combined-reader p. 265; printed p. 253","261","162","not_recorded","not_recorded","not_recorded","not_recorded","2139","B8D4979F0840AC616D25ED9C78F60A6F0531E86FBBA5E7034541B609A810A30C","01_expose_V_pp253_255_en.tex","58","sga3.e05.figure.007","Fiber-product cospan defining X_2.","native_diagrams/exp5/p253_star_fiber_product.png.tex","72911CC00A528F9389FD670986798DED43BD2C1641C7AFDCD7DD05E675D8AFB1","yes;PASS;PASS","delegated_source_check_accepted_full_reader_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
"sga_visual_witness_rights_block_v1","sga3.e05.figure.008","rights_blocked_not_public","false","source_png_witness/exp5/p253_square_0.png","p253_square_0.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 3; combined-reader p. 265; printed p. 253","272","185","not_recorded","not_recorded","not_recorded","not_recorded","3063","48BEEE6E8CE5DD33C57C9EAEB9DA7817E176480236FCB0300EF6BA4372312EBD","01_expose_V_pp253_255_en.tex","66","sga3.e05.figure.008","Cartesian square (0).","native_diagrams/exp5/p253_square_0.png.tex","ABDB9699E303C4C7A88A071AF179C0C5706778B445959707879B61F6A07F9E47","yes;PASS;PASS","delegated_source_check_accepted_full_reader_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
"sga_visual_witness_rights_block_v1","sga3.e05.figure.009","rights_blocked_not_public","false","source_png_witness/exp5/p254_square_1.png","p254_square_1.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 4; combined-reader p. 266; printed p. 254","179","169","not_recorded","not_recorded","not_recorded","not_recorded","2550","B3FC3877DFA84ED4D4FD2DFEAAA88E1E7E9AF50F3E0811CCB5021B374D052E58","01_expose_V_pp253_255_en.tex","101","sga3.e05.figure.009","Cartesian square (1).","native_diagrams/exp5/p254_square_1.png.tex","DD1850F73BEEF33B3330B52FA334DBFB27E3E91007FFABD0F1968C24B6E51A94","yes;PASS;PASS","delegated_source_check_accepted_full_reader_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
"sga_visual_witness_rights_block_v1","sga3.e05.figure.010","rights_blocked_not_public","false","source_png_witness/exp5/p254_square_2.png","p254_square_2.png","Exp5-13oct24.pdf","439522","41","9198200633F929FE1822520371A9200DA4F8CF2513EFAB3D6A0C7E9330DB84CF","Polo--Gille Exp5-13oct24.pdf, component-local p. 4; combined-reader p. 266; printed p. 254","179","169","not_recorded","not_recorded","not_recorded","not_recorded","2421","3AA946D4B726644E5FCE7D505658C95B505CC37AA6EDD55DCC6F1588E9867AC5","01_expose_V_pp253_255_en.tex","113","sga3.e05.figure.010","Cartesian square (2).","native_diagrams/exp5/p254_square_2.png.tex","DC5D98BF1240B73469669CA91F5981B3542FFA467335EC730379B2AEDA01D532","yes;PASS;PASS","delegated_source_check_accepted_full_reader_visual_pass","metadata_public_pixels_withheld_pending_rights","The source-PDF-derived pixel witness is not redistributed in this release. Hash, locator, dimensions, linked TeX, native replacement, and review disposition are preserved."
