gap_type,lane,artifact_path,artifact_sha256,row_index,row_identifier,target_language_or_access_target,source_title,source_url,blank_required_fields,missing_required_columns,present_columns,owner_action,non_claim_boundary
target_witness_required_field_blank,Persianate/Tajik source evidence,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json,9A24804E0D7364BD3CD09B75354A525EE11B41B048CBD1FA9F48CA0EBF21F4BD,1,,Persian/Farsi (Iran),Advanced Algebra course PDF,https://people.iut.ac.ir/sites/default/files/users/behboodi/course_files/advanced_algebra_dr._behboodi.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,Persianate/Tajik source evidence,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json,9A24804E0D7364BD3CD09B75354A525EE11B41B048CBD1FA9F48CA0EBF21F4BD,2,,Persian/Farsi (Iran),PNU ring/module book preview,https://press.pnu.ac.ir/book_30094.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,Persianate/Tajik source evidence,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json,9A24804E0D7364BD3CD09B75354A525EE11B41B048CBD1FA9F48CA0EBF21F4BD,3,,Persian/Farsi (Iran),Noncommutative prime ideals thesis PDF,https://shahroodut.ac.ir/fa/thesis/files/somefiles/sf_QA37.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,Persianate/Tajik source evidence,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json,9A24804E0D7364BD3CD09B75354A525EE11B41B048CBD1FA9F48CA0EBF21F4BD,4,,Persian/Farsi (Iran),Persian linear algebra 3Blue1Brown notes,https://github.com/SireJeff/linear-algebra-3blue1brown-notes,is_pdf_docx_or_text_fallback,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,Persianate/Tajik source evidence,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json,9A24804E0D7364BD3CD09B75354A525EE11B41B048CBD1FA9F48CA0EBF21F4BD,6,,Dari/Persian (Afghanistan),Algebra - Abdullah Momand,https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-Abdullah-Momand.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,Persianate/Tajik source evidence,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json,9A24804E0D7364BD3CD09B75354A525EE11B41B048CBD1FA9F48CA0EBF21F4BD,7,,Dari/Persian (Afghanistan),eCampus 369 Afghan university textbook list,https://ecampus-afghanistan.org/list-of-369-published-textbooks-for-afghan-universities/,is_source_level_tex_or_archive;is_pdf_docx_or_text_fallback,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,Persianate/Tajik source evidence,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json,9A24804E0D7364BD3CD09B75354A525EE11B41B048CBD1FA9F48CA0EBF21F4BD,9,,Tajik Cyrillic,Алгебраи хаттӣ,https://tg.wikipedia.org/wiki/Алгебраи_хаттӣ,is_pdf_docx_or_text_fallback,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,Persianate/Tajik source evidence,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json,9A24804E0D7364BD3CD09B75354A525EE11B41B048CBD1FA9F48CA0EBF21F4BD,10,,Tajik Cyrillic,Силлабуси алгебра / Алгебра ва назарияи ададҳо,https://oer.cict.tj/mod/resource/view.php?id=94,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,1,ar_pdf_hiast_algebra_vol2_linear_algebra,Controlled Arabic / Arabic RTL,"Algebra II / Linear Algebra - الجبر الجزء الثاني: الجبر الخطي - Omran Kouba, HIAST",https://hiast.edu.sy/sites/default/files/general/Algebra%20Vol.%202%20-O.%20Kouba-HIAST-2017.pdf,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,2,ar_wikibooks_linear_systems_raw,Controlled Arabic / Arabic RTL,Arabic Wikibooks: Algebra / Linear algebra / systems of linear equations,https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%AC%D9%85%D9%84%D8%A9_%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%84%D8%A7%D8%AA_%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%A9,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,3,ar_wikibooks_matrices_raw,Controlled Arabic / Arabic RTL,Arabic Wikibooks: Algebra / Linear algebra / matrices,https://ar.wikibooks.org/wiki/%D8%AC%D8%A8%D8%B1/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A/%D8%A7%D9%84%D9%85%D8%B5%D9%81%D9%88%D9%81%D8%A7%D8%AA,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
target_witness_required_field_blank,R3 Arabic/Persianate linear algebra,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_SOURCE_CANON_MASTER_INDEX_20260704T204214Z\R3_SOURCE_CANON_MASTER_INDEX_REQUIRED_SHAPE_20260704T204214Z.json,B0F8D344204079808F9762F60A451BE6E528C86542289E2B387BF06B0A79C26A,4,ar_wikipedia_linear_algebra_raw,Controlled Arabic / Arabic RTL,Arabic Wikipedia: جبر خطي,https://ar.wikipedia.org/wiki/%D8%AC%D8%A8%D8%B1_%D8%AE%D8%B7%D9%8A,is_source_level_tex_or_archive,,,Owner should fill explicit true/false values for source-level TeX/archive and PDF/DOCX/text fallback flags on target-witness rows in the latest master index.,"This is an owner normalization/blocker return only; no translation, term promotion, approval, completion, or license clearance is claimed."
