"row_id","language_group","language","status","source_rank","source_id","title","topic_tags","source_level","format_provenance","url","license_signal","local_pdf_path","local_pdf_sha256","local_pdf_bytes","local_text_path","local_text_sha256","local_text_bytes","terms_evidenced","authority_boundary","next_action"
"blocked_interslavic_direct_math_publication","Constructed inter-Slavic","Interslavic/Panslavic","direct_web_text_candidate_not_publication","candidate_direct_web_text","interslavic_wikimedia_algebra_math_dictionary_web_text_candidates","Interslavic Algebra/Matematika Wikimedia pages and dictionary support candidates","direct Interslavic web text; algebra; groups; rings; fields; vector spaces; source-package gap","Wikimedia stable isv.wikipedia Algebra and Matematika pages plus raw wikitext, main-page math category controls, older Incubator Algebra HTML/raw wikitext, and an Interslavic-English dictionary PDF/text; no TeX/source package; not a publication-level mathematical authority","Stable isv.wikipedia Algebra, Matematika, and main page math-category controls plus raw wikitext cached locally on 2026-07-04/05, in addition to earlier Wikimedia Incubator Wp/isv/Algebra HTML/raw wikitext and an Interslavic-English dictionary PDF/text from static Wikitide. These improve legibility/source findability, but no canonical publication/source package was located.","https://incubator.wikimedia.org/wiki/Wp/isv/Algebra ; https://incubator.wikimedia.org/wiki/Wp/isv/Algebra?action=raw ; https://isv.wikipedia.org/wiki/Algebra ; https://isv.wikipedia.org/w/index.php?title=Algebra&action=raw ; https://isv.wikipedia.org/wiki/Glavna_stranica ; https://isv.wikipedia.org/w/index.php?title=Glavna_stranica&action=raw ; https://isv.wikipedia.org/wiki/Matematika ; https://isv.wikipedia.org/w/index.php?title=Matematika&action=raw ; https://static.wikitide.net/isvwiki/3/30/Slovnik_ms-ang_po_rodami_sloves_2018_Ilija_Petrovi%C4%87.pdf","Wikimedia page footer gives Creative Commons Attribution-ShareAlike for wiki pages; dictionary PDF access/license not treated as reuse clearance; none of this is publication-level mathematical authority or native review","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_slovnik_ms_ang_po_rodami_sloves_2018.pdf","3084E2F0EAFA8F1A2974321E0882417D5AA2E008CD0745AEB703F9EDB2041B66","985241","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikimedia_incubator_algebra.html ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikimedia_incubator_algebra.wikitext ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikipedia_algebra.html ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikipedia_algebra.wikitext ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikipedia_glavna_stranica.html ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikipedia_glavna_stranica.wikitext ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikipedia_matematika.html ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_wikipedia_matematika.wikitext ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\isv_slovnik_ms_ang_po_rodami_sloves_2018.pdf.pdftotext.txt","9594279A54EA7C6CF42EEF95368AF43BD0B4A5EEC922B1B099D3DD676C92440A ; DDDABD52139115EA0631B9794B59EDF945A0020E9E73E7A90A380266FEDBE9A9 ; 70C46E429AFE13400AEE028095391394B74CCE13AF10B538E8A5843B9DF5A931 ; FEA49944E69CC9D82DD5D757DECF2FF31518DA58F4EC6325BB493D01012D1EBE ; AB6214F63C32571F8830C63D83C93EF67DF56546C34F5C671DF7B5A368AE9291 ; 65C5AC421758357541251F3AEA4C7EEE4DFBC835A77A11129448BF0D1D899B6B ; B17C22BEA433F1B074A0BA1DAB77F057B6426651615FAB42E76F5E0C5F95373C ; 70E258A64CBA587F5F88173ECF1242A0CCC88F7124608717034D21E13C3D6597 ; 6D66D14B923C68B4A7ABEFB59323DFD66006791185F3CDB49509816F0883BE86","208503 ; 18232 ; 193007 ; 17092 ; 234944 ; 1969 ; 163962 ; 93 ; 506318","Abstraktna algebra; grupa; koljce; polje; vektorne prostory; algebraicne struktury; Emmi Njeter; Matematika page redirect/stub; main page math category links; dictionary terms algebra, matematika, grupa, koljce, polje, prstenj, matrica, vektor; direct web/dictionary support only","direct web-text candidate only; use for broad legibility scouting, not canonical terminology authority, native review, approval, or translation completion","seek publication-level Interslavic/Panslavic mathematical source or qualified reviewer before authority claims"
"candidate_belarusian_bnt_1922","East Slavic","Belarusian","local_html_candidate_terms_hashed","candidate_dictionary","belarusian_bnt_elementary_math","Elementarnaja matematyka BNT 1922 via Slounik.org","general mathematics; algebra terminology","local hashed HTML terminology page; no TeX/source package; scan/full publication not cached","Slounik HTML cached locally on 2026-07-04; term hits for algebra/geometry page-level claims were inspected","https://slounik.org/bnt01/","web-accessible historical terminology page; license not established; verify before reuse","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_slounik_bnt01.html","52CC7E17A36743949DCE632C15B98163B66ACCCAE779E691EAA1F2D0E15B4344","28916","Elementarnaja matematyka; Arytmetyka; Alhebra/Algebra; Heometryja/Geometry; Tryhanometryja; analytic geometry; higher analysis page-level claim","candidate routing context only; locally hashed HTML is not scan/fulltext authority and not native review","obtain scan/full export or qualified Belarusian review before terminology mutation"
"candidate_belarusian_math_dictionary_1993_algebra_ring","East Slavic","Belarusian","local_fulltext_witness","primary_pdf_fulltext_fallback","be_radyno_russko_belorusskij_matematicheskij_slovar_1993_pdf","Radyno et al. Russko-belorusskij matematicheskij slovar 1993 PDF full source witness","Belarusian mathematical terminology; algebra; abstract algebra; rings; groups; modules; vector algebra; set algebra; no TeX source","Full PDF source-canon witness from Belaruska Palichka with cached landing page, knihi-online OCR page, page-level algebra/ring/group checks, and BNTU bibliographic corroboration; no TeX/source package","Downloaded and hashed Belaruska Palichka PDF on 2026-07-04; cached landing page, knihi-online OCR page, page 2/page 10 term evidence, pdftotext fallback, and BNTU bibliography control. Embedded PDF text is noisy, so OCR/page evidence remains QA support rather than review.","https://files.knihi.com/Knihi/sum/RUS-BEL-mat.1993.pdf ; https://knihi.com/none/Russko-bielorusskij_matiematicieskij_slovar.html ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html?page=2 ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html?page=10 ; https://library.bntu.by/wp-content/uploads/2023/02/spisok.pdf","Belaruska Palichka/knihi public web access; landing page requests attribution/link when using materials; no redistribution permission, license clearance, native review, or canonical approval is claimed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_radyno_russko_belorusskij_matematicheskij_slovar_1993.pdf ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_bntu_professional_terminology_bibliography.pdf","503D5DE1F0DD86A8D3508660C813820CE7AB4D233EB34457F7F5E4DC835A2394 ; 4A5D37AA62D0CD077C6BC815CA5BD4C21BC8F04C827419785E460A6F6DFAC434","24592940 ; 1612286","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_radyno_russko_belorusskij_matematicheskij_slovar_1993.pdftotext.txt ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_radyno_russko_belorusskij_matematicheskij_slovar_1993_knihi_landing.html ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_radyno_russko_belorusskij_matematicheskij_slovar_1993_knihi_online_ocr.html ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_knihi_math_dictionary_page2.html ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_knihi_math_dictionary_page10.html ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_bntu_professional_terminology_bibliography.pdftotext.txt","AD2ED654720167EC4BF420F1D9C2D9C7E3606EA254FECB6C3F362555685F9545 ; 3ED714E563E54993DB577EB6484423A592584CC1B23F46E72523F0C4DE04EE60 ; A67F00F76E76B75B051FD9F7122336175FE47999E5FDB82707CCF9552695C525 ; A6A6F32A98AD71AFF1A44018B3FEAE33574A8792C9B7F86E09E297B8AF293D7F ; C0F91ED24E37994A669E09A7D53C7277DCA773B8429623DDD49A3F54AA6F6EA3 ; EB985B65A4A2F0B8799D81ACD8079B34490D0A50FEEEBEA7AE855FA21CA5A336","82249 ; 12091 ; 32152 ; 32445 ; 32251 ; 82898","abstract algebra/algebra; associative/vector/set algebra; cohomology of algebras/groups/rings; ring/Kolca entries; group/quasigroup; residue class modulo; module-related modulo evidence; vector evidence","source-canon PDF/fulltext witness only; use for provenance and source acquisition routing, not native review, canonical approval, accepted terminology, license clearance, translation mutation, gate promotion, or completion claim","Keep Belarusian as cached source-canon witness; improve OCR/page-level verification or obtain qualified Belarusian review before any term-level mutation"
"blocked_bosnian_math_algebra_source","South Slavic","Bosnian","local_pdf_control_witness","official_curriculum_literature_control","bosnian_pmf_unsa_algebra_controls","Algebra za kompjuterske nauke PMF UNSA syllabus and literature controls","Bosnian algebra; rings; groups; modules; fields; coding theory","official PMF UNSA syllabus/literature PDFs plus extracted text; textbook fulltext not cached; no TeX/source package","PMF Sarajevo PDF cache: algebra syllabus, 2021 literature table, 2023 literature table, 2009 curriculum/program text, cached COBISS record for the 2017 printed textbook, and cached official PMF staff/publication page for Amela Muratovic-Ribic. The staff page corroborates title/year/publication metadata only; any page wording about review is not treated as native review or canonical approval.","https://math.pmf.unsa.ba/wp-content/uploads/2021/04/Algebra-za-kompjuterske-nauke.pdf ; https://pmf.unsa.ba/wp-content/uploads/2021/10/Lietartura-za-predmete-na-Odsjeku-za-matematiku.pdf ; https://pmf.unsa.ba/wp-content/uploads/2023/09/Obavezna-literatura-matematika.pdf ; https://math.pmf.unsa.ba/eng/wp-content/uploads/2021/05/Novi-prijedlog-nastavni-program-_Matematika_2009_I-ciklus.pdf ; https://plus-legacy.cobiss.net/cobiss/bh/en/bib/23757574 ; https://osoblje.pmf.unsa.ba/muratovic-ribic-amela/","public PMF PDFs, public COBISS bibliographic record, and public PMF staff page; textbook content/license not cached; no license clearance, native review, or canonical approval claimed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_algebra_za_kompjuterske_nauke_syllabus_2021.pdf ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_literatura_za_predmete_2021.pdf ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_obavezna_literatura_matematika_2023.pdf ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_matematika_i_ciklus_program_2009.pdf","82ADD75629FDD4F0DD564A1176C4A9FDDF574ECAF509989B01F7F83964C6820D ; 40FFF8831DA94A08BD613054E7B968E5C7EDAC410111B67F0B3A1567503EFB7F ; 572C7F92602F208886333EABA5A54DA0775ACD51A171339CCC1C072E3C01E946 ; A39FC4166E383AC568149139515485968664BB1ACD7C182D0CC369F8453BF252","57789 ; 1434409 ; 835198 ; 1535403","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_algebra_za_kompjuterske_nauke_syllabus_2021.pdftotext.txt ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_literatura_za_predmete_2021.pdftotext.txt ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_obavezna_literatura_matematika_2023.pdftotext.txt ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_matematika_i_ciklus_program_2009.pdftotext.txt ; C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_muratovic_ribic_staff_page.html","96FA3A57BA8A713238EFB3DDEF6B3327305F4F2A257F20F24D6D8F7D1224D207 ; 19C9D5F5266541D8D6B9695CED5BE384292F9B41FE39132ED821F792A094001D ; 0E1E146EA4B2955DF2E45E87C08EE10B7CCBEFCFB53746A327F1DBEBE17AFE3C ; C01724D91CDD77C3B58FA4113E7BCB5D4B8A83B3EF6F5666A984873BA3500E6E ; 7B6279761DCF9CDB4A08F1385D8DD15D79AD48F9805780330C1C1045B385F4E8","2412 ; 145476 ; 157801 ; 646911 ; 72727","algebarske strukture; grupoidi; polugrupe; grupe; podgrupe; kvocjentne grupe; prsten; ideali; kvocjentni prsten; prsten polinoma; Grupe, prsteni i moduli; polje/tijelo; kodiranje; official PMF staff page corroborates publication identity/year only","official Bosnian university source-control witness, not textbook fulltext, not native review, not permission, and not permission to infer from Serbian/Croatian rows","seek the 2017 PMF textbook fulltext/source or permission-clean copy; current PMF staff page and COBISS/PMF controls confirm bibliographic identity only"
"mathref_bulgarian_sofia_noncommutative_body_problem","South Slavic","Bulgarian","local_fulltext_witness","primary_local_reference","bulgarian_sofia_noncommutative_body_problem","Sample problems on rings, Applied Math","rings; fields/Galois","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://store.fmi.uni-sofia.bg/fmi/algebra/syllabuses/va1/Sample_Problems_Rings_ApplMath_2011.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\bulgarian_sofia_noncommutative_body_problem.pdf","9377AC5F2F3594AD2F0A7B014C72562D8E0E40007BA06E72B18D3E2B7C941E43","233234","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\bulgarian_sofia_noncommutative_body_problem.txt","996E7E695AD04148AF2632AD9DF1F18A5C720B4958E85A9D495A875540CBC392","14872","некомутативно тяло; кватернионите; пръстен; поле; идеал","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_bulgarian_sofia_rings_lecture7","South Slavic","Bulgarian","local_fulltext_witness","primary_local_reference","bulgarian_sofia_rings_lecture7","Prasteni osnovni ponyatiya","rings; fields/Galois","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://store.fmi.uni-sofia.bg/fmi/algebra/lect_notes_nenov/07.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\bulgarian_sofia_rings_lecture7.pdf","D5F91DCC5EAF4DFD1FE0949891A93117510C0D82E894E1FF254C4A78853AB503","163318","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\bulgarian_sofia_rings_lecture7.txt","78275711414EC1B5113BCB8E7C5770E31F777F120362BDE9F9C15DD1CBB1C2DC","9220","пръстен; поле; комутативен","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_croatian_mathhr_algebra_structures_2024","South Slavic","Croatian","local_fulltext_witness","primary_local_reference","croatian_mathhr_algebra_structures_2024","Algebarske strukture","rings; fields/Galois; groups/representations/algebras","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf","local text contains possible license/copyright/ISBN signal; inspect source before reuse: S druge strane, jedan od velikih otvorenih problema Algebarske teorije brojeva je dokazati, ili opovrgnuti, glasovitu Gaussovu slutnju koja govori da postoji beskonačno mnogo","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\croatian_mathhr_algebra_structures_2024.pdf","50A255D413C5411F02A4AB6DA487CF1A5CCF2AF0B933E89307FD036E34281124","793933","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\croatian_mathhr_algebra_structures_2024.txt","806AC472D958476A1172C46B5F279984A7D89AACE2DAF422A13CD7EC5D151C0E","249584","prsten; polje; tijelo; komutativ","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"mathref_croatian_pmf_split_prsteni","South Slavic","Croatian","local_fulltext_witness","primary_local_reference","croatian_pmf_split_prsteni","Prsteni","rings; fields/Galois","PDF plus extracted text; TeX/source package not present in local canon","public web PDF downloaded into local Slavic math reference shelf; text extracted for term checks","https://mapmf.pmfst.unist.hr/~skresic/Algebra/Prezentacije/Prsteni.pdf","public web PDF mirrored locally for reference; no explicit reuse license detected in extracted text; use as terminology witness only","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\croatian_pmf_split_prsteni.pdf","6F0B9C2563C86D99A16601ADB01B4280FDC30707CF2EC407A18E1383D6370E43","391214","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\croatian_pmf_split_prsteni.txt","E3A85A42356649B1804704357197F1D0ABA56044299C29FF75012ABEFD7B4AD3","49244","prsten; polje; ireducibilan; podprsten","source-canon witness for broad Slavic mathematical terminology; not native review; not translation approval","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route any term change through review/accepted-correction gate"
"candidate_macedonian_math_lexicon_2021","South Slavic","Macedonian","local_fulltext_witness","primary_local_reference","macedonian_ukim_math_lexicon","Matematicki leksikon UKIM Skopje 2021","mathematical lexicon; algebra terminology; groups; fields; modules","UKIM e-book PDF plus extracted text; no TeX/source package","UKIM e-book PDF cached locally on 2026-07-04; pdftotext extraction hash recorded; term hits inspected","https://ukim.edu.mk/wp-content/uploads/2025/06/matematicki_leksikon.pdf ; https://ukim.edu.mk/e-book/00015/","UKIM e-book/free access signal; reuse license not established; no license clearance claimed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\mk_ukim_matematicki_leksikon_2021.pdf","B01868524F3757A96D2AF13D91D8DC54AA1913A5011E16512161D29C20C70B91","11391425","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\mk_ukim_matematicki_leksikon_2021.pdftotext.txt","8D6A8BBB7EEABE9F92954E387FCB7EBB40180F4A24279ADD8722213E6448EA30","2217929","Abelian/commutative group; group; field/pole; module; algebra; algebraic geometry; algebraic operation","source-canon witness only; not native review, canonical approval, or translation completion","prefer TeX/source package if later found; otherwise preserve PDF/text hash evidence and route term changes through review/accepted-correction gate"
"candidate_macedonian_ukim_nary_algebra","South Slavic","Macedonian","local_fulltext_witness","primary_local_reference","macedonian_ukim_nary_algebra","Algebarski n-arni strukturi UKIM PMF 2014/2016","algebraic structures; n-ary algebra; semigroups; operations","UKIM PDF plus extracted text; no TeX/source package","UKIM e-book PDF cached locally on 2026-07-04; pdftotext extraction hash recorded; term hits inspected","https://ukim.edu.mk/wp-content/uploads/2025/06/algebarski_n-arni_strukturi.pdf ; https://ukim.edu.mk/studii/izdavachka-dejnost-02/e-knigi/","UKIM e-book/free access signal; reuse license not established; no license clearance claimed","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\mk_ukim_algebarski_n_arni_strukturi_2016.pdf","64F0AAA257DE1F1E348A049858D491CB2FD4BFFE050F9BD4A902D5041254E14A","1930082","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\mk_ukim_algebarski_n_arni_strukturi_2016.pdftotext.txt","197BD48333DCE976CC56C15108A90030B02CF1282939D0BA7186A3D9FD9A95D4","416374","algebraic n-semigroups; n-ary operations; ternary associative operations; n-ary quasigroups; semigroup terms","source-canon witness for algebraic-structure terminology only; not native review or translation approval","use as Macedonian algebraic-structure support; seek separate ring/field/module source if lexicon evidence is insufficient for a specific term"
