"row_id","language_code","language_name","title","url","local_file","bytes","sha256","status","expected_fetch_status","expected_bytes","expected_sha256","notes"
"mk_ukim_linearna_algebra_2019","mk","Macedonian","Линеарна алгебра / Linear Algebra","https://ukim.edu.mk/wp-content/uploads/2025/06/linearna_algebra.pdf","mk/mk_ukim_linearna_algebra_2019__linearna_algebra.pdf","4970204","6D8877B2ED52C0447AACA3CE103DA09A40EDBA9AE471B5DB75EEA190BED59CF2","downloaded","fetched_hash_only","4970204","6D8877B2ED52C0447AACA3CE103DA09A40EDBA9AE471B5DB75EEA190BED59CF2","Official UKIM textbook-level source; strong Macedonian baseline witness."
"mk_ukim_vector_linear_algebra_solved_tasks","mk","Macedonian","Решени задачи по векторска и линеарна алгебра","https://ukim.edu.mk/wp-content/uploads/2025/06/resheni_zadachi_po_vektorska_i_linearna_algebra.pdf","mk/mk_ukim_vector_linear_algebra_solved_tasks__resheni_zadachi_po_vektorska_i_linearna_algebra.pdf","4195083","2A334151982C1C2923A362520BA582CC14D08BB2C03214B7A62862E02D5CCFA0","downloaded","fetched_hash_only","4195083","2A334151982C1C2923A362520BA582CC14D08BB2C03214B7A62862E02D5CCFA0","Official solved-problem source for Macedonian linear-algebra terminology."
"mk_ukim_algebraic_n_ary_structures","mk","Macedonian","Алгебарски n-арни структури","https://ukim.edu.mk/wp-content/uploads/2025/06/algebarski_n-arni_strukturi.pdf","mk/mk_ukim_algebraic_n_ary_structures__algebarski_n-arni_strukturi.pdf","1930082","64F0AAA257DE1F1E348A049858D491CB2FD4BFFE050F9BD4A902D5041254E14A","downloaded","fetched_hash_only","1930082","64F0AAA257DE1F1E348A049858D491CB2FD4BFFE050F9BD4A902D5041254E14A","Already present in the Slavic access-boundary audit; promoted here for findability."
"mk_ukim_matematicki_leksikon","mk","Macedonian","Математички лексикон","https://ukim.edu.mk/wp-content/uploads/2025/06/matematicki_leksikon.pdf","mk/mk_ukim_matematicki_leksikon__matematicki_leksikon.pdf","11391425","B01868524F3757A96D2AF13D91D8DC54AA1913A5011E16512161D29C20C70B91","downloaded","fetched_hash_only","11391425","B01868524F3757A96D2AF13D91D8DC54AA1913A5011E16512161D29C20C70B91","Terminology witness, not a generated translation."
"be_adu_math_5_9_belarusian","be","Belarusian","Вучэбная праграма: Матэматыка 5-9","https://adu.by/images/2025/08/12/Matem-5-9-BEL.pdf","be/be_adu_math_5_9_belarusian__Matem-5-9-BEL.pdf","289423","93B311D0BC19B13E02D70FF18EC2E50F981B2475AAAECAE13E321A8BD63FE408","downloaded","fetched_hash_only","289423","93B311D0BC19B13E02D70FF18EC2E50F981B2475AAAECAE13E321A8BD63FE408","Not advanced algebra, but strong official Belarusian mathematical-language evidence."
"be_adu_math_10_11_belarusian","be","Belarusian","Вучэбная праграма: Матэматыка 10-11","https://adu.by/images/2025/08/12/Matem-10-11-BEL.pdf","be/be_adu_math_10_11_belarusian__Matem-10-11-BEL.pdf","203707","F2940090F4AEED9DB8ABE5DD6E0700741E77B4D74083C7FD663736ABE2BD547E","downloaded","fetched_hash_only","203707","F2940090F4AEED9DB8ABE5DD6E0700741E77B4D74083C7FD663736ABE2BD547E","Official Belarusian math source; useful for target register and terminology."
"be_adu_math_10_11_advanced_belarusian","be","Belarusian","Вучэбная праграма: Матэматыка 10-11, павышаны ўзровень","https://adu.by/images/2025/08/12/Matem-10-11-BEL-povysh-uzroven.pdf","be/be_adu_math_10_11_advanced_belarusian__Matem-10-11-BEL-povysh-uzroven.pdf","233954","E43F3872F9CE5C8A6AF0C6D749DC9C0A67B8F8600B38EA805F171B137E316CBE","downloaded","fetched_hash_only","233954","E43F3872F9CE5C8A6AF0C6D749DC9C0A67B8F8600B38EA805F171B137E316CBE","Official advanced-level Belarusian math source; still not a research TeX corpus."
"be_bspu_oscillator_group_lie_algebra_2025","be","Belarusian","Весці БДПУ. Серыя 3. 2025 №2, oscillator group/Lie algebra article","https://elib.bspu.by/bitstream/doc/67039/1/vesti%202_ser%203-5-11.pdf","be/be_bspu_oscillator_group_lie_algebra_2025__vesti_2_ser_3-5-11.pdf","991447","2FD617E0D43B6A8A89281C4C03D066B3803085F385C272A64C3CE0E70C1F86D8","downloaded","fetched_hash_only","991447","2FD617E0D43B6A8A89281C4C03D066B3803085F385C272A64C3CE0E70C1F86D8","Keep as mixed-language provenance, not as clean Belarusian target-language corpus."
"be_slounik_bnt_1922_elementary_math","be","Belarusian","Elementarnaja matematyka BNT 1922","https://slounik.org/bnt01/","be/be_slounik_bnt_1922_elementary_math__be_slounik_bnt_1922_elementary_math.html","28916","52CC7E17A36743949DCE632C15B98163B66ACCCAE779E691EAA1F2D0E15B4344","downloaded","fetched_hash_only","28916","52CC7E17A36743949DCE632C15B98163B66ACCCAE779E691EAA1F2D0E15B4344","Already in local access-boundary audit; included here as a direct findability row."
"cnr_ucg_linearna_algebra_pdf","cnr","Montenegrin","Linearna algebra","https://www.ucg.ac.me/skladiste/blog_6385/objava_201504/fajlovi/LA.pdf","cnr/cnr_ucg_linearna_algebra_pdf__LA.pdf","1154613","16AABD51929E1FDFC3B4A0902AAC3AFA8AE8744C242560BE9160371AA307C798","downloaded","fetched_hash_only","1154613","16AABD51929E1FDFC3B4A0902AAC3AFA8AE8744C242560BE9160371AA307C798","Strong official UCG linear algebra witness; not TeX source."
