"path","extension","bytes","is_source_package_extension","sha256"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs - Shortcut.lnk",".lnk","2216","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\ARABIC_FARSI_PERSIANATE_PAPER01_CUMULATIVE_DRAFT_20260629T150051Z.md",".md","2767","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\ARABIC_FARSI_PERSIANATE_PAPER01_FOLDING_PROCESS_EXPANSION_20260629T152000Z.json",".json","9568","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\ARABIC_FARSI_PERSIANATE_PAPER01_FOLDING_PROCESS_EXPANSION_20260629T152000Z.md",".md","4093","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\ARABIC_FARSI_PERSIANATE_PAPER01_FOLDING_THEOREM_EXPANSION_20260629T154000Z.json",".json","8625","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\ARABIC_FARSI_PERSIANATE_PAPER01_FOLDING_THEOREM_EXPANSION_20260629T154000Z.md",".md","3963","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\ARABIC_FARSI_PERSIANATE_PAPER01_FORM_SEQUENCE_REDUCER_EXPANSION_20260629T145530Z.json",".json","14168","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\ARABIC_FARSI_PERSIANATE_PAPER01_FORM_SEQUENCE_REDUCER_EXPANSION_20260629T145530Z.md",".md","5099","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\PAN_TURKIC_NATIVE_MATH_REGISTER_SHELF_20260628T223403Z.json",".json","46325","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\PAN_TURKIC_NATIVE_MATH_REGISTER_SHELF_20260628T223403Z.md",".md","12166","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\PAN_TURKIC_SCRIPT_AND_BRIDGE_DECISIONS_20260628T223403Z.json",".json","43927","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\PAN_TURKIC_SCRIPT_AND_BRIDGE_DECISIONS_20260628T223403Z.md",".md","8775","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R2_CENTRAL_ASIAN_TURKIC_ABSTRACT_ALGEBRA_MINI_SIDECAR_20260629T113500Z.json",".json","46797","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R2_CENTRAL_ASIAN_TURKIC_ABSTRACT_ALGEBRA_MINI_SIDECAR_20260629T113500Z.md",".md","9726","False",""
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R2_CENTRAL_ASIAN_TURKIC_ABSTRACT_ALGEBRA_RETRY_20260629T113000Z.json",".json","98771","False",""
