"lane","delta_status","source_path","source_relative_path","bytes","sha256","source_last_write_utc","package_action","base_frontier","frontier_package","frontier_sha256","frontier_bytes"
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-001_bizdin_math_terms_dictionary.pdf","sources\source_canon_gap_closure_20260704\GCS-KY-001_bizdin_math_terms_dictionary.pdf","2078807","C08431539F106CEDFF6FBA22FEA6D94B88809A6E008924E7D5FF36F0B02D0172","2026-07-04T17:03:43.7375074Z","omitted_raw_source_body","through package 297",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-KY-002_okuma_math_reference_dictionary.pdf","sources\source_canon_gap_closure_20260704\GCS-KY-002_okuma_math_reference_dictionary.pdf","15672114","77E6F42D0EA5D8BB4CA329FD8C6AC2CA69E7DAC65E6C75EB8069672F6BE989DC","2026-07-04T17:03:49.8178791Z","omitted_raw_source_body","through package 297",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TK-001_kitaphana_book_10_download.pdf","sources\source_canon_gap_closure_20260704\GCS-TK-001_kitaphana_book_10_download.pdf","1860237","9E3887FE0DB913A8DD0063FD23D3C95F1F14F23993E83BEFC9961FB4AB72630B","2026-07-04T17:03:34.6548076Z","omitted_raw_source_body","through package 297",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TK-002_kitaphana_book_13_download.pdf","sources\source_canon_gap_closure_20260704\GCS-TK-002_kitaphana_book_13_download.pdf","2713023","B438E991D06CBD368EA2036C6B057DFF7021FEDBBE3C6A2AC1619F4126C3FCA6","2026-07-04T17:03:35.7295626Z","omitted_raw_source_body","through package 297",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TT-001_fanni_tatarstan_2016_3_polynomial_operator.pdf","sources\source_canon_gap_closure_20260704\GCS-TT-001_fanni_tatarstan_2016_3_polynomial_operator.pdf","1911632","4F41017D8881EE92F24E35B9E0B51806C714104DA4EA77CDF1CFB687FCE19AF3","2026-07-04T17:03:39.5903200Z","omitted_raw_source_body","through package 297",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_gap_closure_20260704\GCS-TT-002_fanni_tatarstan_2015_4_interpolation_polynomial.pdf","sources\source_canon_gap_closure_20260704\GCS-TT-002_fanni_tatarstan_2015_4_interpolation_polynomial.pdf","2082879","B477297668A5BDC7BDC363566C9BF631BA772A5383E137B4E59E9E1282C7F51F","2026-07-04T17:03:41.5167450Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_knihi_math_dictionary_page10.html","source_canon_witness_cache_20260704\be_knihi_math_dictionary_page10.html","32251","C0F91ED24E37994A669E09A7D53C7277DCA773B8429623DDD49A3F54AA6F6EA3","2026-07-04T17:05:57.0410219Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_knihi_math_dictionary_page2.html","source_canon_witness_cache_20260704\be_knihi_math_dictionary_page2.html","32445","A6A6F32A98AD71AFF1A44018B3FEAE33574A8792C9B7F86E09E297B8AF293D7F","2026-07-04T17:05:56.3879743Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\be_slounik_bnt01.html","source_canon_witness_cache_20260704\be_slounik_bnt01.html","28916","52CC7E17A36743949DCE632C15B98163B66ACCCAE779E691EAA1F2D0E15B4344","2026-07-04T17:05:55.7083184Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_algebra_za_kompjuterske_nauke_syllabus_2021.pdf","source_canon_witness_cache_20260704\bs_pmf_unsa_algebra_za_kompjuterske_nauke_syllabus_2021.pdf","57789","82ADD75629FDD4F0DD564A1176C4A9FDDF574ECAF509989B01F7F83964C6820D","2026-07-04T17:10:50.8111701Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_algebra_za_kompjuterske_nauke_syllabus_2021.pdftotext.txt","source_canon_witness_cache_20260704\bs_pmf_unsa_algebra_za_kompjuterske_nauke_syllabus_2021.pdftotext.txt","2412","96FA3A57BA8A713238EFB3DDEF6B3327305F4F2A257F20F24D6D8F7D1224D207","2026-07-04T17:11:22.7462424Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_literatura_za_predmete_2021.pdf","source_canon_witness_cache_20260704\bs_pmf_unsa_literatura_za_predmete_2021.pdf","1434409","40FFF8831DA94A08BD613054E7B968E5C7EDAC410111B67F0B3A1567503EFB7F","2026-07-04T17:10:51.5324015Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_literatura_za_predmete_2021.pdftotext.txt","source_canon_witness_cache_20260704\bs_pmf_unsa_literatura_za_predmete_2021.pdftotext.txt","145476","19C9D5F5266541D8D6B9695CED5BE384292F9B41FE39132ED821F792A094001D","2026-07-04T17:11:23.0876939Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_matematika_i_ciklus_program_2009.pdf","source_canon_witness_cache_20260704\bs_pmf_unsa_matematika_i_ciklus_program_2009.pdf","1535403","A39FC4166E383AC568149139515485968664BB1ACD7C182D0CC369F8453BF252","2026-07-04T17:05:54.9738277Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_matematika_i_ciklus_program_2009.pdftotext.txt","source_canon_witness_cache_20260704\bs_pmf_unsa_matematika_i_ciklus_program_2009.pdftotext.txt","646911","C01724D91CDD77C3B58FA4113E7BCB5D4B8A83B3EF6F5666A984873BA3500E6E","2026-07-04T17:08:43.8713085Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_obavezna_literatura_matematika_2023.pdf","source_canon_witness_cache_20260704\bs_pmf_unsa_obavezna_literatura_matematika_2023.pdf","835198","572C7F92602F208886333EABA5A54DA0775ACD51A171339CCC1C072E3C01E946","2026-07-04T17:05:50.5316271Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\bs_pmf_unsa_obavezna_literatura_matematika_2023.pdftotext.txt","source_canon_witness_cache_20260704\bs_pmf_unsa_obavezna_literatura_matematika_2023.pdftotext.txt","157801","0E1E146EA4B2955DF2E45E87C08EE10B7CCBEFCFB53746A327F1DBEBE17AFE3C","2026-07-04T17:08:44.7203041Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\cnr_ucg_ects_matematika_i_racunarske_nauke_2017.html","source_canon_witness_cache_20260704\cnr_ucg_ects_matematika_i_racunarske_nauke_2017.html","475935","353DAD478A952DD60F876852539A0E8D776B2533CCB2B9B3B44DA5D9CAFE76EE","2026-07-04T17:11:05.5341195Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\cnr_ucg_teorija_kodiranja_i_konacna_polja_2017.pdf","source_canon_witness_cache_20260704\cnr_ucg_teorija_kodiranja_i_konacna_polja_2017.pdf","441572","F175D3BB5B754207A4F55112A4869323501AA8654F937AC9007480B8BF8ED906","2026-07-04T17:05:49.7407984Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\cnr_ucg_teorija_kodiranja_i_konacna_polja_2017.pdftotext.txt","source_canon_witness_cache_20260704\cnr_ucg_teorija_kodiranja_i_konacna_polja_2017.pdftotext.txt","85782","C1A8AA0297872771F3B5D831CD94CAAADF8A2821009C3E09703A8B515B7A1F68","2026-07-04T17:08:45.6353795Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\dsb_yumpu_witaj_mathematics_terminology_bibliography.html","source_canon_witness_cache_20260704\dsb_yumpu_witaj_mathematics_terminology_bibliography.html","148234","D7A9FC420350B7F0863A2F6F998D5C028B92E93354F1413DC742BFFA17D6B9CD","2026-07-04T17:11:06.3819372Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\hsb_domowina_literature_list_2022.pdf","source_canon_witness_cache_20260704\hsb_domowina_literature_list_2022.pdf","4261931","11125B6782DAC314229CF32A0171DD78DD6F38D42CCE0EE7BD27F74DB4942044","2026-07-04T17:05:59.0267820Z","omitted_raw_source_body","through package 297",,,
"noether-slavic-canonical-baseline","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\source_canon_witness_cache_20260704\hsb_domowina_literature_list_2022.pdftotext.txt","source_canon_witness_cache_20260704\hsb_domowina_literature_list_2022.pdftotext.txt","326124","9DE13ADA16FB58D66A281372050269F9F03EDBF997AA2FDD5145F07A966D3E47","2026-07-04T17:08:46.6034848Z","omitted_raw_source_body","through package 297",,,
