"repo","bcp47","language","default_branch","file","package_relative_path","source_use_label","source_type","sha256","license_signal","hard_row_effect","non_claim_boundary"
"uyghur-language/uyghurlatex","ug","Uyghur","master","diagmac.sty","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagmac.sty","native-source-body","github-latex-style-build-dependency","c96e638252391e082d869f9dd45b5b1f766f7ad42db781d71914ddf5227f10c3","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","diagram.log","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagram.log","source-rescribe-workpass","github-build-log","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","diagram.tex","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagram.tex","native-source-body","github-tex-source-file","d3ce974cd5e82f0674c49af1a5624f8e8cc3c34ed16714d5c06f94f0bb911e86","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","lamp","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/lamp","native-source-body","github-build-dependency-file","802b0484ea8c38dd6a075e43c58cfb4b91c56222c023877c63a452917e515d23","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","lamp.jpg","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/lamp.jpg","image-witness","github-image-build-dependency","dacfbb6f204e152a744e2f1922bd4cc44b16fcc67171113d74d0792d1ff7f441","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","README.md","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/README.md","method-note","github-readme","452e8a842ead4b8022cb84d18e4fa6e361732c983300c6471a460de7b664e794","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","sample.pdf","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/sample.pdf","compile-output","github-compiled-pdf-output","77647611e0594966b701898f592b6ccaaa5eb08859b5603367df027f628ea0b6","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","sample.tex","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/sample.tex","native-source-body","github-tex-source-file","a5de7ef8dd4e854686290571c4cd1542e013c1af441705815c2199bd1088c7e8","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","Uyghur_Latex_Example.pdf","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex_Example.pdf","compile-output","github-compiled-pdf-output","1709f8a1cea0197e31ddb04ae0b422200605b86d7299ed68ae4407fa0b5d5f0a","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","Uyghur_Latex_Example.tex","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex_Example.tex","native-source-body","github-tex-source-file","8aeaad70a1905307f10dc9990e4d7f8e670575fb2e9506008a9168b04090f316","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","Uyghur_Latex.pdf","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex.pdf","compile-output","github-compiled-pdf-output","e83de22b1b0ca81c6a806c26637323b1ea72ba3a8aad8ca8f4777fa670d7f6b1","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"uyghur-language/uyghurlatex","ug","Uyghur","master","Uyghur_Latex.tex","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex.tex","native-source-body","github-tex-source-file","1a988a6078312ce6b9225881e44292c99abe64952c6ebffddbad7c451f5dc5ae","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"neouyghur/uyghur-latex","ug","Uyghur","master","README.md","bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex/README.md","method-note","github-readme","9752ff953c4482a8824aa91fda2e08ba7e84c6172790dd99f51dc8bd106520ff","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"neouyghur/uyghur-latex","ug","Uyghur","master","uighur.tex","bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex/uighur.tex","native-source-body","github-tex-source-file","8d3d1b964a2207d9218a029733503c77fb68224ba5bb50bfc5b8a052c43ab251","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"neouyghur/uyghur-latex","ug","Uyghur","master","Uyghur_Latex_Example.tex","bodies/ug/github-source-archives-20260705/neouyghur-uyghur-latex/Uyghur_Latex_Example.tex","native-source-body","github-tex-source-file","dcb06996785162fefb7ae60d4002b4586efab369e43b7cd33d938263b0ed42eb","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur TeX/source archive and build dependency evidence; not mathematics/algebra hard-row closure","GitHub source-archive/source-body recovery only; technical/typesetting support, not algebra hard-row closure; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
