review_row_id,carried_forward_id,language_or_scope,r9_language_bucket,concept_or_row,render_witness_id,source_body_path,source_body_exists,source_body_bytes,source_body_sha256,render_path,render_exists,render_bytes,render_sha256,source_context_status,source_context_excerpt,formula_markers,formula_neighbor_status,formula_neighbor_note,target_rendering_status,interlinear_scaffold,candidate_alternatives,blocked_alternatives,register_note,open_blocker_probe_fields,open_blocker_probe_rows_for_language,recovery_queue_action,review_gate_status,reviewer_instruction,current_head,input_frontier_head,source_use_label,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-FAA2C330-DRAFT-REVIEW-0001,R9-1233D6F1-DRAFT-INTERLINEAR-0001,Amharic,Amharic,algebra,R9-E58-RENDER-WITNESS-0001,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22.pdf,true,4224489,070c055a0c6e3c8b7c050d3abf19086cb61fd64d5a9e62c3860a11e2a6cdd5f2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0001_R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22_page_001.png,true,347066,f86f8156abac6f07d0d4f6ad6ba189e5fd8b7bf06fb1f580ef2de9bf976f0604,rendered-page-witness-present,112,digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor algebra,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-DRAFT-REVIEW-0002,R9-1233D6F1-DRAFT-INTERLINEAR-0002,Amharic,Amharic,ring,R9-E58-RENDER-WITNESS-0001,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22.pdf,true,4224489,070c055a0c6e3c8b7c050d3abf19086cb61fd64d5a9e62c3860a11e2a6cdd5f2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0001_R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22_page_001.png,true,347066,f86f8156abac6f07d0d4f6ad6ba189e5fd8b7bf06fb1f580ef2de9bf976f0604,rendered-page-witness-present,112,digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor ring,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-DRAFT-REVIEW-0003,R9-1233D6F1-DRAFT-INTERLINEAR-0003,Amharic,Amharic,algebra,R9-E58-RENDER-WITNESS-0002,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22.pdf,true,4224489,070c055a0c6e3c8b7c050d3abf19086cb61fd64d5a9e62c3860a11e2a6cdd5f2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0002_R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22_page_002.png,true,335629,7b4a44977dba0babed6c980645179aa19f49de1e7046dce0ed6202eddd1377b6,rendered-page-witness-present,113,digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor algebra,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-DRAFT-REVIEW-0004,R9-1233D6F1-DRAFT-INTERLINEAR-0004,Amharic,Amharic,ring,R9-E58-RENDER-WITNESS-0002,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22.pdf,true,4224489,070c055a0c6e3c8b7c050d3abf19086cb61fd64d5a9e62c3860a11e2a6cdd5f2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0002_R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22_page_002.png,true,335629,7b4a44977dba0babed6c980645179aa19f49de1e7046dce0ed6202eddd1377b6,rendered-page-witness-present,113,digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor ring,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-DRAFT-REVIEW-0005,R9-1233D6F1-DRAFT-INTERLINEAR-0005,Amharic,Amharic,algebra,R9-E58-RENDER-WITNESS-0003,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22.pdf,true,4224489,070c055a0c6e3c8b7c050d3abf19086cb61fd64d5a9e62c3860a11e2a6cdd5f2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0003_R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22_page_003.png,true,310430,097b66d8f83f3c6633c9fd75cfa9c6e1890f692a010fd422b7ac636af4cef2e5,rendered-page-witness-present,114,digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor algebra,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-DRAFT-REVIEW-0006,R9-1233D6F1-DRAFT-INTERLINEAR-0006,Amharic,Amharic,ring,R9-E58-RENDER-WITNESS-0003,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22.pdf,true,4224489,070c055a0c6e3c8b7c050d3abf19086cb61fd64d5a9e62c3860a11e2a6cdd5f2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0003_R9-LSB-0024_024_amharic_math_g3_chapter_10_b1ff0c22_page_003.png,true,310430,097b66d8f83f3c6633c9fd75cfa9c6e1890f692a010fd422b7ac636af4cef2e5,rendered-page-witness-present,114,digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor ring,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-DRAFT-REVIEW-0007,R9-1233D6F1-DRAFT-INTERLINEAR-0007,Amharic,Amharic,algebra,R9-E58-RENDER-WITNESS-0004,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0045_045_amharic_math_g6_chapter_4_bf0b06b2.pdf,true,1308247,0f48856e47a0e74d91c110c0505f17e04e42b6ccdd030ba6411ed53b712a29a1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0004_R9-LSB-0045_045_amharic_math_g6_chapter_4_bf0b06b2_page_001.png,true,225748,5d145f5e850d6cfe8d3448ab74ad422d5f815502e86fca159a5bfd27c29d05db,rendered-page-witness-present,38 6— ¡õM ¾}T] SîHõ ¡õMóÄ‹ “ ›e`Äሽ ቁጥሮች U°^õ 3 SÓu=Á በአምስተኛ ክፍል የጀመራችሁትን የአልጀብራ ትምህርት በዚህ የክፍል ደረጃ በሰፊው ትማራላችሁ፡፡ ምዕራፉም የሚጀምረው ቀለል ያሉ ክፍልፋይ ቁጥሮችን፣ አስርዮሾችን፣ በመከለስ ነው፡፡ የክፍልፋዮች፣ የአስርዮሾች፣ የመቶኛዎች አቀያየርና ዝምድናቸውን በዚህ ምዕራፍ ውስጥ ትማራላችሁ፡፡ 3.1 ¡õMó...,=|^|digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor algebra,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-DRAFT-REVIEW-0008,R9-1233D6F1-DRAFT-INTERLINEAR-0008,Amharic,Amharic,ring,R9-E58-RENDER-WITNESS-0004,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0045_045_amharic_math_g6_chapter_4_bf0b06b2.pdf,true,1308247,0f48856e47a0e74d91c110c0505f17e04e42b6ccdd030ba6411ed53b712a29a1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0004_R9-LSB-0045_045_amharic_math_g6_chapter_4_bf0b06b2_page_001.png,true,225748,5d145f5e850d6cfe8d3448ab74ad422d5f815502e86fca159a5bfd27c29d05db,rendered-page-witness-present,38 6— ¡õM ¾}T] SîHõ ¡õMóÄ‹ “ ›e`Äሽ ቁጥሮች U°^õ 3 SÓu=Á በአምስተኛ ክፍል የጀመራችሁትን የአልጀብራ ትምህርት በዚህ የክፍል ደረጃ በሰፊው ትማራላችሁ፡፡ ምዕራፉም የሚጀምረው ቀለል ያሉ ክፍልፋይ ቁጥሮችን፣ አስርዮሾችን፣ በመከለስ ነው፡፡ የክፍልፋዮች፣ የአስርዮሾች፣ የመቶኛዎች አቀያየርና ዝምድናቸውን በዚህ ምዕራፍ ውስጥ ትማራላችሁ፡፡ 3.1 ¡õMó...,=|^|digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor ring,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-DRAFT-REVIEW-0009,R9-1233D6F1-DRAFT-INTERLINEAR-0009,Amharic,Amharic,algebra,R9-E58-RENDER-WITNESS-0005,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0045_045_amharic_math_g6_chapter_4_bf0b06b2.pdf,true,1308247,0f48856e47a0e74d91c110c0505f17e04e42b6ccdd030ba6411ed53b712a29a1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0005_R9-LSB-0045_045_amharic_math_g6_chapter_4_bf0b06b2_page_002.png,true,276158,3392151856e9fa8cb1381c01b3bf68153196fdf6aa459662d306427d3d9ad3e5,rendered-page-witness-present,U°^õ 3 ¡õMóÄ‹ “ ›e`Äሽ ቁጥሮች 6— ¡õM ¾}T] SîHõ 39 ቁጥሮችን በትንትን መግለጽ ክፍልፋዮችን በዝቅተኛ ሂሳባዊ ቃል ለመግለጽ ይጠቅማል፡፡ የአንድ ሙሉ ነገር “ክፍሎች” በብዙ አይነት ክፍልፋይ መግለጽ ይቻላል፡፡ የሚከተሉት ምስሎች ን በተለያዩ መንገዶች ማግኘት እንደምንችል ያሳያሉ፡፡ ምስል 3.1 ” ¨Å ´p}— H>dv© nM TnKM ƒ‹LL‹G<; L°K...,-|÷|^|digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor algebra,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FAA2C330-DRAFT-REVIEW-0010,R9-1233D6F1-DRAFT-INTERLINEAR-0010,Amharic,Amharic,ring,R9-E58-RENDER-WITNESS-0005,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west\bodies\amharic\source-pdfs\R9-LSB-0045_045_amharic_math_g6_chapter_4_bf0b06b2.pdf,true,1308247,0f48856e47a0e74d91c110c0505f17e04e42b6ccdd030ba6411ed53b712a29a1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_E58A9EF5_RENDER_WITNESS_OCR_PICKUP_20260706\render-witnesses\R9-E58-RENDER-TASK-0005_R9-LSB-0045_045_amharic_math_g6_chapter_4_bf0b06b2_page_002.png,true,276158,3392151856e9fa8cb1381c01b3bf68153196fdf6aa459662d306427d3d9ad3e5,rendered-page-witness-present,U°^õ 3 ¡õMóÄ‹ “ ›e`Äሽ ቁጥሮች 6— ¡õM ¾}T] SîHõ 39 ቁጥሮችን በትንትን መግለጽ ክፍልፋዮችን በዝቅተኛ ሂሳባዊ ቃል ለመግለጽ ይጠቅማል፡፡ የአንድ ሙሉ ነገር “ክፍሎች” በብዙ አይነት ክፍልፋይ መግለጽ ይቻላል፡፡ የሚከተሉት ምስሎች ን በተለያዩ መንገዶች ማግኘት እንደምንችል ያሳያሉ፡፡ ምስል 3.1 ” ¨Å ´p}— H>dv© nM TnKM ƒ‹LL‹G<; L°K...,-|÷|^|digit,needs visual check against render,formula-neighboring usage must be checked visually against render; extractor text is only triage,not_proposed_exact_source_phrase_pending,source phrase [pending visual/OCR capture] -> literal gloss [pending] -> Noether anchor ring,exact source phrase pending|transparent descriptive paraphrase pending reviewer|loan/register option pending source evidence,English probe hit as target term|OCR guess|filename-derived term|machine-normalized Ethiopic/Latin fallback,noncanonical reviewer-facing alternatives only; no accepted terminology,exact_phrase_from_render|exact_source_phrase|formula_neighbor_visual_confirmation|ocr_unicode_confidence|reviewer_boundary|source_page_language_boundary,38,Amharic: inspect existing render/source body witnesses for exact phrase and formula-neighbor capture,source_and_render_exist_but_exact_capture_gates_open,review source body/render visually; capture exact phrase and formula-neighbor context before any terminology or translation use,faa2c330deb886098750dafb5c500e244e1333fe,1233d6f1557c831c23f6de8395182d8ae81e2217,faa2c330-source-gated-generated-draft-review-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
