unit_id,target_start_line,target_end_line,target_chars,target_utf8_bytes,target_sha256,target_document_sha256,target_root_tex,start_excerpt
P01,214,304,7851,8012,75B6608A82C5A7C187EF67636BE44B24E355FB657FC5D8F6E6069A04C5A866FD,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 1. Sur la formation du système de formes de la forme\\ biquadratique ternaire}\par
P02,305,3324,149440,151184,57F1D8243330436D39459901B523510BF2CF5E1D638D611891B3DFE853352798,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 2. Sur la formation du système de formes de la forme\\ biquadratique ternaire\footnote{Un bref extrait de l'introduction et du chapitre I a par
P03,3325,3365,9015,9326,B6B3E5A5A9E38C915C0C318B11B12BCB90E7BA156B530AA8225EB01B5F5A0061,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,"{\Large\bfseries 3. Sur la théorie des invariants des formes à $n$ variables\footnote{Conférence donnée à la réunion des naturalistes de Salzbourg, 1909.}}\par"
P04,3366,4310,103809,106130,DFFFE2406A1BF63DF36E0788115E231E116BD2D9B14019F0B01A2E3008A8153D,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 4. Sur la théorie des invariants des formes à $n$ variables\footnote{Voir une brève communication à la réunion des naturalistes de Salzbourg. J
P05,4311,4358,8859,9102,4DE01AC3E2EAC6DEA9E707DB5B41AD7B975E2EC55F9A7D0298F801FEF127737E,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,"{\Large\bfseries 5. Corps de fonctions rationnelles\footnote{Conférence prononcée à la \emph{Naturforscherversammlung}, Vienne, 1913.}}\par"
P06,4359,5991,107655,110053,0C02FA287B98AD159B92674504C40C3F52B0028BC8A98382D282A25876BE39D7,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 6. Corps et systèmes de fonctions rationnelles}\par
P07,5992,6127,9184,9381,B1C9382B903344A9031B85EFE8EB6EC5A4A970F62BF6A185F0183098CF12B774,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{7. Le théorème de finitude pour les invariants des groupes finis}
P08,6128,6589,28148,28646,A277B44D3B8B4ACBF19B5B81F0120D7868C2562295FCD01B8D3EBE6CCF4230AF,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,\section*{8. Sur la représentation entière rationnelle des invariants d'un système d'un nombre arbitraire de formes fondamentales}
P09,6590,7210,81915,83639,7433BE7FED1145DDE4003AEF1EE539B141333FA4F33A4533E31AE81599C38342,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 9. Les domaines les plus généraux d'entiers transcendants}\par
P10,7211,7463,29968,30561,3F4FCE62FE997256819E78430BED0AB593F06F7209EB25216CFCC1C8191BC242,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\fr_r823_20260717\working\r823_fr\tex\cum_fr_R823_COMPLETE.tex,{\Large\bfseries 10. Les équations fonctionnelles de l'application\\ isomorphe}\par
