"row_type","item_id","status","package","package_dir","manifest_path","manifest_sha256","manifest_rows","r2_rows","r2_files","source_url","local_path","sha256","bytes","last_write","topic_or_scope","evidence_note","non_claim_boundary"
"control_file","AGENTS.md","observed","","","","","","","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\AGENTS.md","EE41CF302952ADC624160B9A94CC5AE4CD3EB61B309115F61D1316D0EF039548","6731","2026-07-04T21:59:26+02:00","control/source-canon coordination","Repository source-canon-first instructions rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_file",".github/copilot-instructions.md","observed","","","","","","","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\.github\copilot-instructions.md","CBF1788357F102CE372EF35606FD931AE8A79F782C1B495C96B78351A93AE34A","2369","2026-07-04T21:59:26+02:00","control/source-canon coordination","Repository GitHub AI source-canon-first instructions rechecked.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_file","parent_ledger","observed","","","","","","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","B7B1E8F4B903FD07EE6075C2C9E1D1F4DE3B03AC4E85745ECA7B498DE4E9C9F7","448919","2026-07-05T02:48:35+02:00","control/source-canon coordination","Parent ledger rechecked from local non-Slavic core lane output.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"control_file","source_canon_steering","observed","","","","","","","","","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NOETHER_SOURCE_CANON_FIRST_STEERING_RECORD_20260704.md","531B9E358E52BDE20F613E75B8DE33558C05301CA971639E727DD584B34205C4","4993","2026-07-04T18:45:58+02:00","control/source-canon coordination","Source-canon-first steering record rechecked from local non-Slavic core lane output.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"git_state","repo_head_and_upstream","observed","","","","","","","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702","0d31a534df4e9b9dfb6fd1414a007b33377b5be5","","","B3 package checkout","HEAD=0d31a534df4e9b9dfb6fd1414a007b33377b5be5; upstream=0d31a534df4e9b9dfb6fd1414a007b33377b5be5; status=## codex/noether-pc-20260629...origin/codex/noether-pc-20260629","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_353","observed","353","NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352\NOETHER_SESSION_OUTPUT_PACKAGE353_MANIFEST.csv","4C21B593742E5736FFD05F587D5285F9B09EFCDAC3B39B819FD59E65F487917B","185","19","NOETHER_R2_PAN_TURKIC_DURABLE_RUN_LOG_20260704.md; NOETHER_R2_PAN_TURKIC_LIVE_URL_ACCESS_AUDIT_20260705T0127.csv; NOETHER_R2_PAN_TURKIC_LIVE_URL_ACCESS_AUDIT_20260705T0127.json; NOETHER_R2_PAN_TURKIC_LIVE_URL_ACCESS_AUDIT_20260705T0127.md; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_20260705T0128.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_20260705T0128.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_20260705T0128.md; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_MANIFEST_20260705T0128.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_MANIFEST_20260705T0128.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_SHA256_20260705T0128.txt; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_URL_LICENSE_CONSISTENCY_MANIFEST_20260704T2310.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_URL_LICENSE_CONSISTENCY_MANIFEST_20260704T2310.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_URL_LICENSE_CONSISTENCY_SHA256_20260704T2310.txt; NOETHER_R2_PAN_TURKIC_SOURCE_LEVEL_TEX_ARCHIVE_PROBE_20260704T2324.csv; NOETHER_R2_PAN_TURKIC_SOURCE_LEVEL_TEX_ARCHIVE_PROBE_20260704T2324.json; NOETHER_R2_PAN_TURKIC_SOURCE_LEVEL_TEX_ARCHIVE_PROBE_20260704T2324.md; NOETHER_R2_PAN_TURKIC_SOURCE_LEVEL_TEX_ARCHIVE_PROBE_MANIFEST_20260704T2324.csv; NOETHER_R2_PAN_TURKIC_SOURCE_LEVEL_TEX_ARCHIVE_PROBE_MANIFEST_20260704T2324.json; NOETHER_R2_PAN_TURKIC_SOURCE_LEVEL_TEX_ARCHIVE_PROBE_SHA256_20260704T2324.txt","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352","4C21B593742E5736FFD05F587D5285F9B09EFCDAC3B39B819FD59E65F487917B","76833","2026-07-05T01:33:24+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_354","observed","354","NOETHER_SESSION_OUTPUT_PACKAGE354_20260705T013650_ROLLING_DELTA_AFTER_PACKAGE353","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE354_20260705T013650_ROLLING_DELTA_AFTER_PACKAGE353\NOETHER_SESSION_OUTPUT_PACKAGE354_MANIFEST.csv","8A271A7841C3AEEFE40AC7185EEF26494663D59B0D17B97C7EA677866621B5B0","12","7","NOETHER_R2_PAN_TURKIC_DURABLE_RUN_LOG_20260704.md; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_20260705T0128.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_20260705T0128.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_20260705T0128.md; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_MANIFEST_20260705T0128.csv; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_MANIFEST_20260705T0128.json; NOETHER_R2_PAN_TURKIC_SOURCE_CANON_HEARTBEAT_CONTINUITY_SHA256_20260705T0128.txt","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE354_20260705T013650_ROLLING_DELTA_AFTER_PACKAGE353","8A271A7841C3AEEFE40AC7185EEF26494663D59B0D17B97C7EA677866621B5B0","5720","2026-07-05T01:36:51+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=2; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_355","observed","355","NOETHER_SESSION_OUTPUT_PACKAGE355_20260705T013832_ROLLING_DELTA_AFTER_PACKAGE354","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE355_20260705T013832_ROLLING_DELTA_AFTER_PACKAGE354\NOETHER_SESSION_OUTPUT_PACKAGE355_MANIFEST.csv","283D4DE7A14C0603876A0E81227E54F6C1980068DD4A1E77241E26CD5F432875","2","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE355_20260705T013832_ROLLING_DELTA_AFTER_PACKAGE354","283D4DE7A14C0603876A0E81227E54F6C1980068DD4A1E77241E26CD5F432875","1123","2026-07-05T01:38:32+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_356","observed","356","NOETHER_SESSION_OUTPUT_PACKAGE356_20260705T014008_ROLLING_DELTA_AFTER_PACKAGE355","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE356_20260705T014008_ROLLING_DELTA_AFTER_PACKAGE355\NOETHER_SESSION_OUTPUT_PACKAGE356_MANIFEST.csv","AAD5932D813C5021666ABF73D3FDE032993933061602465A9EFEEBAED8AFCEF9","4","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE356_20260705T014008_ROLLING_DELTA_AFTER_PACKAGE355","AAD5932D813C5021666ABF73D3FDE032993933061602465A9EFEEBAED8AFCEF9","1707","2026-07-05T01:40:08+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"package_frontier","package_357","observed","357","NOETHER_SESSION_OUTPUT_PACKAGE357_20260705T014136_ROLLING_DELTA_AFTER_PACKAGE356","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE357_20260705T014136_ROLLING_DELTA_AFTER_PACKAGE356\NOETHER_SESSION_OUTPUT_PACKAGE357_MANIFEST.csv","2F9087C3D1ECF8956051E75F0BB1A121E9EF3F99C815EF529888F26290A92C3E","3","0","","","C:\Users\memo_\Documents\Codex\2026-06-29\updatede-goal-text-maintain-the-noether-2\work\github-checkouts\modern-latex-manuscripts-noether-pc-nocone-20260702\noether-slavic-handoff\20260629\cross-session-coordination\20260704\NOETHER_SESSION_OUTPUT_PACKAGE357_20260705T014136_ROLLING_DELTA_AFTER_PACKAGE356","2F9087C3D1ECF8956051E75F0BB1A121E9EF3F99C815EF529888F26290A92C3E","1448","2026-07-05T01:41:36+02:00","B3 package frontier 353-377","B3 package manifest checked; omitted_raw_rows=0; omitted_zip_rows=0.","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
