filename,status,additions,deletions,changes,blob_url
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/B3_ACTION_SUMMARY.csv,added,2,0,2,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FB3_ACTION_SUMMARY.csv
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv,added,9,0,9,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FMANIFEST.csv
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/PACKAGE_FILE_LEDGER.csv,added,18,0,18,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FPACKAGE_FILE_LEDGER.csv
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/PACKAGE_MANIFEST_REPLAY.csv,added,16,0,16,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FPACKAGE_MANIFEST_REPLAY.csv
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/PACKAGE_ROOT_SUMMARY.csv,added,2,0,2,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FPACKAGE_ROOT_SUMMARY.csv
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/PACKAGE_SHA256SUMS_REPLAY.csv,added,16,0,16,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FPACKAGE_SHA256SUMS_REPLAY.csv
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/README.md,added,9,0,9,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FREADME.md
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/SAFETY_SCAN_HITS.csv,added,0,0,0,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FSAFETY_SCAN_HITS.csv
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt,added,9,0,9,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FSHA256SUMS.txt
transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707/VALIDATION_ISSUES.csv,added,0,0,0,https://github.com/KokunoYumeto/modern-latex-manuscripts/blob/41b39c18f3b65376166fa6ad3226e9bebc92c44d/transfer-audits%2Fsession12-20260705%2FB3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706%2FB3_POST_8A7F43FD_R6_8A_SOURCE_START_CONTINUATION_20260707%2FVALIDATION_ISSUES.csv
