generated_utc,frontier,branch_path,git_blob,local_source_body_path,payload_group,source_use_label,csv_row_count,sha256,source_link_status,use_status,adverse_or_gap_handling,next_action,claim_boundary
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/B3_HANDOFF_READY_D8FD.md,f7d7dca9774c20d94cab59de1de2730cb6acacaa,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0001_f7d7dca977_B3_HANDOFF_READY_D8FD.md,non_slavic_core_d8_route,manifest_hash_validation;b3_handoff,,737150159C5A8141E4784E74634D5B272E2D583D2592D55DC0093B02A53ED176,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/B3_HANDOFF_SENT_D8FD.md,38fa2c58f2a5e9b137d1454d5890af4d6a75ff67,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0002_38fa2c58f2_B3_HANDOFF_SENT_D8FD.md,non_slavic_core_d8_route,manifest_hash_validation;b3_handoff,,5511796050E90FE84CC31E7A1840F974CA21BFF858AE08CD3E6B703E641DC2C4,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/BRANCH_COMMITS_EE4A_TO_D8FD.csv,03fe0df194b0315bc5f20667ef8d50cbbf076847,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0003_03fe0df194_BRANCH_COMMITS_EE4A_TO_D8FD.csv,non_slavic_core_d8_route,manifest_hash_validation;branch_delta,1,9C278417F9C26136D506BEF22B5FB447A5412ED537BCF5956A1F28AF78CB84F0,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/BRANCH_COMPARE_EE4A_TO_D8FD.csv,f1185747cd8cdf65d083246c93eff20411943795,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0004_f1185747cd_BRANCH_COMPARE_EE4A_TO_D8FD.csv,non_slavic_core_d8_route,manifest_hash_validation;branch_delta,10,46F55BEB302A45F25207E61AFBCAA888880581028134AFDCB234634B0E8F9B3A,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/EXACT_BLOCKERS_AND_RECOVERY_ROWS_D8FD.csv,f201fe075371723ded6975372895d283e7aaf68b,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0005_f201fe0753_EXACT_BLOCKERS_AND_RECOVERY_ROWS_D8FD.csv,non_slavic_core_d8_route,blocker_recovery_gap;manifest_hash_validation,2,6571D36BC323F7FBB33CAFDCE9D06D45F1A5224877B44F659B1A3AA531202C8E,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/MANIFEST.csv,0bacf16fcf50e6dac204eda2a0c37e6eca4fa626,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0006_0bacf16fcf_MANIFEST.csv,non_slavic_core_d8_route,manifest_hash_validation,8,99B56B7EED684D0DD95A04F0FD81898643BDC816AD638EF113CC7E707A7D2CF7,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/README.md,d9e396e3f00071a49812fd475773c1bcd39b8b48,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0007_d9e396e3f0_README.md,non_slavic_core_d8_route,manifest_hash_validation,,2C8C1C40E26F271C98BE48854F6ADFE647F1FD84E41862267E48D3F2355705AF,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/ROUTE_SUMMARY_D8FD.csv,22ec9c0ae50fdd4dc09b8a613942fc0f3e8e9d43,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0008_22ec9c0ae5_ROUTE_SUMMARY_D8FD.csv,non_slavic_core_d8_route,manifest_hash_validation,4,5CE50EF4BEC4B652C404DBD8CA3952EC10BA5D97F92F5794FA657683FDAB3328,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/SHA256SUMS.txt,c71873074f6f354afe6c55784ef55c57a0f5e076,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0009_c71873074f_SHA256SUMS.txt,non_slavic_core_d8_route,manifest_hash_validation,,EC33D4C4AA683596879C6249D9F4407D09E57BABE0660DA437073F4CB0FB46AE,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-06T22:40:52Z,b4660802e7a2464b6a9c65c2429109e02e1eabdb,coordination/non-slavic-core-d8fdb95a-7a-manifest-refresh-route-20260707/NON_SLAVIC_CORE_D8FDB95A_7A_MANIFEST_REFRESH_ROUTE_20260707/SUMMARY.json,7b2e07f2e5cf56ff91ce9bc8cc2bc8cb54416a4b,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_B4660802_LIVE_DRIFT_AUTHORITY_ROUTING_20260707\source_artifacts\0010_7b2e07f2e5_SUMMARY.json,non_slavic_core_d8_route,manifest_hash_validation,,530A05D1E2506B24E399A3990B11BF0F9E4580C325E46EB39A1015035D6B5AB9,branch_blob_extracted_to_local_source_body_by_object_id,evidence_for_authority_routing_not_term_approval,preserve labels; do not convert to acceptance,B3 can package; lane owners continue source-body review,source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
