"generated_utc","compare_span","count_kind","value","path_count","additions","deletions","route_boundary"
"2026-07-07T12:50:28Z","91556cc1_to_e29c04c4","path_category","b3_91556_recheck_olp_boundary_audit","10","217","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","91556cc1_to_e29c04c4","path_category","b3_b059_olp_91556_review_boundary_audit","10","83","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","91556cc1_to_e29c04c4","path_category","non_slavic_core_236_b3_repair_recheck_route","19","205","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","91556cc1_to_e29c04c4","path_category","non_slavic_core_236_b952_owner_repair_route","24","1189","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","91556cc1_to_e29c04c4","path_category","olp_91556_review_boundary_packet","14","129","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","91556cc1_to_e29c04c4","path_category","other_route_visibility","15","151","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","91556cc1_to_e29c04c4","artifact_kind","blocker_adverse_zero_claim","16","80","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","91556cc1_to_e29c04c4","artifact_kind","manifest_hash_validation","37","586","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","91556cc1_to_e29c04c4","artifact_kind","source_use_gap_fable_boundary","39","1308","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","b059f437_to_e29c04c4","path_category","b3_b059_olp_91556_review_boundary_audit","10","83","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","b059f437_to_e29c04c4","path_category","olp_91556_review_boundary_packet","14","129","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","b059f437_to_e29c04c4","artifact_kind","blocker_adverse_zero_claim","3","18","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","b059f437_to_e29c04c4","artifact_kind","manifest_hash_validation","10","113","0","source-use/provenance/gap route accounting only"
"2026-07-07T12:50:28Z","b059f437_to_e29c04c4","artifact_kind","source_use_gap_fable_boundary","11","81","0","source-use/provenance/gap route accounting only"
