"relative_path","exists","expected_bytes","actual_bytes","expected_sha256","actual_sha256","ok"
"B3_E29C04C4_PACKAGE_RETURN_ROWS.csv","True","472","472","CE7D98F41552C992880000420FD063AA29A251154FEFB1C627CD7A73D4FC6ADA","CE7D98F41552C992880000420FD063AA29A251154FEFB1C627CD7A73D4FC6ADA","True"
"B3_HANDOFF_ROWS_E29C04C4.csv","True","456","456","7990AA0D4BBF8AB08B70C14BD2C51220543EE9BE9BE36A582702FDB8BD103918","7990AA0D4BBF8AB08B70C14BD2C51220543EE9BE9BE36A582702FDB8BD103918","True"
"B3_HANDOFF_SENT_E29C04C4.md","True","743","743","A9C4DC62C59BD0AE709799916D5C1229EA45E07558A084E8498481C061196ECB","A9C4DC62C59BD0AE709799916D5C1229EA45E07558A084E8498481C061196ECB","True"
"BRANCH_CHANGED_PATH_CATEGORY_SUMMARY_E29C04C4.csv","True","2380","2380","E70FF8E6F5573C638B8BFB8F67FB53B8DE0124DA1F3B51C3FD8D7B31184DFAA3","E70FF8E6F5573C638B8BFB8F67FB53B8DE0124DA1F3B51C3FD8D7B31184DFAA3","True"
"BRANCH_COMPARE_COMMITS_91556CC1_TO_E29C04C4.csv","True","677","677","B6A911BA3CCC0309DF2DC0616DC7916D1271FB22B2966E7C9E4258899B7CCB45","B6A911BA3CCC0309DF2DC0616DC7916D1271FB22B2966E7C9E4258899B7CCB45","True"
"BRANCH_COMPARE_COMMITS_B059F437_TO_E29C04C4.csv","True","386","386","0157A8BBC84FE8E980FC4200D62AB8C4A2216A89EE679A1D3E741A2F57BF3B37","0157A8BBC84FE8E980FC4200D62AB8C4A2216A89EE679A1D3E741A2F57BF3B37","True"
"BRANCH_COMPARE_FILES_91556CC1_TO_E29C04C4.csv","True","92280","92280","0B126DD745065A1D8E97E5480289879753257E795BEC88949A1865628A0CF10A","0B126DD745065A1D8E97E5480289879753257E795BEC88949A1865628A0CF10A","True"
"BRANCH_COMPARE_FILES_B059F437_TO_E29C04C4.csv","True","23897","23897","DEB202D2E9506E48132E87390CE9F980E48E6795AC53C4B6808B1B779D5176B9","DEB202D2E9506E48132E87390CE9F980E48E6795AC53C4B6808B1B779D5176B9","True"
"CHILD_CSV_ROW_COUNTS_E29C04C4.csv","True","29434","29434","ABF74670886B6F6C841D3DC52C91DD9F686DC112D0768BD6BCD1DF0B87E3086E","ABF74670886B6F6C841D3DC52C91DD9F686DC112D0768BD6BCD1DF0B87E3086E","True"
"CHILD_PACKET_INVENTORY_E29C04C4.csv","True","3655","3655","DB2E52024D19FA0433F98EB541034CED1898C61318DB0D3A3FE62F32F871F475","DB2E52024D19FA0433F98EB541034CED1898C61318DB0D3A3FE62F32F871F475","True"
"CJK_NATIVE_RETURN_ROUTE_ROWS_E29C04C4.csv","True","687","687","07432920CE40CADA2D9C4D7733A675DCC33F8B2995985BFA2C5DB87E2149179A","07432920CE40CADA2D9C4D7733A675DCC33F8B2995985BFA2C5DB87E2149179A","True"
"EIGHT_LANE_ROUTING_ROWS_E29C04C4.csv","True","3523","3523","80918DF8BAF1B2174B5985B380758BF71407ECFC44E317B80C492468FB1EBB69","80918DF8BAF1B2174B5985B380758BF71407ECFC44E317B80C492468FB1EBB69","True"
"EXACT_BLOCKER_RECOVERY_ROWS_E29C04C4.csv","True","2416","2416","23CFB236DED8934186903993F0BC98A03B0184D08446C34385AB65AA6DB657D1","23CFB236DED8934186903993F0BC98A03B0184D08446C34385AB65AA6DB657D1","True"
"FRONTIER_REVERIFY_E29C04C4.csv","True","830","830","C3829635E5A2885C80C5B9F9B95969B596597AFEC8BD99CA5752CCB192D08325","C3829635E5A2885C80C5B9F9B95969B596597AFEC8BD99CA5752CCB192D08325","True"
"LOCAL_PACKET_VALIDATION_ROWS_E29C04C4.csv","True","3817","3817","645B356B6F6DB067DE20070CAA0CE93B7F37546BFC6E3D670470CA161B406C37","645B356B6F6DB067DE20070CAA0CE93B7F37546BFC6E3D670470CA161B406C37","True"
"MANIFEST_REPLAY_E29C04C4.csv","True","3917","3917","D7A77BA3FF35C2C1CA082C9751686B991A4DFDDE056EF21C88B7A5D83F3ECB24","D7A77BA3FF35C2C1CA082C9751686B991A4DFDDE056EF21C88B7A5D83F3ECB24","True"
"PERSIANATE_TAJIK_B059_CARRYFORWARD_ROUTE_ROWS_E29C04C4.csv","True","804","804","DAA47CA8028C5F3409E91A76E48200CC699AB4C1FAC26790510E303F85BEF20A","DAA47CA8028C5F3409E91A76E48200CC699AB4C1FAC26790510E303F85BEF20A","True"
"README.md","True","3354","3354","2EE211A3635C6A08D0698631AC490725F2EDF69E0F16A08C12EEAA75733DB6E5","2EE211A3635C6A08D0698631AC490725F2EDF69E0F16A08C12EEAA75733DB6E5","True"
"SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_E29C04C4.csv","True","3436","3436","6D5664BF46D3826CC622AE73D79DF1E2B2863B54451786D785E156B639A52644","6D5664BF46D3826CC622AE73D79DF1E2B2863B54451786D785E156B639A52644","True"
"SUMMARY.json","True","1676","1676","80BE9949DA8320D7DB69DB0C0A07E3011A133FB823E57D9A1EEAA8E52F5ABD5E","80BE9949DA8320D7DB69DB0C0A07E3011A133FB823E57D9A1EEAA8E52F5ABD5E","True"
