id,work,item,unit_type,parent_id,ordinal,label,title_fr,title_en,summary_fr,summary_en,source_start,source_end,numdam_id,authority_sha256,fr_file,fr_line,en_file,en_line,planned_anchor,anchor_status,alignment,provenance_status
fga.149,FGA,149,expose,fga,1,149,Exposé 149 — Théorèmes de dualité pour les faisceaux algébriques cohérents,Exposé 149 — Duality Theorems for Coherent Algebraic Sheaves,,,169,193,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,1,en/149.tex,1,fga.149,root_present,PASS,DIRECT_SCAN
fga.149.p169,FGA,149,source_page,fga.149,1,169,Page source 169,Source page 169,,,169,169,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,3,en/149.tex,3,fga.149.p169,source_marker_present,PASS,DIRECT_SCAN
fga.149.p170,FGA,149,source_page,fga.149,2,170,Page source 170,Source page 170,,,170,170,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,64,en/149.tex,63,fga.149.p170,source_marker_present,PASS,DIRECT_SCAN
fga.149.p171,FGA,149,source_page,fga.149,3,171,Page source 171,Source page 171,,,171,171,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,123,en/149.tex,121,fga.149.p171,source_marker_present,PASS,DIRECT_SCAN
fga.149.p172,FGA,149,source_page,fga.149,4,172,Page source 172,Source page 172,,,172,172,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,182,en/149.tex,178,fga.149.p172,source_marker_present,PASS,DIRECT_SCAN
fga.149.p173,FGA,149,source_page,fga.149,5,173,Page source 173,Source page 173,,,173,173,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,235,en/149.tex,232,fga.149.p173,source_marker_present,PASS,DIRECT_SCAN
fga.149.p174,FGA,149,source_page,fga.149,6,174,Page source 174,Source page 174,,,174,174,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,295,en/149.tex,292,fga.149.p174,source_marker_present,PASS,DIRECT_SCAN
fga.149.p175,FGA,149,source_page,fga.149,7,175,Page source 175,Source page 175,,,175,175,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,360,en/149.tex,354,fga.149.p175,source_marker_present,PASS,DIRECT_SCAN
fga.149.p176,FGA,149,source_page,fga.149,8,176,Page source 176,Source page 176,,,176,176,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,415,en/149.tex,409,fga.149.p176,source_marker_present,PASS,DIRECT_SCAN
fga.149.p177,FGA,149,source_page,fga.149,9,177,Page source 177,Source page 177,,,177,177,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,470,en/149.tex,465,fga.149.p177,source_marker_present,PASS,DIRECT_SCAN
fga.149.p178,FGA,149,source_page,fga.149,10,178,Page source 178,Source page 178,,,178,178,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,530,en/149.tex,524,fga.149.p178,source_marker_present,PASS,DIRECT_SCAN
fga.149.p179,FGA,149,source_page,fga.149,11,179,Page source 179,Source page 179,,,179,179,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,590,en/149.tex,584,fga.149.p179,source_marker_present,PASS,DIRECT_SCAN
fga.149.p180,FGA,149,source_page,fga.149,12,180,Page source 180,Source page 180,,,180,180,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,659,en/149.tex,652,fga.149.p180,source_marker_present,PASS,DIRECT_SCAN
fga.149.p181,FGA,149,source_page,fga.149,13,181,Page source 181,Source page 181,,,181,181,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,708,en/149.tex,699,fga.149.p181,source_marker_present,PASS,DIRECT_SCAN
fga.149.p182,FGA,149,source_page,fga.149,14,182,Page source 182,Source page 182,,,182,182,SB_1956-1958__4__169_0,A79DF2F391804457A13AE7B05587AAFE070D56F28D4D9115291939C72B06D34C,fr/149.tex,763,en/149.tex,751,fga.149.p182,source_marker_present,PASS,DIRECT_SCAN
