member	bytes	sha256	crc32	disposition
README_FINAL_DELIVERY.md	1339	FEF990E0DCB7BEDF73EA8ECA7A4F7FB8A603B8FD74EF760EAC043C6DC56EA473	7E7FD98C	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/authority_contact_sheets/contact-01.jpg	598650	0DE42B5EC9BD95BC56B46745F339190A4558196F7979AA614954A3E4F1ADB3AF	A17D77D0	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/authority_contact_sheets/contact-02.jpg	849156	88AF8858B4244B94BF3062D325D2E2A5A722DC94976749A12615F3D947CDAF0C	6426ED5B	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/authority_contact_sheets/contact-03.jpg	718351	CC02EE4C942A6396FC6E18F4F5104C47B50EEFB6A0494A6C0A18FEC7CE005A46	57742601	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/authority_contact_sheets/contact-04.jpg	776360	18FA66FCCF2D221EBBCFB9B49940B3376ED5F3F73C0510A6BBE654CD7F8CF0AE	8680BEBD	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/authority_contact_sheets/contact-05.jpg	877559	C4798F7D6F9687788D5906F2AA16E8B8172CE2C5C4B2302504BC65DBED181796	1CD50137	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/authority_contact_sheets/contact-06.jpg	751595	02A418D353A15CD11D848EA50609DC854F503CBB7E7FC141C11FD02AE638970B	8124D7F1	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/authority_contact_sheets/contact-07.jpg	261776	41823F6FACA8B75B2455150F4577FF654C3BD4599467D63C55673159E8D29501	2B9B47D3	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-02-03.jpg	633438	F9438E763AA814E2CAFE97E24A6A3942DC41CA813695CB72BD334524CF91A293	4339FBB0	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-04-05.jpg	736999	8F61D696E98D776A56BE66E0ABFA37BF33610F7A47FBEDCBF46FC4628109B255	AE22469A	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-06-07.jpg	799131	106B4D5302B2ACE49194DBF4BD2F742744B6D372D31DEA83B81FC433465093B2	7806A4BC	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-08-09.jpg	688870	3879742605689333551E511083D54DE2F195C721D469C9B5D1E8C99580E5B91E	C164B472	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-10-11.jpg	597984	82549B55D5F9E8FF1647462DAD80F08395738D9364D36F6152157F11714CD76B	48DE142E	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-12-13.jpg	743282	9654BA223C2CA4CAB8A2B5DD4B4E1008D7FA3EF634E182AFEB2E8201A0014D72	49712715	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-14-15.jpg	667247	429BF8743FDC2F03DA8E2EB4550EA370E93622425305F060B5A162FC1134315B	AB54E88D	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-16-17.jpg	941586	E32088A422F73BABBFC0D62C1D4988EA602F60D67C021FB3C087AC8AA0A3BAB6	CD0C3FA9	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-18-19.jpg	702090	5E0BE945E544B40E25C92709A850EEEF8707F000115E76B2C04BAF1960EFAEF5	8DA8F119	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-20-21.jpg	804858	C73D5D6E4597B3AD83814DCFF09D0BBD6D228BB9BB406E8DB8333BC1B2E17C33	C8DE4AE4	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-22-23.jpg	660132	120BC85DF5EF49D01BD97250B2DFB5C05BE261B290D3987B73F52D42ECBCBE58	B260CBB5	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/formula_contact_sheets/contact-24-25.jpg	742910	91F24BB8E19146C537570D4E55965F6CBE7364B2216DD50C267A4DFF8429DDC9	E612DEDD	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/reader_contact_sheets/apparatus_contact.png	658923	22660AF16D5E49832694151C78F35F07805050CB5311BF4F29995BB9696611F0	B0693E1D	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/reader_contact_sheets/english_standalone_contact.png	1256798	7D4FF0F71EBFB9DFF1881A3703EF00C69A0BBFA6742657C5CABBBC421A9A23AB	B5FB581B	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/reader_contact_sheets/source_language_contact.png	1297384	946E74BD19CE6C111D8C23170C3ED1F1239F9EC7B1C1477C787C831C010D6198	4E6A0767	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/receipts/S05_APPARATUS_QA.json	234	CE669A41A6C8158E648806DD368B0171CB23346B91FC244D9A45A6A490A100EE	2C3BD7DD	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/receipts/S05_AUTHORITY_COMPARATOR_QA.json	961	7E4C86B1D8E282F2CBFFFDA5BBD0F008CD58C9E6811059E34B542C579D163C5D	C35C12FC	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/receipts/S05_COLD_AUDIT.json	4951	757DDEDD490D7724CD38C5C74D33E91A5550CC8F0CECB3C32BB4BAA602268019	9BC45AF4	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/receipts/S05_ENGLISH_TRANSLATION.json	462	390799FF0FD5AF10259F66F823B21226FAD4C03CF11816C27EFD36D19108D292	455472DD	RETAINED_LOCAL_NOT_EMBEDDED
final_exports/audit/receipts/S05_FINAL_INTEGRATION.json	4332	46845528CAF066BD5E87506154FD7395C344E55F721F436C077793E6FADAC982	F4319108	RETAINED_LOCAL_NOT_EMBEDDED
