member	bytes	sha256	crc32	disposition
old_recombined_qc/pdf_papers_001_029/21_Modular_forms_of_weight_1.pdf	150154	1EFDAF4522E1CD1032FC0B97C9FACDDAFBA2CFCB7430BAFC703F8D2DDE726AB6	EFC62592	RETAINED_LOCAL_NOT_EMBEDDED
old_recombined_qc/source_tex/Paper_21.tex	40735	E51164D1FF952D8BEBD6C91B66622709347E3A68F26430A19AEC3E97E2FB9ED8	ECF51C43	RETAINED_LOCAL_NOT_EMBEDDED
translations_main/cleaned_original_language_pdfs_001_029/21_Modular_forms_of_weight_1.pdf	148065	A133BE32C3CB91C542678A29BAE3F2301DA2E296B728F33CE64FFF3BD2D4C7FD	35FF0459	RETAINED_LOCAL_NOT_EMBEDDED
translations_main/compiled_source_pdfs_001_029_pass2/Paper_21.pdf	128762	27345F4B5F9C253F0EC8C91C3D37095DAFF8694D76DEFF0F4DDF8842377F4237	7962C125	RETAINED_LOCAL_NOT_EMBEDDED
translations_main/source_tex_cleaned_001_029/Paper_21.tex	40735	E51164D1FF952D8BEBD6C91B66622709347E3A68F26430A19AEC3E97E2FB9ED8	ECF51C43	RETAINED_LOCAL_NOT_EMBEDDED
translations_nested_1/cleaned_original_language_pdfs_001_029/21_Modular_forms_of_weight_1.pdf	148065	A133BE32C3CB91C542678A29BAE3F2301DA2E296B728F33CE64FFF3BD2D4C7FD	35FF0459	RETAINED_LOCAL_NOT_EMBEDDED
translations_nested_1/compiled_source_pdfs_001_029_pass2/Paper_21.pdf	128762	27345F4B5F9C253F0EC8C91C3D37095DAFF8694D76DEFF0F4DDF8842377F4237	7962C125	RETAINED_LOCAL_NOT_EMBEDDED
translations_nested_1/source_tex_cleaned_001_029/Paper_21.tex	40735	E51164D1FF952D8BEBD6C91B66622709347E3A68F26430A19AEC3E97E2FB9ED8	ECF51C43	RETAINED_LOCAL_NOT_EMBEDDED
translations_nested_2/cleaned_original_language_pdfs_001_029/21_Modular_forms_of_weight_1.pdf	148065	A133BE32C3CB91C542678A29BAE3F2301DA2E296B728F33CE64FFF3BD2D4C7FD	35FF0459	RETAINED_LOCAL_NOT_EMBEDDED
translations_nested_2/compiled_source_pdfs_001_029_pass2/Paper_21.pdf	128762	27345F4B5F9C253F0EC8C91C3D37095DAFF8694D76DEFF0F4DDF8842377F4237	7962C125	RETAINED_LOCAL_NOT_EMBEDDED
translations_nested_2/source_tex_cleaned_001_029/Paper_21.tex	40735	E51164D1FF952D8BEBD6C91B66622709347E3A68F26430A19AEC3E97E2FB9ED8	ECF51C43	RETAINED_LOCAL_NOT_EMBEDDED
zenodo_record_21801793/extracted_exact_member/D021_ID.md	7469	5CBD2CC8DE7C0D73A54B2FD06A13A12EA8899E4715224F8EE10FC5A29BBB619C	BEC9EC95	RETAINED_LOCAL_NOT_EMBEDDED
zenodo_record_21801793/public/CONTROL_D010-D021.zip	103937	30E716E495D903082C7B8D940613E29971774A3822ADAD5D666416D57A2EA9B9	93C652CE	RETAINED_LOCAL_NOT_EMBEDDED
