"copy_id","source_class","source_filename","source_bytes","source_sha256","public_path","action","validation_status"
"SGA2-X-L3573-COPY-001","producer","BUILD_PASS1_PUBLIC_SAFE.log","599","6621D9A9F087AE22E51E225483CB94BDAB240731CC524C802D1FF2AF7AA4D102","producer/BUILD_PASS1_PUBLIC_SAFE.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-002","producer","BUILD_PASS2_PUBLIC_SAFE.log","572","0E1B690C21141026C117F589E68F53FA6C94C4CD7E14D47BE76FA8DA76FEB6D7","producer/BUILD_PASS2_PUBLIC_SAFE.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-003","producer","BUILD_PASS3_PUBLIC_SAFE.log","572","337C13B109BFA3E248233C5BD753478A0103239FF7C4A255FC3391A51403752F","producer/BUILD_PASS3_PUBLIC_SAFE.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-004","producer","ENGINE_LOG_PUBLIC_SAFE.log","544","890294C40BBA2FED498A0345AF2DF33DDFC411E16BC0410071489AAC13262B7D","producer/ENGINE_LOG_PUBLIC_SAFE.log","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-005","producer","INDEPENDENT_FAIL_BINDING.csv","5288","B749B6BECDBD7FF25D5BCDE8ACB909C89CD464B8A55569D7DDAAE46BB45586B5","producer/INDEPENDENT_FAIL_BINDING.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-006","producer","INDEPENDENT_FAIL_BINDING.json","759","F713DCD8201E2C6A1B9E1026E8BE98180F4D11F3FB62CC7C6F19070D42AC0192","producer/INDEPENDENT_FAIL_BINDING.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-007","producer","MACHINE_EVIDENCE.csv","11580","5D65C62419BA8399B14E4E904C9447E8A2871B337CA36ADF8C0628CEF312E4FB","producer/MACHINE_EVIDENCE.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-008","producer","MACHINE_EVIDENCE.jsonl","18872","06C1E1E7A629161A1ED7F4D7C248FAEB743DCC2FD13F3B3E8E4E3BD67C38E643","producer/MACHINE_EVIDENCE.jsonl","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-009","producer","PREDECESSOR_CONTAMINATION_MANIFEST.csv","2580","C9EC8A4E176E0C66F425AA6F5307F428B7765ABC6A21E426FF34E4CBE89784F5","producer/PREDECESSOR_CONTAMINATION_MANIFEST.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-010","producer","PREDECESSOR_CONTAMINATION_VALIDATION.json","587","8BBABA8F2D286CF28C80B857F3AF3D934DE224D9BDC0ADC84593C6104E8612A7","producer/PREDECESSOR_CONTAMINATION_VALIDATION.json","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-011","producer","PREDECESSOR_TOPLEVEL_BINDING.csv","4080","FA84FB252E6A67618151D99F9C24744A52A019C2C3D05D0B317550319CBA27D8","producer/PREDECESSOR_TOPLEVEL_BINDING.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-012","producer","PRIVACY_SCAN.csv","3389","2C406ECF07338880D1326715356A53B3F393E3877A163E99E261EAE852E4C9CC","producer/PRIVACY_SCAN.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-013","producer","RIGHTS_AND_RELEASE_LEDGER.csv","3219","A6DB27B6325D9924A53F4E7BE58CA976E31614F0C6CB937F0353934EE3CCE75A","producer/RIGHTS_AND_RELEASE_LEDGER.csv","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-014","producer","SGA2_Expose_X_Purity_Theorem_Part_II_Proof_English_SourceAligned.pdf","210031","4A4200DE92635B265CDCA1BE28DFBAA7D318E09217EC481149B1E5B358B288CA","producer/SGA2_Expose_X_Purity_Theorem_Part_II_Proof_English_SourceAligned.pdf","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-015","producer","SGA2_Expose_X_Purity_Theorem_Part_II_Proof_English_SourceAligned.tex","3063","385556B1AE857E855163EF2A7F26A9BA69010BD054616C01AFD48BD54BAB5499","producer/SGA2_Expose_X_Purity_Theorem_Part_II_Proof_English_SourceAligned.tex","exact_copy_no_transformation","handoff_identity_replayed"
"SGA2-X-L3573-COPY-016","producer","SHA256SUMS.csv","3554","69FACFC8E8FE52FBAD06F3578632908D513FBA57AAE8EB227A38EF4A27864618","producer/SHA256SUMS.csv","exact_copy_no_transformation","handoff_identity_replayed"
