"path","bytes","sha256","role","status"
".gitattributes","9","D32EA75932CC5DF1AF7F3ED621151715E1ADE3BBA8C6C0FCE14DE23DDA8B557F","byte_preservation_control","github_live_custody"
"checkpoints/EGA4_sections16_18_through_printed070_r21.pdf","834359","CD9FE68D1DD28F092DAE15AD90DEBDB68396626A34C9316DBAAA6E7D84DD6A68","bounded_checkpoint_reader","github_live_custody"
"checkpoints/EGA4_sections19_21_through_printed210_r9.pdf","698596","BBE9DAC3C7DB977E622BB7F6CA17C8744EC5E36091E1A6D17F60CE05423A511A","bounded_checkpoint_reader","github_live_custody"
"lanes/sections16-18/build_harness/ega4_sections16_18_source_aligned_successor_r1.tex","388","1AB44608794C184ABB8BA63BC20AFC1D19B7C9F22196BBA6E022438975E38724","build_dependency","github_live_custody"
"lanes/sections16-18/build_harness/preamble-base.tex","2244","15E4C08F216D49D33DE25388D9E84537617BCC904ABFC56A05C0C3729348A1F7","build_dependency","github_live_custody"
"lanes/sections16-18/build_harness/preamble.tex","4624","964F90F04FAC962E5DC4E5D7C116DE51714E15243A90ABD0DBE0FFDB67036FA8","build_dependency","github_live_custody"
"lanes/sections16-18/source/source_aligned/ega4-16.tex","177024","117AA3D848923C3FF849713BA124C5E106FA9A89EBF5557FA6055ACDC7631E2F","editable_source","github_live_custody"
"lanes/sections16-18/source/source_aligned/ega4-17.tex","159772","7FAACDCDD8EAF10BDB0034D8F042A7DEE8FF94C103C84497FAF47BBF03884453","editable_source","github_live_custody"
"lanes/sections16-18/source/source_aligned/ega4-18.tex","316925","9874F3A55EA9A857AB91F5F339643F1C8A0FC1056C649533C274989818E46713","editable_source","github_live_custody"
"lanes/sections19-21/build_harness/ega4_sections19_21_source_aligned_successor_r1.tex","388","3CC3843853591EAB3B6DF928F6835929DB58C6842CB0B24887E7265CDD33FA29","build_dependency","github_live_custody"
"lanes/sections19-21/build_harness/preamble-base.tex","2244","15E4C08F216D49D33DE25388D9E84537617BCC904ABFC56A05C0C3729348A1F7","build_dependency","github_live_custody"
"lanes/sections19-21/build_harness/preamble.tex","4624","964F90F04FAC962E5DC4E5D7C116DE51714E15243A90ABD0DBE0FFDB67036FA8","build_dependency","github_live_custody"
"lanes/sections19-21/source/source_aligned/ega4-19.tex","175032","E253A01041EDF61B6CB6DF7C73AFE6B0FDAD2905E3D2A04416AD987151496E50","editable_source","github_live_custody"
"lanes/sections19-21/source/source_aligned/ega4-20.tex","108984","18AB10403EC13A0AF82F8548B35A90F70CC2999CAA9838828875EAF0D7004565","editable_source","github_live_custody"
"lanes/sections19-21/source/source_aligned/ega4-21.tex","311137","F1D80A58C2743578FEBFA9C8BE7B9C19E52186AE8FF5914C26536A7BF9D76D4D","editable_source","github_live_custody"
"README.md","2881","45C3CDCC0AA1B9B8F47CF9EB061D1050AC582ADBF36318A7B4851A890AAA3D4F","public_scope_and_caveat","github_live_custody"
"STATUS_PUBLIC.md","651","7C4E1CACE34CFE3BE0A5C7463AEFE06132FC2245C712217A909AF5A763721F49","public_status","github_live_custody"
