file,chars,french_score_before,french_hits_before,tokens_before,translated_active,french_score_after,french_hits_after,tokens_after
letters/Letter_Illusie_III_1976.tex,4992,0.30278,109,360,True,0.04735,17,359
letters/Letter_Illusie_II_1976.tex,3537,0.31128,80,257,True,0.03187,8,251
letters/Letter_Illusie_IV_1976.tex,29470,0.2357,585,2482,True,0.03808,95,2495
letters/Letter_Illusie_I_1973.tex,8787,0.33929,152,448,True,0.05791,26,449
letters/Letter_Looijenga_1974.tex,20231,0.42112,646,1534,True,0.04848,75,1547
letters/Letter_Manin_1987.tex,43865,0.37956,1229,3238,True,0.05063,165,3259
letters/Letter_Millson_1987.tex,8503,0.01218,9,739,False,0.01218,9,739
letters/Letter_Piatetskii_Shapiro_1973.tex,36054,0.01972,52,2637,True,0.01858,49,2637
letters/Letter_Quillen_1985.tex,21633,0.35616,702,1971,True,0.05501,107,1945
letters/Letter_Serre_2007.tex,20885,0.37667,759,2015,True,0.04436,90,2029
letters/Letter_Vasiu_2011.tex,8472,0.01946,13,668,True,0.01497,10,668
letters/Letter_Weil_1967.tex,13096,0.38533,373,968,True,0.03448,33,957
papers_60_90/60_Singularites_des_espaces_de_modules_de_Hilbert_en_les_caracteristiques_divisant/60_Singularites_des_espaces_de_modules_de_Hilbert.tex,58580,0.41059,2365,5760,True,0.0484,272,5620
papers_60_90/61_A_quoi_servent_les_motifs/61_A_quoi_servent_les_motifs.tex,59466,0.40484,2608,6442,True,0.38858,2504,6444
papers_60_90/62_Decompositions_dans_la_categorie_derivee/62_Decompositions_categorie_derivee.tex,34272,0.43935,1235,2811,True,0.03554,100,2814
papers_60_90/63_On_the_locus_of_Hodge_classes/63_On_the_locus_of_Hodge_classes.tex,68671,0.01577,107,6786,False,0.01577,107,6786
papers_60_90/64_Deformations_de_l_algebre_des_fonctions_d_une_variete_symplectique_comparaison_e/64_Deformations_algebre_fonctions_variete_symplectique.tex,81761,0.40828,2947,7218,True,0.03988,289,7246
papers_60_90/65_La_serie_exceptionnelle_de_groupes_de_Lie/65_La_serie_exceptionnelle_de_groupes_de_Lie.tex,21954,0.37137,742,1998,True,0.02886,58,2010
papers_60_90/66_La_serie_exceptionnelle_de_groupes_de_Lie_II/66_La_serie_exceptionnelle_de_groupes_de_Lie_II.tex,24021,0.44051,870,1975,True,0.02856,57,1996
papers_60_90/67_Extensions_centrales_de_groupes_algebriques_simplement_connexes_et_cohomologie_g/67_Extensions_centrales_groupes_algebriques.tex,143981,0.44611,5331,11950,True,0.04439,533,12007
papers_60_90/68_Local_behavior_of_Hodge_structures_at_infinity/68_Local_behavior_of_Hodge_structures_at_infinity.tex,43041,0.01432,52,3631,True,0.01239,45,3631
papers_60_90/69_Action_du_groupe_des_tresses_sur_une_categorie/69_Action_du_groupe_des_tresses_sur_une_categorie.tex,46163,0.37611,1688,4488,True,0.02718,122,4489
papers_60_90/70_Quelques_idees_matresses_de_l_oeuvre_de_A_Grothendieck/70_Quelques_idees_maitresses_Grothendieck.tex,23972,0.33149,957,2887,True,0.02775,81,2919
papers_60_90/71_L_algebre_de_cohomologie_du_complement_dans_un_espace_affine_d_une_famille_finie/71_Cohomologie_complement_sous_espaces_affines.tex,47333,0.42096,1731,4112,True,0.03297,137,4155
papers_60_90/72_Central_extensions_of_reductive_groups_by_K2/72_Central_extensions_of_reductive_groups_by_K2.tex,124256,0.02553,331,12966,True,0.02352,305,12966
papers_60_90/73_A_counterexample_to_a_1961_theorem_in_homological_algebra/73_Counterexample_1961_theorem_homological_algebra.tex,60555,0.00338,18,5319,False,0.00338,18,5319
papers_60_90/74_On_the_exceptional_series_and_its_descendants/74_On_the_exceptional_series_and_its_descendants.tex,21738,0.03059,59,1929,True,0.01087,21,1932
papers_60_90/75_Categories_tensorielles/75_Categories_tensorielles.tex,72186,0.43835,2926,6675,True,0.0436,292,6698
papers_60_90/76_Groupes_fondamentaux_motiviques_de_Tate_mixte/76_Groupes_fondamentaux_motiviques_Tate_mixte.tex,207987,0.39863,7627,19133,True,0.32694,6270,19178
papers_60_90/77_The_Hodge_conjecture/77_The_Hodge_conjecture.tex,18065,0.02451,46,1877,True,0.016,30,1875
papers_60_90/78_La_categorie_des_representations_du_groupe_symetrique_St_lorsque_t_n_est_pas_un/78_Representations_groupe_symetrique_St.tex,168721,0.41015,6174,15053,True,0.03379,513,15183
papers_60_90/79_Voevodsky_s_lectures_on_motivic_cohomology_2000_2001/79_Voevodsky_lectures_motivic_cohomology.tex,96730,0.01015,76,7488,False,0.01015,76,7488
papers_60_90/80_Equivalence_numerique_equivalence_cohomologique_et_theorie_de_Lefschetz_des_vari/80_Equivalence_numerique_cohomologique_Lefschetz.tex,29975,0.39387,1067,2709,True,0.04726,130,2751
papers_60_90/81_Extended_Euler_congruence/81_Extended_Euler_congruence.tex,4864,0.01636,7,428,False,0.01636,7,428
papers_60_90/82_Le_groupe_fondamental_motivique_de_Gm_N_pour_N_2_3_4_6_ou_8/82_Groupe_fondamental_motivique_Gm_muN.tex,115159,0.41147,4406,10708,True,0.03812,421,11045
papers_60_90/83_Le_theoreme_de_plongement_de_Nagata/83_Theoreme_plongement_Nagata.tex,24256,0.40363,890,2205,True,0.04087,90,2202
papers_60_90/84_Finitude_de_l_extension_de_Q_engendree_par_des_traces_de_Frobenius_en_caracteris/84_Finitude_extension_Q_traces_Frobenius.tex,64373,0.41639,2490,5980,True,0.04445,267,6007
papers_60_90/85_Multizetas_d_apres_Francis_Brown/85_Multizetas_apres_Francis_Brown.tex,76596,0.40741,2913,7150,True,0.04163,303,7279
papers_60_90/86_Counting_local_systems_with_principal_unipotent_local_monodromy/86_Counting_local_systems_unipotent_monodromy.tex,171353,0.01404,231,16449,False,0.01404,231,16449
papers_60_90/87_Semi_simplicite_de_produits_tensoriels_en_caracteristique_p/87_Semi_simplicite_produits_tensoriels_caracteristique_p.tex,69078,0.41051,3000,7308,True,0.04129,303,7338
papers_60_90/88_Comptage_de_faisceaux_l_adiques/88_Comptage_faisceaux_ladiques.tex,62354,0.41752,2622,6280,True,0.03919,252,6430
papers_60_90/89_The_first_fundamental_theorem_of_invariant_theory_for_the_orthosymplectic_super/89_FFT_invariant_theory_orthosymplectic_super_group.tex,56173,0.0236,134,5679,True,0.02235,127,5682
papers_60_90/90_On_complete_reducibility_in_characteristic_p/90_On_complete_reducibility_in_characteristic_p.tex,102316,0.0174,151,8678,False,0.0174,151,8678
papers_30_59/30_Valeurs_de_fonctions_L_et_periodes_d_integrales/30_Valeurs_de_fonctions_L_et_periodes_d_integrales.tex,125548,0.41853,4680,11182,True,0.04156,468,11261
papers_30_59/31_Varietes_de_Shimura_interpretation_modulaire_et_techniques_de_construction_de_mo/31_VarShimura.tex,162064,0.41695,6707,16086,True,0.0472,759,16082
papers_30_59/32_La_conjecture_de_Weil_II/32_Weil_II_seg1.tex,152216,0.43136,6394,14823,True,0.04862,721,14828
