"current_frontier","local_path","exists","file_name","source_use_label","scope","row_count","byte_count","sha256","consumption_rule"
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_ARABIC_BRANCH_VISIBLE_SOURCE_ROW_POINTERS.csv","True","R3_FD3754D1_ARABIC_BRANCH_VISIBLE_SOURCE_ROW_POINTERS.csv","branch-visible-source-row-pointers","Arabic exact row pointers from FD3754 packet","30","23637","cb7eb2651e137393b67f9fa95518076e2af90156508adc2fd13403be7e7df817","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_CARRIED_FORWARD_LOCAL_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","True","R3_FD3754D1_CARRIED_FORWARD_LOCAL_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","local-exact-source-row-table-pointers","R3 local exact row table pointers","9","7444","4d6cf317c855e923d8ef7942a634d48b032a950878ead309132fb8d639bbad5c","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_REVIEW_ONLY_LANGUAGE_BOUNDARY_GUARDS.csv","True","R3_FD3754D1_REVIEW_ONLY_LANGUAGE_BOUNDARY_GUARDS.csv","review-only-boundary-guards","Arabic/fa_IR/Dari/Tajik/Urdu/Ottoman/Pan-Turkic boundary guards","7","1609","927636ef4d3f64c41dce76d78d4145c386d73491be933c06b5bd49c115414c1b","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_SOURCE_USE_ADVERSE_FABLE_BOUNDARY_LEDGER.csv","True","R3_FD3754D1_SOURCE_USE_ADVERSE_FABLE_BOUNDARY_LEDGER.csv","source-use-adverse-fable-boundary-ledger","Fable/source-use/adverse boundary for R3","6","1142","f41b5dad8e1d4ea065389ed607cbe47cdce72ff63ae4c596b9a9eb7adea6527f","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_BLOCKERS_AND_RECOVERY_NEXT_ACTIONS.csv","True","R3_FD3754D1_BLOCKERS_AND_RECOVERY_NEXT_ACTIONS.csv","blocker-recovery-next-actions","R3 exact blockers and next actions","5","1604","3ee0788ba12dac8d77ef825aa5111ad548ab567622435288abd8fa27f5df0727","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","True","ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","Arabic-source-witness-index","Arabic source witness index; Arabic only","426","175540","edd62bbcd6777276e3ce5cf0f6e4c1f95b223fab8fab955934a5dba9692236d7","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","True","ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","Arabic-six-row-generated-draft","Arabic generated-draft/non-canonical rows only","6","10156","eb973e65e33a3c7af831713a1cd514cb8006217dd8819c59d4c1bf5712128b27","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","True","ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","Arabic-six-row-manual-blockers","Arabic manual/source-review blockers","6","3699","c5a67055b1b03ad387ca1e3e8a5a0b473425253e812e518acdf15006d5153b76","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","True","ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","Arabic-RTL-formula-register-notes","Arabic RTL/register/formula-neighboring notes","6","4816","f75555c5f3b76b5e5c6c12b76d204027460b47814e20add374658a33bc148b78","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","True","ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","Arabic-row-source-use-adverse-ledger","Arabic row source-use/adverse ledger","6","2511","9cd64fd135ff979bd7a2d03d01e30e7067d848833c6c28699183bd330d0c117e","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","True","BRANCH_FAA2_R3_0D_ARABIC_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","R3-0D-Arabic-micro-evidence","Source-gated Arabic micro-evidence carry-forward","61","93440","7042285f9511903b4687628a8fb806c0f935456c6e2230fddbe4643f6667867d","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_FORMULA_INTERLINEAR_NOTES.csv","True","BRANCH_FAA2_R3_0D_ARABIC_FORMULA_INTERLINEAR_NOTES.csv","R3-0D-Arabic-formula-interlinear","Formula-neighboring/interlinear carry-forward","61","77147","4c81e7f224ac38ee9429de68a2d24eaf5c41ebcc00b62ed6d15bc6e9c9b739ce","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
"8e839c490e413b64f4d5dad9ebc10c84d14a3dab","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_TERM_ALTERNATIVES_SOURCE_GATED.csv","True","BRANCH_FAA2_R3_0D_ARABIC_TERM_ALTERNATIVES_SOURCE_GATED.csv","R3-0D-Arabic-term-alternatives","Term alternatives; draft/non-canonical","11","12670","cbc089a3fe45e9aaaf0929c68ca98591fb2e413963e93403284953b1d2363794","Carry forward as exact source-gated or review-only support only. Preserve draft/non-canonical/source-use/gap labels. No cross-gate merge."
