"prior_frontier","current_frontier","change_status","branch_path","branch_class","source_use_label","r3_authority_effect","consumption_rule"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706/NON_SLAVIC_CORE_0F4707EF_R6_BRANCH_VISIBILITY_ROUTE_20260706/B3_HANDOFF_SENT_0F4707EF_R6.md","R6_adjacent_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent access/source-start context only; not Arabic/Persianate evidence."
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706/NON_SLAVIC_CORE_0F4707EF_R6_BRANCH_VISIBILITY_ROUTE_20260706/BLOCKER_RECOVERY_ROWS_0F_R6.csv","R6_adjacent_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent access/source-start context only; not Arabic/Persianate evidence."
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706/NON_SLAVIC_CORE_0F4707EF_R6_BRANCH_VISIBILITY_ROUTE_20260706/BRANCH_COMPARE_A9_TO_0F.csv","R6_adjacent_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent access/source-start context only; not Arabic/Persianate evidence."
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706/NON_SLAVIC_CORE_0F4707EF_R6_BRANCH_VISIBILITY_ROUTE_20260706/DELTA_COMMITS_A9_TO_0F.csv","R6_adjacent_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent access/source-start context only; not Arabic/Persianate evidence."
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706/NON_SLAVIC_CORE_0F4707EF_R6_BRANCH_VISIBILITY_ROUTE_20260706/MANIFEST.csv","R6_adjacent_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent access/source-start context only; not Arabic/Persianate evidence."
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706/NON_SLAVIC_CORE_0F4707EF_R6_BRANCH_VISIBILITY_ROUTE_20260706/R6_LOCAL_PACKET_STATUS_0F.csv","R6_adjacent_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent access/source-start context only; not Arabic/Persianate evidence."
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706/NON_SLAVIC_CORE_0F4707EF_R6_BRANCH_VISIBILITY_ROUTE_20260706/README.md","R6_adjacent_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent access/source-start context only; not Arabic/Persianate evidence."
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706/NON_SLAVIC_CORE_0F4707EF_R6_BRANCH_VISIBILITY_ROUTE_20260706/SHA256SUMS.txt","R6_adjacent_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent access/source-start context only; not Arabic/Persianate evidence."
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-0f4707ef-r6-branch-visibility-route-20260706/NON_SLAVIC_CORE_0F4707EF_R6_BRANCH_VISIBILITY_ROUTE_20260706/SUMMARY.json","R6_adjacent_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent access/source-start context only; not Arabic/Persianate evidence."
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","8e839c490e413b64f4d5dad9ebc10c84d14a3dab","A","coordination/non-slavic-core-54c8925b-r3-cjk-current-head-route-20260706/NON_SLAVIC_CORE_54C8925B_R3_CJK_CURRENT_HEAD_ROUTE_20260706/B3_HANDOFF_SENT_54C8925B_R3_CJK.md","CJK_adjacent_route_not_R3_authority","adjacent-context-not-authority","none-for-R3-Arabic-Persianate","Adjacent package context only; not Arabic/Persianate evidence."
