"relative_path","exists","input_packet","status","expected_sha256","actual_sha256"
"b3/B3_ROUTE.csv","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","2de9dc019316b2f298ba473a85b178af46f44327e6972e4a389ff23fddbf6efd","2de9dc019316b2f298ba473a85b178af46f44327e6972e4a389ff23fddbf6efd"
"blockers/ACCESS_PAYLOAD_BLOCKERS_CARRY_FORWARD.csv","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","55eebad4d3c82f2485824403d0203e1f2153ee252161598d89d82fae243912c0","55eebad4d3c82f2485824403d0203e1f2153ee252161598d89d82fae243912c0"
"blockers/INSUFFICIENT_SOURCE_SCOPE_BLOCKERS.csv","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","e288938def33d0842ce17f7b0c9db2fec5f9939f931a01bfdb5e51fe2b75e052","e288938def33d0842ce17f7b0c9db2fec5f9939f931a01bfdb5e51fe2b75e052"
"branch-instruction-cache/.github_copilot-instructions.md","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","6d81ec89d416678e0df9c964d959160f8eaaff04ea69da744e588f58c50662bc","6d81ec89d416678e0df9c964d959160f8eaaff04ea69da744e588f58c50662bc"
"branch-instruction-cache/00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","3e8cefbcecf2d2e9845b8063fe417801f5729e40444c9fc881f6a0e1c08eea66","3e8cefbcecf2d2e9845b8063fe417801f5729e40444c9fc881f6a0e1c08eea66"
"branch-instruction-cache/00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","95203982ff44525183ca1e8db76e5d594819b78bb6047d2dab0308da2ea712ed","95203982ff44525183ca1e8db76e5d594819b78bb6047d2dab0308da2ea712ed"
"branch-instruction-cache/AGENTS.md","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","55751c43623ac6bbb1b94836ad2f1b90fd968c29869ceca8c64e16af80667d24","55751c43623ac6bbb1b94836ad2f1b90fd968c29869ceca8c64e16af80667d24"
"branch-instruction-cache/FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","67aba906dd890146a275b71938541a649b50596e63558444924fd8ff2a246010","67aba906dd890146a275b71938541a649b50596e63558444924fd8ff2a246010"
"branch-instruction-cache/SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","61d856ae2f55d1789e66d9773b2234c6e2d6d2b1a34924e1369b868ed990b16e","61d856ae2f55d1789e66d9773b2234c6e2d6d2b1a34924e1369b868ed990b16e"
"ledgers/BRANCH_INSTRUCTIONS_READ.csv","True","R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706","ok","e8fe77789dac5e05283bf67a904369cc91fd7776b50eaaa0545e7ad78ec47be9","e8fe77789dac5e05283bf67a904369cc91fd7776b50eaaa0545e7ad78ec47be9"
