compare_label,filename,status,additions,deletions,changes
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/B3_UPLOADER_READY_SUMMARY.csv,added,13,0,13
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/MANIFEST.csv,added,11,0,11
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/PACKAGE_VALIDATION.json,added,42,0,42
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_BLOCKERS_AND_RECOVERY_ROWS.csv,added,4,0,4
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_FABLE_ADVERSE_DO_NOT_USE_SAME_FRONTIER.csv,added,5,0,5
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_MICRO_EVIDENCE_CARRYFORWARD_ROWS.csv,added,5,0,5
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_README_VARIABLE_REPAIR_NOTE.csv,added,2,0,2
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_SAME_FRONTIER_BRANCH_CHECK.csv,added,2,0,2
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_SOURCE_USE_GAP_SAME_FRONTIER_LEDGER.csv,added,5,0,5
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/R3_2BD3E449_VISIBLE_SIBLING_WAKE_LEDGER.csv,added,4,0,4
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/README.md,added,14,0,14
6A895F1C_to_DFB0AC3E,interlanguage-sidecar/r3-2bd3e449-same-frontier-idle-recovery-source-use-gap-20260707/R3_2BD3E449_SAME_FRONTIER_IDLE_RECOVERY_SOURCE_USE_GAP_20260707_20260707T023640Z/SHA256SUMS.txt,added,11,0,11
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/B3_ACTION_SUMMARY.csv,added,2,0,2
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/BRANCH_PR_STATE.csv,added,2,0,2
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/MANIFEST.csv,added,10,0,10
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/PACKAGE_FILE_LEDGER.csv,added,31,0,31
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/PACKAGE_MANIFEST_REPLAY.csv,added,27,0,27
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv,added,3,0,3
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/PACKAGE_SHA256SUMS_REPLAY.csv,added,28,0,28
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/README.md,added,9,0,9
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/SAFETY_SCAN_HITS.csv,added,7,0,7
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/SHA256SUMS.txt,added,10,0,10
6A895F1C_to_DFB0AC3E,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6A895F1C_R3_REPAIRED_2BD_R6_AEED_CONTEXT_BATCH_20260707/VALIDATION_ISSUES.csv,added,2,0,2
6A895F1C_to_DFB0AC3E,uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/MANIFEST.csv,added,17,0,17
6A895F1C_to_DFB0AC3E,uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv,added,23,0,23
6A895F1C_to_DFB0AC3E,uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707/R6_AEED56E7_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md,added,28,0,28
