"filename","status","additions","deletions","changes","sha"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/B3_ACTION_SUMMARY.csv","added","2","0","2","b9041cd829dc5ab32740e0ec40a020e509fb44f5"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/BRANCH_PR_STATE.csv","added","10","0","10","9664fb29dc8d6cfaab4ab06038c3e20b38386b71"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/MANIFEST.csv","added","9","0","9","3ce10c099d18854c4e449290740c7299d6e3bdc5"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/MANIFEST_REPLAY.csv","added","46","0","46","d15cfc6d996e5738fe4a9d4438bca720265b192c"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/PACKAGE_FILE_LEDGER.csv","added","55","0","55","bafed5171830573850ebf2eedc3000a73269be37"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv","added","4","0","4","d2462cd3d3970e1c00821328c1f96727f2794352"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/README.md","added","7","0","7","5117e01d2d2bb740ab515673a705e13335cbd903"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/SAFETY_SCAN_HITS.csv","added","3","0","3","e85b4ff1244f3e7f7cb3b66240485c4cdbcdeeed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/SHA256SUMS.txt","added","8","0","8","039c374f7ecfe28652db1e286ee14479a5ccd6a2"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/SHA256SUMS_REPLAY.csv","added","50","0","50","8b0205cd08d31e08d9bf98eec6c8b60b35648f69"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ACTIVE_SESSION_STATE.md","added","14","0","14","9a7926808d3832f12a65e67f5e6dd277d302c672"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_9CFCF1AC_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","added","11","0","11","812e70852b31ae440a2358753987769c8ffbd567"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_9CFCF1AC_FABLE_ADVERSE_DO_NOT_USE_LEDGER_20260707.csv","added","7","0","7","2aa7fa5dd611dfbaf7d373c15ca355a17685a9ea"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_9CFCF1AC_SIX_ROW_SOURCE_USE_GAP_CORRECTION_20260707.csv","added","7","0","7","a6088c4656f3173fb99b177b5930585caf0149ff"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_9CFCF1AC_SOURCE_WITNESS_INDEX_20260707.csv","added","7","0","7","354a5ffd08dfb966632f2c8a19d1d7584681d76f"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/B3_HANDOFF_BOUNDARIES_9CFCF1AC_20260707.csv","added","3","0","3","2d12e219df14a4232a21e3e3f5f16d00ed30e384"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/BRANCH_9CFCF1AC_COMMITS_SINCE_C0CB1DB1_20260707.csv","added","3","0","3","8c7e12bc50c6156fa86e7177731fb1062b7f4852"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/BRANCH_9CFCF1AC_DELTA_SOURCE_USE_GAP_PATH_LEDGER_20260707.csv","added","187","0","187","c83d74cc4ae835d127c565c4bfe3fdccc771af7f"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/HEARTBEAT_20260707.md","added","13","0","13","09eb8449bc7708734d4ac78839bc4ebf048a1b88"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/MANIFEST.csv","added","12","0","12","226f8f90b7cedae31dee2377eb6387faaf353666"
