"filename","status","additions","deletions","changes","category","source_body_decision","label"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/B3_ACTION_SUMMARY.csv","added","2","0","2","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/BRANCH_PR_STATE.csv","added","10","0","10","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/MANIFEST.csv","added","9","0","9","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/MANIFEST_REPLAY.csv","added","46","0","46","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/PACKAGE_FILE_LEDGER.csv","added","55","0","55","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv","added","4","0","4","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/README.md","added","7","0","7","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/SAFETY_SCAN_HITS.csv","added","3","0","3","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/SHA256SUMS.txt","added","8","0","8","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_45250D8F_9CFC_CJK_ARABIC_86D_NONSLAVIC_ROUTE_BATCH_20260707/SHA256SUMS_REPLAY.csv","added","50","0","50","b3_452_9cfc_cjk_arabic_86d_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ACTIVE_SESSION_STATE.md","added","14","0","14","arabic_rtl_9cfc_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_9CFCF1AC_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","added","11","0","11","arabic_rtl_9cfc_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_9CFCF1AC_FABLE_ADVERSE_DO_NOT_USE_LEDGER_20260707.csv","added","7","0","7","arabic_rtl_9cfc_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_9CFCF1AC_SIX_ROW_SOURCE_USE_GAP_CORRECTION_20260707.csv","added","7","0","7","arabic_rtl_9cfc_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
"uploader-transfer/arabic-rtl-source-evidence-draft-9cfcf1ac-live-head-source-use-gap-recovery-20260707/ARABIC_RTL_9CFCF1AC_LIVE_HEAD_AFTER_C0CB1DB1_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_9CFCF1AC_SOURCE_WITNESS_INDEX_20260707.csv","added","7","0","7","arabic_rtl_9cfc_package","route/source-use/provenance/package context only unless lane packet supplies independent source-body evidence","source-use/provenance/gap"
