"relative_path","bytes","sha256","modified_utc"
"B3_HANDOFF_SENT_FD3754D1.md","517","57e4f034ea0197e5d40081690809137124a9ae6821c40e0cfcef48d2bde6de67","2026-07-06T15:52:15Z"
"B3_UPLOADER_READY_SUMMARY.csv","685","bffeb2558affbfe08deedbacf74acfdcb41832f2ce9a69490352e0cbb702b7ca","2026-07-06T15:49:56Z"
"branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","3699","c5a67055b1b03ad387ca1e3e8a5a0b473425253e812e518acdf15006d5153b76","2026-07-06T15:49:24Z"
"branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","10156","eb973e65e33a3c7af831713a1cd514cb8006217dd8819c59d4c1bf5712128b27","2026-07-06T15:49:25Z"
"branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv","3120","cacb18fd8619199347c6cdca94f33810baef6b2182249ba200e4ccac583c6aba","2026-07-06T15:49:26Z"
"branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","3975789","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","2026-07-06T15:49:26Z"
"branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","2511","9cd64fd135ff979bd7a2d03d01e30e7067d848833c6c28699183bd330d0c117e","2026-07-06T15:49:27Z"
"branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","4816","f75555c5f3b76b5e5c6c12b76d204027460b47814e20add374658a33bc148b78","2026-07-06T15:49:28Z"
"branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","175540","edd62bbcd6777276e3ce5cf0f6e4c1f95b223fab8fab955934a5dba9692236d7","2026-07-06T15:49:28Z"
"branch_visible_arabic_faa2c330_copy\B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv","741","44e0947de63f2b04caab6506045104e9e818a25957c90891d09c143e3055169b","2026-07-06T15:49:29Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_FORMULA_INTERLINEAR_NOTES.csv","77147","4c81e7f224ac38ee9429de68a2d24eaf5c41ebcc00b62ed6d15bc6e9c9b739ce","2026-07-06T15:49:31Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_SOURCE_GATED_MICRO_EVIDENCE_ROWS.csv","93440","7042285f9511903b4687628a8fb806c0f935456c6e2230fddbe4643f6667867d","2026-07-06T15:49:31Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_SOURCE_WITNESS_INDEX_FILTER.csv","92508","5d7982a975887c4832c8887df197fcba48a2203f9c9a24d93006c4f10f4fccb0","2026-07-06T15:49:32Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ARABIC_TERM_ALTERNATIVES_SOURCE_GATED.csv","12670","cbc089a3fe45e9aaaf0929c68ca98591fb2e413963e93403284953b1d2363794","2026-07-06T15:49:34Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","1678640","547aa1633121264d579948c023cb8e9d9005c33653e62dbebace0ca0e6336f1a","2026-07-06T15:49:38Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","979","03f194c02a21018dfbef039e00fd0039230d8c50bb76a7a98173c2d7f5cfd8d5","2026-07-06T15:49:39Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","1067","91e9bf74f2a4463a437354b78949effc25478b01ca4a0b2a10866c35602e2328","2026-07-06T15:49:41Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_DURABLE_STATE_POINTERS.csv","1137","dc4d4e133867e6261710a04040da97a5536bcd3684fcd319ccb231a96c275e65","2026-07-06T15:49:44Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_REVIEW_ONLY_BOUNDARY_GUARDS.csv","2606","fafee313273a918b741506ce0c22af9aef1acb9835bd1ffe144f118e87dd929b","2026-07-06T15:49:44Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_ROW_COUNT_LEDGER.csv","2146","519c388ab1ea5b5d08395907f78ce9ab8dd71a0331341d25d3fe85a480d5c149","2026-07-06T15:49:46Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2_R3_0D_SOURCE_USE_ADVERSE_LEDGER.csv","330553","87ec5f559facedf62e2035783d793bb8aaededdfab799c25b93368285b4b7061","2026-07-06T15:49:48Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv","57073","d19ce36d4c4ba0d3dc8cdd905744d5a16c9c089adba83736283e53c4096e2aee","2026-07-06T15:49:30Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv","1034","668f5376aa29ccb697fb8d66b1a330994f966ac707ba89eb06837f140fb8e5d0","2026-07-06T15:49:30Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_HEAD_VERIFICATION_20260706.csv","926","09f912013830183ea9409f687dad6c3e346877584b5098e64acc67d9ecbef6c1","2026-07-06T15:49:30Z"
"branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_R3_0D_INPUTS_READ_20260706.csv","8824","b7b0cb76e2a61c4ffe71fdf9af882ff4c828ca20a2695196965706c4f9fd0d4f","2026-07-06T15:49:31Z"
"branch_visible_arabic_faa2c330_copy\HEARTBEAT_20260706.md","601","fa07ec8e3dfbc10b8ceab8030b3deee7b6358d548defad5b66fdcf91881da66a","2026-07-06T15:49:49Z"
"branch_visible_arabic_faa2c330_copy\MANIFEST.csv","5325","cdb84d36798d1b8c08c70c5c8cd16dc553ffe15f8ea8de0d7f59e1fa468da360","2026-07-06T15:49:50Z"
"branch_visible_arabic_faa2c330_copy\PACKAGE_SUMMARY_FAA2C330_ARABIC_CONTINUATION_20260706.csv","664","8ef25df025602c9f236f94ff04999b3d4f1911b044dfda08d5c92ea2e387fdfb","2026-07-06T15:49:51Z"
"branch_visible_arabic_faa2c330_copy\PACKAGE_VALIDATION.json","1192","eccddf8b4fb9e6a14618a31eb5b6ce0cb328ff999ea49757215d5a5a6a7929a4","2026-07-06T15:49:52Z"
"branch_visible_arabic_faa2c330_copy\README.md","989","889d055afcb5b0e73a13e72fa89508ab911a9d173a8a58bb0a0e2ccad6322910","2026-07-06T15:49:53Z"
"branch_visible_arabic_faa2c330_copy\SESSION_LOGBOOK_20260706.md","718","5595ca5b5de41c00e2639538f6d1b1c883222cb0ebf0c416bb01f828417f666b","2026-07-06T15:49:54Z"
"branch_visible_arabic_faa2c330_copy\SHA256SUMS.txt","3207","d555d53563551006abd802381d881998c44fd22cfbe95ce43eae1ed3367ef019","2026-07-06T15:49:55Z"
"DURABLE_STATE_POINTERS.csv","1358","23b59e317c2dde79d6b70dbe46e97d7daeb3aebb9795a8157e7ae5c7ca1e0d5a","2026-07-06T15:52:15Z"
"PACKAGE_VALIDATION.json","1418","7ed8e6b86c2258f55202e7ff5ed5e9d1b4bbe09c369d72274449c45aae4dd77c","2026-07-06T15:53:53Z"
"R3_FD3754D1_ARABIC_BRANCH_VISIBLE_SOURCE_ROW_POINTERS.csv","23637","cb7eb2651e137393b67f9fa95518076e2af90156508adc2fd13403be7e7df817","2026-07-06T15:49:55Z"
"R3_FD3754D1_BLOCKERS_AND_RECOVERY_NEXT_ACTIONS.csv","1604","3ee0788ba12dac8d77ef825aa5111ad548ab567622435288abd8fa27f5df0727","2026-07-06T15:49:56Z"
"R3_FD3754D1_BRANCH_DELTA_COMMITS.csv","140","de395e9798a0ceee0f683de167380aa7f35a1581bede413e228c9188efbfe65f","2026-07-06T15:49:17Z"
"R3_FD3754D1_BRANCH_DELTA_FROM_FAA2C330.csv","190805","e8b7a827852b585ad3762fdb0ca94565abb3abe8faac8b4be345d937a3b35520","2026-07-06T15:49:21Z"
"R3_FD3754D1_CARRIED_FORWARD_LOCAL_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","7444","4d6cf317c855e923d8ef7942a634d48b032a950878ead309132fb8d639bbad5c","2026-07-06T15:49:55Z"
"R3_FD3754D1_PACKET_SUMMARY_COUNTS.csv","1259","ab7953d88c51c6bee0199d01cd9038a15475d37b66e68e738317cc2ab0635a6c","2026-07-06T15:49:56Z"
"R3_FD3754D1_REVIEW_ONLY_LANGUAGE_BOUNDARY_GUARDS.csv","1609","927636ef4d3f64c41dce76d78d4145c386d73491be933c06b5bd49c115414c1b","2026-07-06T15:49:56Z"
"R3_FD3754D1_SOURCE_USE_ADVERSE_FABLE_BOUNDARY_LEDGER.csv","1142","f41b5dad8e1d4ea065389ed607cbe47cdce72ff63ae4c596b9a9eb7adea6527f","2026-07-06T15:49:56Z"
"R3_FD3754D1_VISIBLE_SIBLING_SCAN_AND_WAKE_DECISION.csv","450","83ae15085d3e1c4c3f88c345efe7d6f8cc4bb8f66a0fb92b916dc1a2b081aa12","2026-07-06T15:49:56Z"
"README.md","1408","76f0862f5daca6662686b58388cf89924ff3545cbbe3392308054ab2960478be","2026-07-06T15:51:02Z"
