"current_head","branch_relative_path","branch_blob_sha1","branch_blob_bytes","branch_csv_or_line_rows","local_copy_path","local_copy_sha256","source_use_label","consumption_rule"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","e61d90ae44b876c598d5b0be44f6a81d22ec748f","3699","6","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_6ROW_MANUAL_SOURCE_BLOCKERS_20260706.csv","c5a67055b1b03ad387ca1e3e8a5a0b473425253e812e518acdf15006d5153b76","source-canon/gap/blocker recovery table","blocker/recovery evidence; no translation authorization"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","63768bb3bce792efe8179ac492fd8e74142755b8","10156","6","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_6ROW_SOURCE_CHECKED_DRAFT_TABLE_20260706.csv","eb973e65e33a3c7af831713a1cd514cb8006217dd8819c59d4c1bf5712128b27","Arabic generated-draft/non-canonical target rendering table","source-gated Arabic only; draft support, not canonical output"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv","176f632aed436c522248d188227f18d0e4b965fa","3120","5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_EXACT_BLOCKERS_ACTIVE_RECOVERY_20260706.csv","cacb18fd8619199347c6cdca94f33810baef6b2182249ba200e4ccac583c6aba","source-canon/gap/blocker recovery table","blocker/recovery evidence; no translation authorization"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","6005983a8f162fe70520221441b5cf64c3494622","3975789","2858","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER_20260706.csv","a2a27c38dcee993b1a40bbd426652001fc1db2286078c45c5555a359ea1adfe5","Fable/source-use/adverse-evidence ledger","method/source-use ledger; no accepted terminology claim"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","3d351dc8225411ce103ffaeb3286f3f9706e7a49","2511","6","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_ROW_SOURCE_USE_ADVERSE_LEDGER_20260706.csv","9cd64fd135ff979bd7a2d03d01e30e7067d848833c6c28699183bd330d0c117e","Fable/source-use/adverse-evidence ledger","method/source-use ledger; no accepted terminology claim"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","e4a7462e9cb69b971d4b77b46608955aa187733f","4816","6","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_RTL_REGISTER_PUNCTUATION_TEXPDF_NOTES_20260706.csv","f75555c5f3b76b5e5c6c12b76d204027460b47814e20add374658a33bc148b78","RTL/register/formula-neighboring/interlinear notes","layout/register support for Arabic; draft/non-canonical"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","37b5f7258bf6687846b20044310a05261a7774fc","175540","426","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\ARABIC_FAA2C330_SOURCE_WITNESS_INDEX_20260706.csv","edd62bbcd6777276e3ce5cf0f6e4c1f95b223fab8fab955934a5dba9692236d7","Arabic source witness index","source-canon witness index; no license clearance claim"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv","4617ba86425bfc02b6f3873a721987a9fbff5e9e","741","1","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\B3_UPLOADER_ROUTE_FAA2C330_ARABIC_CONTINUATION_20260706.csv","44e0947de63f2b04caab6506045104e9e818a25957c90891d09c143e3055169b","package metadata/provenance","metadata only; no language authority"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv","46d724fe8f946e68f9bd786d3f2ff59903b55b28","57073","138","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_CHANGED_PATHS_ARABIC_ROUTING_20260706.csv","d19ce36d4c4ba0d3dc8cdd905744d5a16c9c089adba83736283e53c4096e2aee","package metadata/provenance","metadata only; no language authority"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv","55d64d2764ce81ea2c5b31881c5975b853c07778","1034","4","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\branch_visible_arabic_faa2c330_copy\BRANCH_FAA2C330_DELTA_COMMITS_FROM_1233D6F1_20260706.csv","668f5376aa29ccb697fb8d66b1a330994f966ac707ba89eb06837f140fb8e5d0","Arabic package support artifact","consume only under matching Arabic/R3 gate"
