"entry_type","package_role","package_priority","name","local_path","bytes","sha256","last_write_time_local","notes"
"file","core_witness_table","required","NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","64338","2343CA6B828F1BAB552FC585B36CD420A400B17C445CD7D55E5128381BC3439E","2026-07-05T07:04:34.0294628+02:00","Main Slavic target-language source-canon witness table; source evidence only."
"file","core_witness_table","required","NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.json","79283","F6B0B116C83B743D3807B03EDE384CA42BD2EDFD7DC81551FD6E1BF007BD0459","2026-07-05T07:04:34.0374921+02:00","Main Slavic target-language source-canon witness table; source evidence only."
"file","core_witness_table","required","NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.md","3767","BF06E11627D8956B8EAEEB2A2D20982A730165896140FF2FA3034A4137D9A111","2026-07-05T07:04:34.1835592+02:00","Main Slavic target-language source-canon witness table; source evidence only."
"file","durable_run_log","required","NOETHER_SLAVIC_CANONICAL_BASELINE_RUN_LOG_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_CANONICAL_BASELINE_RUN_LOG_20260704.md","171438","46ABD9A7DA6DFBBB699FB49ADAE9185D9607AEA36CB8647AC4246AD874A9F1B7","2026-07-05T07:06:59.8181269+02:00","Durable lane log with source-canon decisions, blockers, hashes, and no-claim boundaries."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.csv","24895","06E4117C33486A7F2E6BCD5A604A4D07DD137C7B11AE1D20B50AE79228607154","2026-07-05T07:04:47.4083739+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.json","34929","0A2298147AD046578C64C0D63E4754C85F05E71E3F24E5FD3C35CAE302396DEB","2026-07-05T07:04:47.4730721+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ACCESS_BOUNDARY_AUDIT_20260704.md","11290","1CC288A43FA8E0F5C8B3D2E8342AED7B4976906805D717ABE0E07BC231DED8FE","2026-07-05T07:04:47.8088686+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.csv","29078","C8267061DB34F6A8367E2CEC7CACA66B1678F4FBDEF608AF8D79775436D9F5A5","2026-07-04T23:08:37.1128281+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.json","39555","031FBE347827CA43B633AC1EA20F7E298A27FA9FCAFF8DB10E73AD497887CA7E","2026-07-04T23:08:37.1618103+02:00","Source-canon addendum linked from the main witness summary or run log."
"file","source_canon_addendum","required","NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-slavic-canonical-baseline\outputs\NOETHER_SLAVIC_SOURCE_CANON_ARXIV_FRONTIER_RECHECK_20260704.md","3409","E98EC942474A299F8FA713B008F16D81F8416365410A3BD7152CC674DFA9B076","2026-07-04T23:08:37.4498086+02:00","Source-canon addendum linked from the main witness summary or run log."
