source_file,baseline_bytes,baseline_sha256,successor_bytes,successor_sha256,wrappers_removed,reconstructed_sha256,reconstructs_baseline_exactly
Build-SGA4half-English-Reader.ps1,6825,9C0126A496EEEE2C029D2398A55CBEFF71F3DA0828E929D3210CAE0912B77C87,6825,9C0126A496EEEE2C029D2398A55CBEFF71F3DA0828E929D3210CAE0912B77C87,0,9C0126A496EEEE2C029D2398A55CBEFF71F3DA0828E929D3210CAE0912B77C87,true
components/sga4half_1_en.tex,113522,DF1EA59F171DF1CDC7C7FA7EF6E2FF413282BDEAFE5027BA0F77AC8589B80410,113522,DF1EA59F171DF1CDC7C7FA7EF6E2FF413282BDEAFE5027BA0F77AC8589B80410,0,DF1EA59F171DF1CDC7C7FA7EF6E2FF413282BDEAFE5027BA0F77AC8589B80410,true
components/sga4half_2_en.tex,58068,AF7DC8BEFF2EE580E06245E564D3CADA21E51AEA611811060F4B19883CADE406,58087,68783E88EDC6B93B3B9638998C3F9887C36B6001273682CFA99D14C287DDD572,1,AF7DC8BEFF2EE580E06245E564D3CADA21E51AEA611811060F4B19883CADE406,true
components/sga4half_3_en.tex,31649,708BEF386B90E0796B4C8DBB2C5B692FB9F620CDCD6C779FCD192D367605F9A2,31649,708BEF386B90E0796B4C8DBB2C5B692FB9F620CDCD6C779FCD192D367605F9A2,0,708BEF386B90E0796B4C8DBB2C5B692FB9F620CDCD6C779FCD192D367605F9A2,true
components/sga4half_4_en.tex,47472,34F77336F3D0176EFDEEDF20A21131B68874FF5004E8B4C63B06E850309FF0C3,47598,0FF2AF53E70391FFE8D610113A230ADA7BE71B2D74DA9766BBD312870DB01586,3,34F77336F3D0176EFDEEDF20A21131B68874FF5004E8B4C63B06E850309FF0C3,true
components/sga4half_5_en.tex,24259,BCCD3DF8E386987C3517571BBA37073D951B0774CC44A6FCC0998550AA6323EE,24259,BCCD3DF8E386987C3517571BBA37073D951B0774CC44A6FCC0998550AA6323EE,0,BCCD3DF8E386987C3517571BBA37073D951B0774CC44A6FCC0998550AA6323EE,true
components/sga4half_6_en.tex,129262,3BF1779310E80B89A9B0180793FB20FED43AF361C3F5FFCE829AA315C249F3D7,129313,8CAFB076E6DA04751F22AF6D0953B2FDA469D59A7A95612AA1B596A281945F95,3,3BF1779310E80B89A9B0180793FB20FED43AF361C3F5FFCE829AA315C249F3D7,true
components/sga4half_7_en.tex,57047,3A97E32673DA2E46EFF4C2B71D07EB53935AEFCB94032C47D5BC3DA92A8DB29D,57065,EF46247862CC97C6DE600DC29F48BB5236AED9716A5C0579B7FAEF764B45E219,1,3A97E32673DA2E46EFF4C2B71D07EB53935AEFCB94032C47D5BC3DA92A8DB29D,true
components/sga4half_8_en.tex,65300,B9F19581979EF1DE7C46113FDADAA6D3DD7951DD939F392C314C7E42873DC298,65300,B9F19581979EF1DE7C46113FDADAA6D3DD7951DD939F392C314C7E42873DC298,0,B9F19581979EF1DE7C46113FDADAA6D3DD7951DD939F392C314C7E42873DC298,true
components/sga4half_erratum_en.tex,1609,C59D472C50931CC2CD20121FFB686FF71B337BA5463A2825EB41E32A24537CF2,1609,C59D472C50931CC2CD20121FFB686FF71B337BA5463A2825EB41E32A24537CF2,0,C59D472C50931CC2CD20121FFB686FF71B337BA5463A2825EB41E32A24537CF2,true
components/sga4half_intro_en.tex,2298,C8E88D1F256873D4192E7848E4261DA2116CFEFA740DEC315DB6EB6EC8929942,2298,C8E88D1F256873D4192E7848E4261DA2116CFEFA740DEC315DB6EB6EC8929942,0,C8E88D1F256873D4192E7848E4261DA2116CFEFA740DEC315DB6EB6EC8929942,true
components/sga4half_note_en.tex,757,E7903D16ADFA819E58A1596152AFE408FCDB18A25308CF0722AC61C28BACB0FC,757,E7903D16ADFA819E58A1596152AFE408FCDB18A25308CF0722AC61C28BACB0FC,0,E7903D16ADFA819E58A1596152AFE408FCDB18A25308CF0722AC61C28BACB0FC,true
reader-components-1-to-8.txt,361,405994C836B7330D9000C483C241A83BF1FD7A0FD6AE5C962757152C046C4CB0,361,405994C836B7330D9000C483C241A83BF1FD7A0FD6AE5C962757152C046C4CB0,0,405994C836B7330D9000C483C241A83BF1FD7A0FD6AE5C962757152C046C4CB0,true
sga-sources.bib,14611,4055FF5EC0C29D6E5EBBF15729E8569163724178D2C0938D589856C49ECB7FB3,14611,4055FF5EC0C29D6E5EBBF15729E8569163724178D2C0938D589856C49ECB7FB3,0,4055FF5EC0C29D6E5EBBF15729E8569163724178D2C0938D589856C49ECB7FB3,true
sga-style.sty,5253,1C7C47D99E0E75F5564E88D1FDD4EFA5A89A12DF7C1D629D752997EC50C377C8,5253,1C7C47D99E0E75F5564E88D1FDD4EFA5A89A12DF7C1D629D752997EC50C377C8,0,1C7C47D99E0E75F5564E88D1FDD4EFA5A89A12DF7C1D629D752997EC50C377C8,true
SGA4half_English_Full_Workpass.tex,1224,2C9C90421245C84C07970A3006B1AC689D72368883523E2B32891E01EB1847AC,1224,2C9C90421245C84C07970A3006B1AC689D72368883523E2B32891E01EB1847AC,0,2C9C90421245C84C07970A3006B1AC689D72368883523E2B32891E01EB1847AC,true
SGA4half_English_Reader_1_to_8.tex,1456,0EA1B1DD6D5929ACE328FCC7F9E7C111991930B3AB49345BD8D40B0E3A779EA4,1456,0EA1B1DD6D5929ACE328FCC7F9E7C111991930B3AB49345BD8D40B0E3A779EA4,0,0EA1B1DD6D5929ACE328FCC7F9E7C111991930B3AB49345BD8D40B0E3A779EA4,true
