spine_id,target_language_or_access_target,source_pass2_log,row_ref,source_kind,source_status,title_or_subject,source_url,local_source_path,local_source_exists,bytes_reported,bytes_actual,sha256_reported,sha256_actual,hash_matches_reported,pages,ocr_text_status,text_characters,ethiopic_characters,license_or_access_signal,topic_language_tags,source_body_gate,source_gate_decision,explicit_gap_or_blocker,promotion_allowed
R9-LSB-0001,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,1,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\001_amharic_math_g1_chapter_10_602a7818.pdf,true,5230417,5230417,E3B9317E865DFA8FCD9B42940E9DE746ED738794852CAC8ECE177B15FE3B1B9B,E3B9317E865DFA8FCD9B42940E9DE746ED738794852CAC8ECE177B15FE3B1B9B,true,14,font_garbled_or_non_unicode_extraction,78,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-LSB-0002,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,2,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\002_amharic_math_g1_chapter_11_407823c2.pdf,true,4696776,4696776,C93D2BF18608581DA2055393EF0BA425FB53D0AE44E0141675948CFBAB357686,C93D2BF18608581DA2055393EF0BA425FB53D0AE44E0141675948CFBAB357686,true,5,font_garbled_or_non_unicode_extraction,75,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-LSB-0003,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,3,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_12_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\003_amharic_math_g1_chapter_12_486d1600.pdf,true,2198808,2198808,C2C7C4B94C7303FE068E0BF8FAB24A3688575B1C3D5CEA3810EA89A35B688FF1,C2C7C4B94C7303FE068E0BF8FAB24A3688575B1C3D5CEA3810EA89A35B688FF1,true,4,font_garbled_or_non_unicode_extraction,24,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-LSB-0004,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,4,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_13_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\004_amharic_math_g1_chapter_13_faaf2e33.pdf,true,2346055,2346055,8A403DBC2CE3416F77AAF7FC0C4D91EDA81CD4E9352445DA8C67C2DC25A9973A,8A403DBC2CE3416F77AAF7FC0C4D91EDA81CD4E9352445DA8C67C2DC25A9973A,true,4,font_garbled_or_non_unicode_extraction,24,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-LSB-0005,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,5,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_1_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\005_amharic_math_g1_chapter_1_7f75fbd3.pdf,true,3364962,3364962,FDF6B2B9A7AF5D0AB30F87A4EAE2562D9A1E2C52EBD7D2F9F7B47593F5AE76C0,FDF6B2B9A7AF5D0AB30F87A4EAE2562D9A1E2C52EBD7D2F9F7B47593F5AE76C0,true,4,font_garbled_or_non_unicode_extraction,235,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-LSB-0006,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,6,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_2_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\006_amharic_math_g1_chapter_2_cd4c9a32.pdf,true,9140670,9140670,673DFC275B0392EA83807FCBD7F6897EC8E21067884D87DA08B76F9BEA4D547A,673DFC275B0392EA83807FCBD7F6897EC8E21067884D87DA08B76F9BEA4D547A,true,26,font_garbled_or_non_unicode_extraction,121,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-LSB-0007,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,7,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_3_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\007_amharic_math_g1_chapter_3_84ced58a.pdf,true,5513403,5513403,22CD22AB810576CCB804715E157E9C56E298BC5B760927F8C3F4D9F432D20D46,22CD22AB810576CCB804715E157E9C56E298BC5B760927F8C3F4D9F432D20D46,true,12,font_garbled_or_non_unicode_extraction,78,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-LSB-0008,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,8,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_4_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\008_amharic_math_g1_chapter_4_3c242876.pdf,true,5534751,5534751,EEDABD68C3FFA44E895C9566895839C3A26C911E4ED8947B40A648C8A8DB1F43,EEDABD68C3FFA44E895C9566895839C3A26C911E4ED8947B40A648C8A8DB1F43,true,14,font_garbled_or_non_unicode_extraction,94,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-LSB-0009,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,9,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_5_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\009_amharic_math_g1_chapter_5_917e0731.pdf,true,4158930,4158930,740C355BBB7448CDDC0C511C4362C6DF011BC2E7AF89960874A70EE875BCC34B,740C355BBB7448CDDC0C511C4362C6DF011BC2E7AF89960874A70EE875BCC34B,true,11,font_garbled_or_non_unicode_extraction,58,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-LSB-0010,Amharic,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\logs\R9_AMHARIC_FULL_SHELF_SOURCE_RETURN_PASS2_20260703T164546Z.csv,10,chapter,downloaded_pdf,Maths grade 1 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_6_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\010_amharic_math_g1_chapter_6_3de9e571.pdf,true,3231690,3231690,4B994D0F90C2EDBEE28CBF9B3C7332B307722F904D782F39DCFD73FFAE9C7EE2,4B994D0F90C2EDBEE28CBF9B3C7332B307722F904D782F39DCFD73FFAE9C7EE2,true,5,font_garbled_or_non_unicode_extraction,174,0,public web/source-return route signal only; no license approval or reuse clearance claimed,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,hashable_local_math_source_body_but_ocr_unicode_blocked,not_admitted_local_body_provenance_only,"Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
