probe_id,queue_id,target_language_or_access_target,spine_id,row_ref,title_or_subject,source_url,local_source_path,local_source_exists,local_source_bytes,local_sha256_actual,pages,ocr_text_status,text_characters,chosen_method,chosen_tls_mode,http_status,effective_url,content_type,content_length,last_modified,etag,accept_ranges,server,probe_error,body_saved,source_text_saved,body_bytes_read_for_probe_only,attempt_count,header_metadata_path,header_metadata_sha256,license_or_access_signal,topic_language_tags,source_gate_decision,explicit_blocker,promotion_allowed
R9-P0-FULL-ACCESS-001,R9-OCR-SO-0001,Amharic,R9-LSB-0014,14,Maths grade 2 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_10_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\014_amharic_math_g2_chapter_10_8bf790e7.pdf,true,3332113,170FA81A9392CE4F1195BA50074A3D45B46301440E4158A8A99515A4875C1FB8,5,extractable_ethiopic_text,499,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_10_Language_AMHARIC_Retrieved_20150101.pdf,application/pdf,3332113,"Sun, 26 Nov 2023 10:16:16 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_001_amharic_r9-lsb-0014.headers.json,0857C8CBC57EE8376C58DB797FAF1E13194C8BC9691EAE3E4448D5E8A6DC4BC9,current_url_accessible_for_metadata_probe; no license clearance,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
R9-P0-FULL-ACCESS-002,R9-OCR-SO-0002,Amharic,R9-LSB-0045,45,Math grade 6 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2006/Grade_6_Subject_MATH_Chapter_4_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\045_amharic_math_g6_chapter_4_bf0b06b2.pdf,true,1308247,0F48856E47A0E74D91C110C0505F17E04E42B6CCDD030BA6411ED53B712A29A1,25,extractable_ethiopic_text,18403,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2006/Grade_6_Subject_MATH_Chapter_4_Language_AMHARIC_Retrieved_20150101.pdf,application/pdf,1308247,"Sun, 26 Nov 2023 10:33:45 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_002_amharic_r9-lsb-0045.headers.json,1B630E356E83012D06F98CE153711E0D4664B2AC66CAAF01AAB60BC0E921481D,current_url_accessible_for_metadata_probe; no license clearance,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
R9-P0-FULL-ACCESS-003,R9-OCR-SO-0003,Amharic,R9-LSB-0048,48,Math grade 6 in Amharic,https://files.ethiopialearning.com/textbooks/Grade%2006/Grade_6_Subject_MATH_Chapter_7_Language_AMHARIC_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T164546Z_r9_amharic_pass2\downloads\048_amharic_math_g6_chapter_7_962d1aa7.pdf,true,2367109,424D2EC7478D987117AE06CA49E956ABF88B3E39BB2F39A9C4ECED995C21BED9,39,extractable_ethiopic_text,31077,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2006/Grade_6_Subject_MATH_Chapter_7_Language_AMHARIC_Retrieved_20150101.pdf,application/pdf,2367109,"Sun, 26 Nov 2023 10:34:10 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_003_amharic_r9-lsb-0048.headers.json,ECC16DD3E48B337BEEB4FC8DB1ABF0029EB3998971B21184C3C171CDFBFE1423,current_url_accessible_for_metadata_probe; no license clearance,Amharic; Horn of Africa; Ethiopic; mathematics; source-kind=chapter,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
R9-P0-FULL-ACCESS-004,R9-OCR-SO-0004,Oromo,R9-LSB-0050,2,Math grade 1 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf,true,15083180,0A2C875C7F7C34B1A5D9127300F508983EE467EBEC2D20B4CF34AA7FF123F027,103,extractable_latin_text,155638,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf,application/pdf,15083180,"Sun, 26 Nov 2023 10:08:33 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_004_oromo_r9-lsb-0050.headers.json,3728BD099C74FE209022C5198E92F49759BB628FB51788A019F3BD7C7E396886,current_url_accessible_for_metadata_probe; no license clearance,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=teacher_guide,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
R9-P0-FULL-ACCESS-005,R9-OCR-SO-0005,Oromo,R9-LSB-0064,16,Math grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATH_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\016_oromo_math_g2_full_textbook_full_textbook_3573d236.pdf,true,29619825,418FCB1577027798BB81FA3A4F82E03EFCD2ACB28AE4D5001C8F8DAA1505529A,117,extractable_latin_text,76668,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATH_Language_OROMO_Retrieved_20150101.pdf,application/pdf,29619825,"Sun, 26 Nov 2023 10:15:04 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_005_oromo_r9-lsb-0064.headers.json,F114306B7DCDA46D98A319874D37464767EA67977F0CE99A8BF9E1F706AC11CE,current_url_accessible_for_metadata_probe; no license clearance,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=full_textbook,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
R9-P0-FULL-ACCESS-006,R9-OCR-SO-0006,Oromo,R9-LSB-0065,17,Math grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\017_oromo_math_g2_teacher_guide_teacher_guide_2499702b.pdf,true,14427477,A79CFC91D958D220C0EA97585237CBF8655366936AB8C23A847FB96CBFCA3B8C,95,extractable_latin_text,125465,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf,application/pdf,14427477,"Sun, 26 Nov 2023 10:14:47 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_006_oromo_r9-lsb-0065.headers.json,AE6A4F31A6E4C6E51D62C01CCDD7CD3A3F1B99B93BD7E6D940A22D8389F127C3,current_url_accessible_for_metadata_probe; no license clearance,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=teacher_guide,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
R9-P0-FULL-ACCESS-007,R9-OCR-SO-0007,Oromo,R9-LSB-0066,18,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\018_oromo_math_g2_chapter_10_0c20310c.pdf,true,282774,0DA5C7DE04AFBA37584AFBE95ECCC52A5FFB6CFBA51F38EC5F866241A2CB1E2D,5,extractable_latin_text,1452,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf,application/pdf,282774,"Sun, 26 Nov 2023 10:16:12 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_007_oromo_r9-lsb-0066.headers.json,76F5374062A7682EF1B6A253EFCE5B3EC3332590DB4D37AF10C868DF201CB4C4,current_url_accessible_for_metadata_probe; no license clearance,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
R9-P0-FULL-ACCESS-008,R9-OCR-SO-0008,Oromo,R9-LSB-0067,19,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_1_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\019_oromo_math_g2_chapter_1_d49dfabc.pdf,true,785506,94E00F090D07116135EA38E2AE4BB4D2EEC9A8DF2575966B56614C795160B306,6,extractable_latin_text,6794,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_1_Language_OROMO_Retrieved_20150101.pdf,application/pdf,785506,"Sun, 26 Nov 2023 10:15:12 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_008_oromo_r9-lsb-0067.headers.json,4C32499F9E4FA4179E7A7E63E60A2671EA9775F1A173D61C22778CA639115478,current_url_accessible_for_metadata_probe; no license clearance,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
R9-P0-FULL-ACCESS-009,R9-OCR-SO-0009,Oromo,R9-LSB-0068,20,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_2_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\020_oromo_math_g2_chapter_2_c7625c83.pdf,true,1491805,E0457AAEC07B3F2AADA8D737DBA4819D6DD7966BA263EBE3D37C54D28A3192AD,40,extractable_latin_text,25953,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_2_Language_OROMO_Retrieved_20150101.pdf,application/pdf,1491805,"Sun, 26 Nov 2023 10:15:20 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_009_oromo_r9-lsb-0068.headers.json,80A4A69DE624F72B782D3CA2E63F1C7AA5CFE73620BAC8F138095AF7ADE8AB30,current_url_accessible_for_metadata_probe; no license clearance,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
R9-P0-FULL-ACCESS-010,R9-OCR-SO-0010,Oromo,R9-LSB-0069,21,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_3_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\021_oromo_math_g2_chapter_3_0cfb4133.pdf,true,4987482,9EEAA65F19939BB91F0A690A314CFA8A1F1CA4CA1631D5C4BE8EC6CEBEC41A6C,32,extractable_latin_text,21088,HEAD,unverified_after_tls_or_server_failure,200,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_3_Language_OROMO_Retrieved_20150101.pdf,application/pdf,4987482,"Sun, 26 Nov 2023 10:15:28 GMT",,bytes,LiteSpeed,,false,false,0,2,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p0_full_access_header_sweep\p0full_010_oromo_r9-lsb-0069.headers.json,9BC886E49114B05376BCE134421FBD840089160C6ACD71046894214D8EAD4E6E,current_url_accessible_for_metadata_probe; no license clearance,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,not_admitted_access_signal_only,"URL responds to metadata probe, but source-owner/license/reviewer gates remain open; local body hash remains provenance only.",false
