audit_entry_number,parent_pdf_index_0based,parent_pdf_page_1based,printed_page,expose,raw_heading_bytes,raw_heading_sha256,sanitized_audit_heading
1349,597,598,584,X Appendix,5616,A1395B3FDACD0241F889D0372A1CB6493B08E0AE20BCFF23572B1735F64D4414,"### #1349 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx597 (⚠⚠⚠★★★★★ §7.15 «On fait bouger S» (Grothendieck) — **0-FIX / (7.15)-GROS-tikzcd + (7.15.1)-tikzcd CONFORMES + 1-coquille-source #33**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 66 -»=idx-531 (597-531=66, band-top ; get_text-garbli-«166») ✓ / footer «584»=idx-13 (597-13=584, band-d-blotchy-mais-«584»-présent+get_text) ✓ / RH «X App.» ✓. CONTENU idx597 (L13984-L14008) = §7.15-ENTIER (header + morphisme-S'→S + (7.15)-gros-tikzcd + (7.15.1)-tikzcd + prose-finale) ; §7.16-header → idx598. ★★★★★★TOUT-CONFORME (0-FIX, décidé-IMAGE+ZOOM) : ⚠⚠★★★★**§7.15-HEADER** [L13984 «\subsection*{7.15. On fait bouger $S$.}»] = titre-SOULIGNÉ-source→subsection* (§-header-souligné=BATCH) ; casse ✓ ; ★point-final-«.» ✓ (get_text-mentait-«S,») ; run-in «Soit $S'$ un deuxième trait et» ; (7.15)-morphisme-display «$S'\longrightarrow S$» [L13986] ✓ ; «morphisme de traits, i.e. …local dominant (i.e. transformant point fermé en point fermé, point générique en point générique). On désigne par $s'$ (resp. $t'$)…de $S'$, et on pose $X'=X\times_S S'$. Supposons $X'$ noethérien (p.ex. $X$ de type fini sur $S$). On a un diagramme commutatif» ($s'$/$t'$/$X'=X\times_S S'$ ✓) ; ⚠⚠★★★★★**(7.15)-GROS-tikzcd** [L13990-13996, ZOOM-z597_bigtikz-DÉCISIF] ⟹ **FULLY-CONFORME** : nœuds $X$/$X_t$/$X'$/$X'_{t'}$/$X_s$/$X'_{s'}$ (primes+indices) ✓ ; **4-flèches-HOOK** = $j_X$(X_t→X-top) / **$i_X$**(X_s→X-vertical-gauche) / **$i'_{X'}$**(X'_{t'}→X'-mid, PRIME) / **$j_{X'}$**(X'_{s'}→X'-vertical, PRIME) — TOUS-EXACTS, primes-corrects[i'_{X'}/j_{X'}-primés ; j_X/i_X-non-primés] ✓ ; 3-flèches-OBLIQUES-NUES-[ull] (X'→X, X'_{t'}→X_t, X'_{s'}→X_s) ✓ ; terminal-«\;,» ✓ ; ⚠⚠★★★★★**(7.15.1)-tikzcd** [L14000-14007]..."
1350,598,599,585,X Appendix,6024,82AC7555F46E75278C8DE55596253478607337F760920E7BE63134C958B66F27,"### #1350 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx598 (⚠⚠⚠★★★★★ §7.16 «Passage aux fibres géométriques» (Grothendieck) — **0-FIX / display-K_•-limites + (7.16.1) CONFORMES**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 67 -»=idx-531 (598-531=67, band-top ; get_text-garbli-«n GR») ✓ / footer «585»=idx-13 (598-13=585, band-d-très-blotchy-mais-«585»-présent+get_text) ✓ / RH «X App.» ✓. CONTENU idx598 (L14010-L14021) = §7.16-ENTIER (header + K̄/Ā/Krull-Akizuki-prose + display-K_•-limites + (7.16.1) + prose-finale) ; §7.16.2 → idx599. ★★★★★★TOUT-CONFORME (0-FIX, décidé-IMAGE+ZOOM) : ⚠⚠★★★★**§7.16-HEADER** [L14010 «\subsection*{7.16. Passage aux fibres géométriques.}»] = titre-SOULIGNÉ-source→subsection* (§-header-souligné=BATCH) ; casse «Passage»-maj-initiale-reste-minuscule ✓ ; ★point-final-«.» ✓ ; run-in ; «Soit $\bar K$ une clôture algébrique de $K=k(t)$, limite inductive…$K_i$…$\bar A=\varinjlim \bar A_i$ le normalisé de $A$ dans $\bar K$…Choisissons un idéal maximal $\bar{\mathfrak m}$ de $\bar A$…$\mathfrak m_i$…$B_i=(A_i)_{\mathfrak m_i}$, qui par Krull-Akizuki est encore un anneau de valuation discrète…$S_i$…$s_i$ et $t_i$. Le corps résiduel $\bar k=\bar A/\bar{\mathfrak m}$…$k=k(s)$…$k_i=A_i/\mathfrak m_i=k(s_i)$ des $B_i$. Soit $\bar t=\Spec(\bar K)$, $\bar s=\Spec(\bar k)$. \emph{Supposons maintenant} $X$ \emph{de type fini sur} $S$, donc $X_{\bar t}$ et $X_{\bar s}$…$\bar t$ resp. $\bar s$, donc \emph{noethériens}. En vertu de IV 3.2.3, on a» ⟹ CONFORME (notation $\bar K$/$\bar A$/$\bar{\mathfrak m}$/$B_i$/$\bar k$/$\bar t$/$\bar s$/$\Spec$/$\varinjlim$ reproduite-fidèlement ; Krull-Akizuki-trait-source→«--»-en-dash-BATCH ; italiques-«Supposons maintenant»/«de type fini sur»/«noethériens»→\emph-BATCH ; ..."
1351,599,600,586,X Appendix,5343,4490475DE1752054458694EA26247F4107E7C51BF4392C5CEDB9EC679DFA23F7,"### #1351 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx599 (⚠⚠⚠★★★★★ §7.16.2 + §7.17-DÉBUT «Cas d'une base quelconque» (Grothendieck) — **0-FIX / §7.16.2 + §7.17-header + (7.17.1) CONFORMES**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 68 -»=idx-531 (599-531=68, band-top+get_text) ✓ / footer «586»=idx-13 (599-13=586, band-d-blotchy-mais-«586»-présent+get_text) ✓ / RH «X App.» ✓. CONTENU idx599 (L14022-L14038) = §7.16.2-COMPLET + §7.17-header + §7.17-body (f:X→S, g:S'→S, prose) + (7.17.1)-display ; (7.17.2)/(7.17.3.x) → idx600 (firing-sur-estimait). ★★★★★★TOUT-CONFORME (0-FIX, décidé-IMAGE) : ★★★★§7.16.2-bold [L14022 «\textbf{7.16.2.}»] «Nous ne passerons pas en revue ici…fibres «~arithmétiques~»~; elles se déduisent…par passage à la limite. Signalons…conséquence…de 7.9.4, lorsque $f$ est lisse et propre : $\Gr_\bullet^{\mathrm{num}}(X_{\bar t})$ est isomorphe à un quotient d'un sous-groupe de $\Gr_\bullet^{\mathrm{num}}(X_{\bar s})$, en particulier son rang est majoré…C'est donc un résultat de \emph{semi-continuité} pour le rang du groupe de cycles à équivalence numérique près.» ⟹ CONFORME ($\Gr_\bullet^{\mathrm{num}}(X_{\bar t})$/$(X_{\bar s})$-num-exposant+accents ✓ ; «arithmétiques»-straight-quotes→guillemets-BATCH ; «~;»-thin-space ; «lisse et propre :»-colon-texte-inline ; «semi-continuité»-souligné→\emph-BATCH ; ★terminal-«près.»-PÉRIODE-IMAGE ✓, get_text-mentait-«près,») ; ⚠⚠★★★★★**§7.17-HEADER** [L14025 «\subsection*{7.17. Cas d'une base quelconque.}»] = titre-SOULIGNÉ→subsection* (BATCH) ; casse ✓ ; ★point-final-«.» ✓ ; run-in «Soit maintenant» + **[f:X→S-display L14027 «$f:X\longrightarrow S$»]** ✓ + «un morphisme plat et quasi-compact de préschémas noethériens, soient $s,t$…$s$ soit spécialisation de $t..."
1352,600,601,587,X Appendix,5601,635F19F093E5744A23CE675C4C465CBF7CBAC630C4D1DBCC838B2BF2A613F8EA,"### #1352 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx600 (⚠⚠⚠★★★★★ SUITE-§7.17 (7.17.2/7.17.3) (Grothendieck) — **0-FIX / 3-displays (7.17.2)/(7.17.3.1)/(7.17.3.2) CONFORMES + ⚠SCOPE-§7.18-découvert**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 69 -»=idx-531 (600-531=69, band-top ; get_text-garbli-«5e dx») ✓ / footer «587»=idx-13 (600-13=587, band-d-blotchy-mais-«587»-présent+get_text) ✓ / RH «X App.» ✓. CONTENU idx600 (L14038-L14055-partiel) = suite-§7.17 + (7.17.2) + §7.17.3-bold + (7.17.3.1) + (7.17.3.2) + début-«Nous laissons au lecteur…» ; §7.17.4 → idx601 (firing-sur-estimait). ★★★★★★TOUT-CONFORME (0-FIX, décidé-IMAGE) : «On trouve donc un homomorphisme de spécialisation sur $K_\bullet(X_t)$, mais à valeurs non dans $K_\bullet(X_s)$, mais dans $K_\bullet(X_{s'})$…extension $k(s)\to k(s')$…Passant aux fibres géométriques…7.16…homomorphisme» ($K_\bullet(X_t)$-non-géométrique/$X_{s'}$-prime ✓) + ⚠⚠★★★★★**(7.17.2)-display** [L14040] «$\sigma_\bullet:K_\bullet(X_{\bar t})\longrightarrow K_\bullet(X_{\overline{s'}});$» ⟹ CONFORME ($\sigma_\bullet$/$X_{\bar t}$-bar-simple/$X_{\overline{s'}}$-bar-sur-s'/★terminal-«;»-SEMICOLON ✓) + «donc ici encore…«géométrique»…$K_\bullet(X_{\bar s})$…$K_\bullet(X_{\overline{s'}})$…$k(\bar s)\to k(\overline{s'})$.» («géométrique»-straight-quotes→guillemets-BATCH) + ★★★★§7.17.3-bold [L14045 «\textbf{7.17.3.}»] «En général, l'homomorphisme $K_\bullet(X_{\bar s})\to K_\bullet(X_{\overline{s'}})$ n'est pas un isomorphisme (…composantes «continues»…$K_\bullet(X_{\bar s})$). Cependant…modulo équivalence algébrique (7.11), et aussi modulo équivalence numérique (4.5.1) si $f$ est lisse et propre. Par suite, utilisant 7.12, on trouve que (7.17.2) induit un homomorphisme de spécialisation»..."
1353,601,602,588,X Appendix,5776,E84AA3281F7878BCB8611EFC1740117B164914C99ACA788AD84FBD5E2CD94832,"### #1353 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx601 (⚠⚠⚠★★★★★ §7.17.4 (éclatement/extension pure) (Grothendieck) — **0-FIX / (7.17.4.1)+display-L14064 CONFORMES + 1-coquille-source #34**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 70 -»=idx-531 (601-531=70, band-top+get_text) ✓ / footer «588»=idx-13 (601-13=588, band-d-blotchy-mais-«588»-présent+get_text) ✓ / RH «X App.» ✓. CONTENU idx601 (L14055-cont → L14066-partiel) = fin-tail(§7.16.2-conséquence) + §7.17.4-bold + (7.17.4.1) + «Mais…» + «Un autre façon…» + display-L14064 ; §7.17.5/6/7+§7.18 → idx602 (firing-sur-estimait). ★★★★★★TOUT-CONFORME (0-FIX, décidé-IMAGE) : fin-tail «qu'il résulte de 7.16.2 que $\Gr_\bullet^{\mathrm{num}}(X_{\bar t})$ est isomorphe à un quotient d'un sous-groupe de $\Gr_\bullet^{\mathrm{num}}(X_{\bar s})$ ($f$ propre et lisse); en particulier, son rang est encore majoré par le rang de ce dernier.» ($\Gr_\bullet^{\mathrm{num}}$-num-exposant+accents ✓ ; «(…lisse);»-«;»-après-paren ✓) + ★★★★§7.17.4-bold [L14057 «\textbf{7.17.4.}»] «Lorsque $S$ est régulier en $s$ et que $t$ est maximal, on peut construire $S'$ en faisant éclater $s$…localisant au point générique…$k(s')$ une \emph{extension pure} de $k(s)$. Or…si $k'$ est une extension pure d'un corps $k$…tout schéma noethérien $T$ sur $k$, l'homomorphisme canonique $K_\bullet(T)\to K_\bullet(T\otimes_k k')$ est un isomorphisme…$\Spec k[T_1,\ldots,T_n]$, et utilisant (IX 1.6). Donc on conclut…(7.17.1)…homomorphisme canonique» ⟹ CONFORME («extension pure»(1ère)-souligné→\emph-BATCH ; 2ème-«extension pure»-plain ✓ ; $K_\bullet(T\otimes_k k')$/$\Spec k[T_1,\ldots,T_n]$ ✓ ; «(IX 1.6 )»-gap-typewriter-RAS[get_text-«})»-garbli]) + ⚠⚠★★★★★**(7.17.4.1)-display** [L14058] «$K_\bullet(X_t)\lon..."
1354,602,603,589,X Appendix,4951,67D9E7D3BCF7D7DD16FE3D517AB534DEA7B29235C35F4D551EF7D10EAE1BDCB0,"### #1354 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx602 (⚠⚠⚠★★★★★ FIN-§7.17 (7.17.4.2/7.17.5) + §7.17.6-début (Grothendieck) — **0-FIX / display-L14068 + (7.17.4.2) CONFORMES**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 71 -»=idx-531 (602-531=71, band-top+get_text) ✓ / footer «589»=idx-13 (602-13=589, band-d+get_text) ✓ / RH «X App.» ✓. CONTENU idx602 (L14066-L14079-partiel) = «composé…(7.16.1) :» + display-L14068 + (7.17.4.2) + «qui dépend…» + §7.17.5-bold(COMPLET) + §7.17.6-bold-début ; §7.17.7+§7.18 → idx603 (firing-sur-estimait). ★★★★★★TOUT-CONFORME (0-FIX, décidé-IMAGE) : «et le composé de ces homomorphismes pour $0\leq i\leq n-1$ définit un homomorphisme (7.17.4.1), dont on peut montrer (procédant…qu'en 7.3)…au moyen d'un éclatement. L'avantage de la deuxième méthode…homomorphismes de la forme (7.16.1) :» («$0\leq i\leq n-1$»-glyphes-≤ ✓ ; ★«(7.16.1) :»-colon-before-display-KEPT-L14067[cohérent-avec-INCONSISTENT-DROP-idx598-«canonique :»-KEPT]) + ⚠⚠★★★★★**display-L14068** «$K_\bullet(X_{\bar t_{i+1}})\longrightarrow K_\bullet(X_{\bar t_i}),$» ⟹ CONFORME ($X_{\bar t_{i+1}}$/$X_{\bar t_i}$-bar+subscripts ✓ ; terminal-«,» ✓) + «(avec des choix cohérents…clôtures algébriques $k(\bar t_i)$ des $k(t_i)$), qui permettent…homomorphisme» (double-paren ✓) + ⚠⚠★★★★★**(7.17.4.2)-display** «$K_\bullet(X_{\bar t})\longrightarrow K_\bullet(X_{\bar s}),$» ⟹ CONFORME ($X_{\bar t}$/$X_{\bar s}$-accents ✓ ; terminal-«,» ✓) + «qui dépend sans doute…du choix des $S_i$, c'est-à-dire des $t_i$.» + ★★★★§7.17.5-bold [L14077 «\textbf{7.17.5.}»] «On peut généraliser…(7.17.4.2)…$S$ soit régulier en $s$ et $t$ point maximal…résolution des singularités…sous-schéma fermé intègre $T$ de $S$…localisé en $s$~; cette hypothèse est vérifié..."
1355,603,604,590,X Appendix,6033,FD7CEF8764BB1EC54872A6E6C0518B19A0825473C3A624B81ECA4E891901A1FA,"### #1355 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx603 (⚠⚠⚠★★★★★ FIN-§7.17 (7.17.6/7.17.7) + §7.18-HEADER «Appendice à l'Appendice» + §7.18.1-début (Grothendieck) — **0-FIX / TOUT-CONFORME**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 72 -»=idx-531 (603-531=72, band-top) ✓ / footer «590»=idx-13 (603-13=590, band-d) ✓ / RH «X App.» ✓. CONTENU idx603 (L14079-fin → L14086-partiel) = §7.17.6-fin + §7.17.7-COMPLET + §7.18-HEADER + §7.18.1-début(«…des cri-») ; display-$F(k)\to F(K)$ + §7.18.2-enumerate-a/b + §7.18.3 + §7.18.4/5 → **idx604** (firing-sur-estimait ; **PAS-de-display/enumerate-sur-idx603**). ★★★★★★TOUT-CONFORME (0-FIX, décidé-IMAGE) : §7.17.6-fin [L14079] «…cas où la base est un trait. Il s'ensuit que les propriétés…s'étendent automatiquement au cas d'une base plus générale. Bien entendu, les procédés de définition envisagés s'appliquent tout aussi bien à $\Gr_\bullet$, $K^\bullet$ (dans le cas où $f$ est lisse) et $\Gr^\bullet$ (quand de plus $f$ est séparé).» ($\Gr_\bullet$=«Gr.»/$K^\bullet$=«K˙»/$\Gr^\bullet$=«Gr˙»-notation-BATCH ✓) + ★★★★§7.17.7-bold [L14081 «\textbf{7.17.7.}»] «Pour terminer, signalons que la définition d'un homomorphisme (7.17.3.1) ou (7.17.3.2), ou celle d'un homomorphisme (7.17.4.2), dépend de façon essentielle de certains choix arbitraires (un trait convenable au-dessus de $S$ dans 7.17.3, une suite de $(S_i)$ dans 7.17.4, et de plus la donnée d'une résolution des singularités dans 7.17.5), et de même pour les variantes pour $\Gr_\bullet$ etc. On construit des exemples évidents, avec pour $s$ un point double ordinaire d'une courbe algébrique disons, et $X$ un schéma projectif et lisse sur $S$ (par exemple un schéma abélien de dimension relative 2), où l'homomorphisme de spécial..."
1356,604,605,591,X Appendix,6460,A8028525537BE6CAE1FF2602103618614020E0F952047D9107A5BE8FFC8CDF3E,"### #1356 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx604 (⚠⚠⚠★★★★★ §7.18.1-fin + §7.18.2 + §7.18.3-début (Grothendieck «Appendice à l'Appendice») — **0-FIX / TOUT-CONFORME + 1-coquille-source #35 «K(K)» reproduite-fidèlement**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 73 -»=idx-531 (604-531=73, band-top) ✓ / footer «591»=idx-13 (604-13=591, band-d) ✓ / RH «X App.» ✓. CONTENU idx604 (L14086-fin → L14109-partiel) = §7.18.1-fin + §7.18.2-COMPLET(enumerate-a/b + «Alors…injective.» + «En effet…ci-dessus.») + §7.18.3-début(→«…on a :») ; enumerate-roman-i/ii(L14110-14113) → **idx605** (firing-sur-estimait). ★★★★★★TOUT-CONFORME (0-FIX, décidé-IMAGE+ZOOM) : §7.18.1-fin «…des cri-tères pour que» + ⚠⚠★★★★★**display-$F(k)\longrightarrow F(K)$** [L14087-14089, band-top] ⟹ CONFORME (nœud-terminal-«$F(K)$»-CORRECT ✓) + «soit injectif (resp. surjectif).» [L14090] ✓ + ★★★★§7.18.2-bold [L14092 «\textbf{7.18.2.}»] «Supposons que l'on soit dans l'un des deux cas suivants :» [★display-introducing-colon-«suivants :»-KEPT] + ⚠⚠★★★★★enumerate-a/b [L14093 «\alph*)»] «\item Le corps $k$ est séparablement clos, et $K/k$ est une extension séparable. \item Le corps $k$ est infini, et $K$ en est une extension pure.» ⟹ CONFORME (labels «a)»/«b)» ✓ ; ★terminaux-a)«séparable.»-POINT[get_text-menti-«rable,»-virgule]/b)«pure.»-POINT ✓, décidé-band-a) + «Alors l'application $F(k)\to K(K)$ est injective.» [L14097] ⟹ ⚠⚠★★★★★**COQUILLE-SOURCE #35 CONFIRMÉE-ZOOM** (z604_KK@6000dpi : source-lit-«$F(k)\longrightarrow K(K)$»-nœud-«K(K)»-CLAIR[K-diagonal≠F-de-«F(k)»] ⟹ **coquille-source[K(K)-pour-F(K)] ; .tex-reproduit-«K(K)»-FIDÈLEMENT ⟹ CONFORME, PAS-de-FIX, PAS-[agent]-changé[[agent]-a-reproduit-fidèlement-PAS-sur-corrigé]**) + «En effet, utilisant l..."
1357,605,606,592,X Appendix,7076,ECFB7ED128493C65C671C0A10AC136CFF106DC5DD33FB5BE0A42C3C22E06C73C,"### #1357 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx605 (⚠⚠⚠★★★★★ §7.18.3-enumerate-roman-i/ii + preuve + §7.18.4 + §7.18.5-début (Grothendieck «Appendice à l'Appendice») — **2-FIX #17/#18 (restaurations-source) + 1-coquille-source #36**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 74 -»=idx-531 (605-531=74, band-top) ✓ / footer «592»=idx-13 (605-13=592, band-d-blotchy-mais-«592»-présent) ✓ / RH «X App.» ✓. CONTENU idx605 (L14109-fin → L14121-partiel) = enumerate-roman-i/ii(§7.18.3) + preuve + §7.18.4-COMPLET + §7.18.5-début(→display-F(A)-L14121) ; p_*/K_•(X)→K_•(X×_kU)-displays + enumerate-roman-i/ii/iii → **idx606** (firing-sur-estimait). ★★★★★★VÉRIFIÉ (2-FIX, décidé-IMAGE+ZOOM-multiple) : ⚠⚠★★★★★enumerate-roman-i/ii(§7.18.3) [L14110-14113] : (i) «Pour toute extension $K$ de $k$, le noyau de $F(k)\to F(K)$ est un groupe de torsion**[,]**» ⟹ ★★★★★**FIX-#17 : .tex-«torsion;»(semicolon) → «torsion,»(virgule)** [source-lit-VIRGULE confirmé z605_cmp@9000dpi : le mark-terminal-(i)-DESCEND-sous-baseline+élongé=VIRGULE, VISUELLEMENT-DISTINCT-du-point-de-«injectif.»(compact-sur-baseline) ; [agent]-a-sur-normalisé-virgule-source→«;» ; L14111] ; (ii) «Pour toute extension pure $K$ de $k$, l'homomorphisme $F(k)\to F(K)$ est injectif. (NB. Noter qu'on ne suppose pas nécessairement $k$ infini).» ⟹ CONFORME («injectif.»-point ✓ ; «(NB. …infini).» ✓) ; ⚠CASSE-(i)/(ii) : source-«Pour»/«Pour»-MAJUSCULE, .tex-«pour»/«pour»-minuscule ⟹ **casse-NOTATION-BATCH-RAS**(convention-projet «casse RAS» ; PAS-fix-inline) + ★★★★preuve [L14115] «Dans le cas (i), on est ramené à prouver que tout élément $x$ dans le noyau de $F(k)\to F(A)$…est un élément de torsion. Utilisant un $k$-homomorphisme $A\to k'$…$A=k'$ est une extension finie de $k$..."
1358,606,607,593,X Appendix,8174,9D4BACEE02D63D12D0963AF202047E200DBB41EA28CE8ED86D1E62280E9F9545,"### #1358 (2026-07-27) - PHASE 3 COLD RE-VERIFY idx606 (⚠⚠⚠★★★★★ §7.18.5-suite/fin + §7.18-FIN (Grothendieck «Appendice à l'Appendice») — DERNIÈRE-PAGE-§7.18 — **1-FIX #19 (restauration-source) + 4-coquilles-source #37-#40 + ⚠⚠SCOPE : §7.18=DERNIÈRE-SECTION, BIBLIOGRAPHIE-ENSUITE ⟹ FIN-EXPOSÉ-X-imminente-idx607**). ÉTAPE-0 inbox Glob=45-fichiers (tous ≤2026-07-23) RAS. ★★★★MAPPING-X-App VÉRIFIÉ-IMAGE : top-num «- 75 -»=idx-531 (606-531=75, band-top ; get_text-menti-«175») ✓ / footer «593»=idx-13 (606-13=593, band-d) ✓ / RH «X App.» ✓. CONTENU idx606 (L14123-fin → L14137-fin) = §7.18.5-suite-COMPLET + §7.18-fin-COMPLET(«…resp. pour $X_K$.») ; L14139(Gr^•-para)+Bibliographie → **idx607** (firing-sur-estimait). ★★★★★★VÉRIFIÉ (1-FIX, décidé-IMAGE+ZOOM-multiple) : §7.18.5-suite «qui est un foncteur sur la catégorie $C$ **(grâce à (IV 2.12).** En vertu de (IV 3.2.3), ce dernier commute aux limites inductives filtrantes. D'ailleurs, si $k'$ est une extension finie de $k$, alors la projection $p:X\otimes_k k'\to X$ est un morphisme fini, plat, de présentation finie, donc il définit un homomorphisme image directe» [⚠★★★★**COQUILLE-SOURCE #39 : «(grâce à (IV 2.12).»-PAREN-«(grâce»-NON-FERMÉE** (band-top : source-a-1-seule-«)»-fermante[après-2.12] ; «(grâce»-reste-ouverte ; «. En vertu»-POINT-avant-capitale ✓[get_text-menti-«2.12), En»-virgule] ; .tex-reproduit-fidèlement-1-close ⟹ CONFORME, PAS-[agent]-drop)] + ⚠⚠★★★★★**display-p_*** [L14124-14126, INLINE-dans-source→display-.tex=NOTATION-LAYOUT-BATCH] «**p**$=N_{k'/k}:K_\bullet(X\otimes_k k')\longrightarrow K_\bullet(X).$» ⟹ ★★★★★**FIX-#19 : .tex-«p_*»(avec-star) → «p»(sans-star)** [source-lit-«p = N_{k'/k}»-SANS-STAR confirmé z606_pstar4@8000dpi (pas-de-«_*»-avant-«=» ; get_text-«p = Ne/k»-aussi-sans-star) ; **source-coquill..."
