"root_id","relative_path","expected_sha256","status","detail"
"non_slavic_2bd_recovery_batch_route","ARABIC_25B_VALIDATION_2BD.csv","22af8b22ecdfcd159e7475fe5a624dabddb5e9aeff1bb6e4d5acf24ef2497d25","ok","ok"
"non_slavic_2bd_recovery_batch_route","ARABIC_BLOCKERS_2BD.csv","032d00a7e68bc0c0e7feb044be724288e9583d0ab9464677d9dcb5e38c4b6cdf","ok","ok"
"non_slavic_2bd_recovery_batch_route","ARABIC_SIX_ROW_SOURCE_USE_GAP_ROLLUP_2BD.csv","0b7e63f1711d9f88f61851595147d0bf54bece9e5ae3e3b84e7209cbbd3ebc80","ok","ok"
"non_slavic_2bd_recovery_batch_route","B3_HANDOFF_READY_2BD.md","2e8fee74bcbeb9346a17008fef767351cf7cc7f338543949ad485cb7e3dd5abc","ok","ok"
"non_slavic_2bd_recovery_batch_route","B3_HANDOFF_SENT_2BD.md","ea7b385c438fdb53725f5f7312f83b73fd0ab1dc5517ee79c53af892aaa370ab","ok","ok"
"non_slavic_2bd_recovery_batch_route","B3_PACKAGE_ROOTS_2BD.csv","8223eba056d161165bf8f94e00605fddc39d8b196b1f8f2587c55e13df3a1dea","ok","ok"
"non_slavic_2bd_recovery_batch_route","B3_REPLAY_SUMMARY_2BD.csv","12fa881ee068c22ca6e6f6d24c7ba6fe3ae425f97a56f7c9b9fdf3c33c8c64b1","ok","ok"
"non_slavic_2bd_recovery_batch_route","BRANCH_COMMITS_4C_TO_2BD.csv","b61c6a7f730b121eab4f27e27d9e976f9b12a8f072f00ce77b0e52bb5165d67f","ok","ok"
"non_slavic_2bd_recovery_batch_route","BRANCH_COMPARE_4C_TO_2BD.csv","2af2b9c12226b9b969d16c9eaf40e122baff30cafc25914461d62315d18c5e5f","ok","ok"
"non_slavic_2bd_recovery_batch_route","CHILD_LANE_SOURCE_GATE_SUMMARY_2BD.csv","790b9d1ea10a6d3daa5b8b3e5c4a77251308ce20ceba0050304186822692fb29","ok","ok"
"non_slavic_2bd_recovery_batch_route","CJK_NATIVE_2BD_COUNTS.csv","d968a44ed146ec6bb034f14ca52a591431c3e0b66997913141a0d4e3a83956f7","ok","ok"
"non_slavic_2bd_recovery_batch_route","CJK_NATIVE_BLOCKERS_2BD.csv","6adad13bad11889514b2d1bb020090e2ba8b8a36e62f8d10edd509391debbf08","ok","ok"
"non_slavic_2bd_recovery_batch_route","CJK_NATIVE_SOURCE_USE_FABLE_ROLLUP_2BD.csv","2d19ecfc7d5d8a4e116b0c84388575cb7021e1b381af01c800a159041162b535","ok","ok"
"non_slavic_2bd_recovery_batch_route","EXACT_BLOCKERS_AND_RECOVERY_ROWS_2BD.csv","8e0f9dc3cebf26b2acefff2e575f53a63af96a7c15dc6280df968facc0ff96ca","ok","ok"
"non_slavic_2bd_recovery_batch_route","FABLE_SOURCE_USE_ADVERSE_LEDGER_2BD.csv","57034b11fc4aa50e67bd7b624405de8f62b3fea4834a5387c4a2930c36072e1f","ok","ok"
"non_slavic_2bd_recovery_batch_route","PERSIANATE_TAJIK_25B_COUNTS_2BD.csv","67190dbc934615d0ff59037300f05862834e0cc165b15a419948b8c017bd8a0c","ok","ok"
"non_slavic_2bd_recovery_batch_route","PERSIANATE_TAJIK_BLOCKERS_2BD.csv","a2a5956fe81247d77d334b9b85e76332f32de2758db6e121f8a1a01d5d355b2b","ok","ok"
"non_slavic_2bd_recovery_batch_route","PERSIANATE_TAJIK_SOURCE_USE_GAP_ROLLUP_2BD.csv","6c901c45f0f6a4ba838c489930dcfb8c7cc0a19d9dd0ba11c0b62f537dff5c8e","ok","ok"
"non_slavic_2bd_recovery_batch_route","R6_IDLE_BLOCKERS_2BD.csv","519fe6cf39b4d68f68b6401f6183210b2e5c96b0946a7decb91432695e0e20d9","ok","ok"
"non_slavic_2bd_recovery_batch_route","R6_IDLE_COUNTS_2BD.csv","bed2f59cfad8b2aa39f76df6cd30af41fddb97115302cc6774ba6b5dbcddb802","ok","ok"
