r6_source_use_row_id,current_head,source_artifact_path,source_artifact_sha256,source_row_id,source_row_sha256,source_signal,r6_relevance,allowed_use,required_recovery_search,forbidden_use,source_use_label,boundary,source_recovery_id,source_branch_head,source_recovery_type,source_remote_path,source_raw_url,source_blocker,source_next_action,source_source_body_status,source_label_boundary,source_ledger_id,source_category,source_source_input_id,source_local_body_path,source_source_sha256,source_line,source_signal_excerpt,source_required_application,source_must_not,source_b3_route
R6_SRCUSE_RECOVERY_001,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0067,3CB6AD74FB0ED07B498680C33531313C54178332C0B3C4E58BF203B17F5B7DA4,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0067,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
R6_SRCUSE_RECOVERY_002,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0076,21B31E7F0FB6E0A46C07B3D298416114D0C91C7E9201F07C03834FE978FF345D,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0076,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/B3_R6_UPLOADER_READY_QUEUE.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
R6_SRCUSE_RECOVERY_003,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0077,CFD9DFDAC96CDD50041E69628DC6D5A127B044FE66CDD9FD49A80A66D22F691C,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0077,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/BRANCH_VISIBLE_R6_RELATED_PATHS_CURRENT.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
R6_SRCUSE_RECOVERY_004,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0078,1391F90369327734C0438B973C05ED32EE42EC80F95273DF568F9F5949904ECB,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0078,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/BRANCH_VISIBLE_R6_RELATED_ROOT_COUNTS_CURRENT.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
R6_SRCUSE_RECOVERY_005,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0079,7DB49A922192275061D0CF123D8C53773A6C3431BBFCB752E537174797F31D9A,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0079,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/COMMIT_FRONTIER_8F7_TO_CURRENT.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
R6_SRCUSE_RECOVERY_006,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0080,6653003D930D49A9CE7E1CC58BD62347789D25C509C09246B8A422189FAE8F0F,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0080,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/CREDENTIAL_PATTERN_SCAN.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
R6_SRCUSE_RECOVERY_007,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0081,1ED2E77E8A262743CDA1D395F8510EFF372DD7D3A03646A4CB681B759745E1D9,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0081,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/DELTA_8F7_TO_CURRENT_FILE_LEDGER.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
R6_SRCUSE_RECOVERY_008,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0082,97E05F82A9CAA63D9D02FF8C7B88992AFE4FC17BD3191A86F24CD46514DE0178,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0082,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/DELTA_8F7_TO_CURRENT_R6_PATHS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
R6_SRCUSE_RECOVERY_009,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0083,21D1B0ECC99578E128337ECCDBF3F5F0FA7D83DB0B1F1FD9D41F15761C14A71B,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0083,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/DELTA_8F7_TO_CURRENT_ROOT_COUNTS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
R6_SRCUSE_RECOVERY_010,faa2c330deb886098750dafb5c500e244e1333fe,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,3C7B81C49CF26C12A630F3BE62204ADAE92EA6DC1482D6538FC47E372259B592,C7FB-STD-RECOVERY-0084,E6500F91896C9F26496DB6E37F2475981CD17F4783576156CE1C13F20D236828,C7FB standardization recovery,R6/Indigenous/Creole/Sign/access/ethics authority signal or forbidden-surface safeguard,source-use/gap/recovery/ethics authority routing only,"R6 owner lane must attach concrete source bodies, access/license signals, reviewer/ethics authority rows, and hashes before any payload use.",visual inventory; term spine; sign rendering; pilot; accepted terminology; native/community review claim; translation completion,r6-source-use-gap-row,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",C7FB-STD-RECOVERY-0084,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706/OLD_B_R6_ALIGNMENT_8F7_WAKE_CURRENT_BRANCH_AUDIT_20260706T062245/LOCAL_R6_OUTPUT_CATEGORY_COUNTS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion,,,,,,,,,,
