support_id,current_head,source_use_row_id,source_artifact_path,source_row_id,permitted_support,not_permitted,owner_lane_next_action,source_use_label,boundary
R6_SUPPORT_FAA2_001,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_001,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0067,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R6_SUPPORT_FAA2_002,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_002,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0076,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R6_SUPPORT_FAA2_003,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_003,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0077,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R6_SUPPORT_FAA2_004,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_004,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0078,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R6_SUPPORT_FAA2_005,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_005,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0079,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R6_SUPPORT_FAA2_006,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_006,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0080,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R6_SUPPORT_FAA2_007,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_007,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0081,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R6_SUPPORT_FAA2_008,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_008,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0082,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R6_SUPPORT_FAA2_009,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_009,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0083,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R6_SUPPORT_FAA2_010,faa2c330deb886098750dafb5c500e244e1333fe,R6_SRCUSE_RECOVERY_010,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_BODY_LINKED_STANDARDIZATION_20260706\STANDARDIZATION_RECOVERY_ROWS_C7FB.csv,C7FB-STD-RECOVERY-0084,source witness indexing; ethics/authority checklist; access/license/hash gap row; reviewer-boundary note,visual inventory; term spine; sign rendering; canonical translation; bridge/pilot,R6 lane should attach literal source bodies and ethics/reviewer authority before any generated-draft support.,r6-source-gated-support-queue,"FAA2C330 R6 ethics/authority wake packet; source-use/gap/recovery and reviewer-boundary support only; no pilot, visual inventory, term spine, sign rendering, community consent, native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
