probe_id,target_language_or_access_target,query,platform,source_url,http_status,result_count,local_metadata_path,metadata_sha256,header_metadata_path,header_sha256,topic_language_tags,top_metadata_summary,license_or_access_signal,source_gate_decision,explicit_gap_or_blocker,body_saved,source_text_saved,promotion_allowed
R9-P3-HI-01-01,Hausa,hausa mathematics textbook,Open Library search API,https://openlibrary.org/search.json?q=hausa+mathematics+textbook&limit=5&fields=key%2Ctitle%2Cauthor_name%2Clanguage%2Cia%2Chas_fulltext%2Cebook_access%2Cpublic_scan_b%2Cia_collection_s%2Cfirst_publish_year,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\01_01_hausa_open_hausa_mathematics_textbook.json,C52C54471FE25A31EAC06F2052A0DD42523EE49FF534E3DD0224AF614878FF42,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\01_01_hausa_open_hausa_mathematics_textbook.headers.json,5971071572A45E865E26E145878D3DD8216F0158A636C421BAE86244CEC3A893,Hausa; West Africa; mathematics; textbook/source-body candidate,no Open Library metadata results,metadata only; no fulltext/access signal in top records,zero_result_gap_or_error_not_admitted,No candidate source-body metadata found for this query/platform; keep P3 route/source-body gap open.,false,false,false
R9-P3-HI-01-02,Hausa,hausa mathematics textbook,Internet Archive advancedsearch API,https://archive.org/advancedsearch.php?q=%28hausa+AND+mathematics+AND+textbook%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=year&fl%5B%5D=language&fl%5B%5D=mediatype&fl%5B%5D=licenseurl&fl%5B%5D=rights&rows=5&page=1&output=json,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\01_02_hausa_internet_hausa_mathematics_textbook.json,A718B0165FD2452BB6E267D1E517FD130382374721090F21931C4DEA171DAB3D,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\01_02_hausa_internet_hausa_mathematics_textbook.headers.json,B6EA47958EF8C0E255AAFEAC439A3990DE1D7D612EE13F753EAD0C3BCBD095F5,Hausa; West Africa; mathematics; textbook/source-body candidate,no Internet Archive metadata results,metadata only; no rights/license signal in top records,zero_result_gap_or_error_not_admitted,No candidate source-body metadata found for this query/platform; keep P3 route/source-body gap open.,false,false,false
R9-P3-HI-01-03,Hausa,hausa mathematics textbook,GitHub repository search API,https://api.github.com/search/repositories?q=hausa+mathematics+textbook+in%3Aname%2Cdescription%2Creadme&per_page=5&sort=updated&order=desc,200,10,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\01_03_hausa_github_hausa_mathematics_textbook.json,68AE9E30A3100CE643917CD25C6992DDC3C6F499B76B4E0AB1DBFE158BCAA163,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\01_03_hausa_github_hausa_mathematics_textbook.headers.json,7CE79830458C41E9E6C8346E3BF16635D4FD06EF9673081A1F89237F3ECCEA5C,Hausa; West Africa; mathematics; textbook/source-body candidate,commoncrawl/awesome-low-resource-languages | lang=None | license=missing | url=https://github.com/commoncrawl/awesome-low-resource-languages; olanrewajufcb/hr-service | lang=Java | license=missing | url=https://github.com/olanrewajufcb/hr-service; M13c/nlp-arxiv-daily | lang=Python | license=missing | url=https://github.com/M13c/nlp-arxiv-daily,metadata only; license missing in top records,metadata_candidate_not_admitted,"Metadata results require exact source-body availability, target-language math-domain review, URL/hash capture, and license/access/source-owner checks before source-canon use.",false,false,false
R9-P3-HI-01-04,Hausa,hausa mathematics textbook,Hugging Face dataset search API,https://huggingface.co/api/datasets?search=hausa+mathematics+textbook&limit=5&full=true,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\01_04_hausa_hugging_hausa_mathematics_textbook.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\01_04_hausa_hugging_hausa_mathematics_textbook.headers.json,1B4D6C7A76FCBE05E1B372F2596604B25FDDB13DB2A799D8712A4671A1F56C95,Hausa; West Africa; mathematics; textbook/source-body candidate,no Hugging Face dataset metadata results,metadata only; license tag missing in top records,zero_result_gap_or_error_not_admitted,No candidate source-body metadata found for this query/platform; keep P3 route/source-body gap open.,false,false,false
R9-P3-HI-02-01,Hausa,lissafi hausa,Open Library search API,https://openlibrary.org/search.json?q=lissafi+hausa&limit=5&fields=key%2Ctitle%2Cauthor_name%2Clanguage%2Cia%2Chas_fulltext%2Cebook_access%2Cpublic_scan_b%2Cia_collection_s%2Cfirst_publish_year,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\02_01_hausa_open_lissafi_hausa.json,46E0718DDA2D8488A87117D93C12B4704E7BDD64ABB76D5E255269A165A17B00,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\02_01_hausa_open_lissafi_hausa.headers.json,B066F877AB66B698B72A51BB9B6580BD1C8A6B5DB38749070437CEE84C50AA6C,Hausa; West Africa; mathematics; endonym=lissafi; source-body candidate,no Open Library metadata results,metadata only; no fulltext/access signal in top records,zero_result_gap_or_error_not_admitted,No candidate source-body metadata found for this query/platform; keep P3 route/source-body gap open.,false,false,false
R9-P3-HI-02-02,Hausa,lissafi hausa,Internet Archive advancedsearch API,https://archive.org/advancedsearch.php?q=%28lissafi+AND+hausa%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=year&fl%5B%5D=language&fl%5B%5D=mediatype&fl%5B%5D=licenseurl&fl%5B%5D=rights&rows=5&page=1&output=json,200,1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\02_02_hausa_internet_lissafi_hausa.json,0B84E332980AEB3161355A17F44B7034150798695323026C0138075020E35D6F,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\02_02_hausa_internet_lissafi_hausa.headers.json,E28AACAA44873643D514BB16E4F2B199131FD87BDD7C619BA7BCC2937BC06408,Hausa; West Africa; mathematics; endonym=lissafi; source-body candidate,hawiki-Lissafi-20200722.pdf | title=hawiki-Lissafi-20200722.pdf | language=Hausa | mediatype=texts | rights=https://creativecommons.org/licenses/by-sa/3.0/,hawiki-Lissafi-20200722.pdf rights= license=https://creativecommons.org/licenses/by-sa/3.0/,metadata_candidate_not_admitted,"Metadata results require exact source-body availability, target-language math-domain review, URL/hash capture, and license/access/source-owner checks before source-canon use.",false,false,false
R9-P3-HI-02-03,Hausa,lissafi hausa,GitHub repository search API,https://api.github.com/search/repositories?q=lissafi+hausa+in%3Aname%2Cdescription%2Creadme&per_page=5&sort=updated&order=desc,200,4,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\02_03_hausa_github_lissafi_hausa.json,E7E012E02B99A124EB53342A3E1912B53FE9366A238CA275C6E63C4357DFC5CE,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\02_03_hausa_github_lissafi_hausa.headers.json,20C091043957F2173D6818F1BD652C2941555C7805379538393953940A3A9F51,Hausa; West Africa; mathematics; endonym=lissafi; source-body candidate,ficore-africa/Public_Info | lang=None | license=missing | url=https://github.com/ficore-africa/Public_Info; muhammadsaniishaq/kasuwata | lang=TypeScript | license=missing | url=https://github.com/muhammadsaniishaq/kasuwata; angonushra/MIHAME | lang=None | license=missing | url=https://github.com/angonushra/MIHAME,FazamMV23/HausaMath=MIT,metadata_candidate_not_admitted,"Metadata results require exact source-body availability, target-language math-domain review, URL/hash capture, and license/access/source-owner checks before source-canon use.",false,false,false
R9-P3-HI-02-04,Hausa,lissafi hausa,Hugging Face dataset search API,https://huggingface.co/api/datasets?search=lissafi+hausa&limit=5&full=true,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\02_04_hausa_hugging_lissafi_hausa.json,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\02_04_hausa_hugging_lissafi_hausa.headers.json,83287D12E50CE637DEAC1522FABA64A2A3724FE82FDE36492C57EFE5F3809217,Hausa; West Africa; mathematics; endonym=lissafi; source-body candidate,no Hugging Face dataset metadata results,metadata only; license tag missing in top records,zero_result_gap_or_error_not_admitted,No candidate source-body metadata found for this query/platform; keep P3 route/source-body gap open.,false,false,false
R9-P3-HI-03-01,Igbo,igbo mathematics textbook,Open Library search API,https://openlibrary.org/search.json?q=igbo+mathematics+textbook&limit=5&fields=key%2Ctitle%2Cauthor_name%2Clanguage%2Cia%2Chas_fulltext%2Cebook_access%2Cpublic_scan_b%2Cia_collection_s%2Cfirst_publish_year,200,0,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\03_01_igbo_open_igbo_mathematics_textbook.json,5582F9DB864F6BCA11554EDD27ACFED71546A86281ADCC3431799C48F4DDC945,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\03_01_igbo_open_igbo_mathematics_textbook.headers.json,52510D12866A81BB0C424CCA92266709BF02EA4ECDF09B92AC74223D85EB59D5,Igbo; West Africa; mathematics; textbook/source-body candidate,no Open Library metadata results,metadata only; no fulltext/access signal in top records,zero_result_gap_or_error_not_admitted,No candidate source-body metadata found for this query/platform; keep P3 route/source-body gap open.,false,false,false
R9-P3-HI-03-02,Igbo,igbo mathematics textbook,Internet Archive advancedsearch API,https://archive.org/advancedsearch.php?q=%28igbo+AND+mathematics+AND+textbook%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=creator&fl%5B%5D=year&fl%5B%5D=language&fl%5B%5D=mediatype&fl%5B%5D=licenseurl&fl%5B%5D=rights&rows=5&page=1&output=json,200,1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\03_02_igbo_internet_igbo_mathematics_textbook.json,96F230B797D8620DA329FC86060BFFD50506FFDE7AE843534FAF9CAD0853489A,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\work\source_canon_witnesses\20260705_r9_p3_hausa_igbo_candidate_probe\03_02_igbo_internet_igbo_mathematics_textbook.headers.json,8C483FEBBE4C4992E2F387FBA87E55D3B5378AB3AEA426B4858232A0E76CABAE,Igbo; West Africa; mathematics; textbook/source-body candidate,"bridging-world-history | title=Bridging World History (Alternate) ★ ""Lost"" Annenberg Series with Course Materials | language=eng | mediatype=movies | rights=Fair Use Notice",bridging-world-history rights=Fair Use Notice license=https://creativecommons.org/publicdomain/mark/1.0/,metadata_candidate_not_admitted,"Metadata results require exact source-body availability, target-language math-domain review, URL/hash capture, and license/access/source-owner checks before source-canon use.",false,false,false
