"row_id","scope","language_or_region","source_name","host","topic_tags","evidence_tier","source_format","source_url","current_status","content_type","remote_byte_count","remote_sha256","local_path","local_byte_count","local_sha256","license_access_signal","observed_signal","source_package_status","exact_content_gap_or_blocker","next_source_action","non_claim_boundary"
"R7PRPMB001","Malay-Indonesian","Malaysian Malay","PRPM search snapshot: invarian","prpm.dbp.gov.my","invariant;PRPM;official_search;comparator","C_HTML_REMOTE_HASHED_COMPARATOR","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?keyword=invarian","200","text/html; charset=utf-8","25437","C625BAB2CCB6723AC31E7C42030C172F6857C84BFA6E90D0F3BE7395E02CC8EB","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\html_snapshots\prpm_invarian_search.html","25437","F83E664160B067BA293AD345F7B6C87D4CDCAF290F2B0FAB2F57F325834B69CE","official_search_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200; prior local snapshot remains archived; current remote hash differs from prior archived hash at same byte count","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","search_result_only; not exact local adoption; not Brunei or Singapore evidence; not translation authority","retain as comparator/query seed only and continue publication/source-package discovery","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7PRPMB002","Malay-Indonesian","Malaysian Malay","PRPM search snapshot: kovarian","prpm.dbp.gov.my","covariant;PRPM;official_search;comparator","C_HTML_REMOTE_HASHED_COMPARATOR","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?keyword=kovarian","200","text/html; charset=utf-8","25675","5EA4A5AA2DC53593D7716DEA67B1FB3178564A57BC23D5A371FB4068CF3FEA5C","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\html_snapshots\prpm_kovarian_search.html","25675","E26129304250E4B8D667D63DED96D09B45E76DE0E515BEA35474043D4EB68B84","official_search_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200; prior local snapshot remains archived; current remote hash differs from prior archived hash at same byte count","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","search_result_only; not exact local adoption; not Brunei or Singapore evidence; not translation authority","retain as comparator/query seed only and continue publication/source-package discovery","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7PRPMB003","Malay-Indonesian","Malaysian Malay","PRPM search snapshot: paduan","prpm.dbp.gov.my","resultant;paduan;PRPM;official_search;comparator","C_HTML_REMOTE_HASHED_COMPARATOR","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?keyword=paduan","200","text/html; charset=utf-8","32916","ACEA772EAD15867D14BD8F6891DDA5136A9126447551604BD36A399DB9CC9468","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\html_snapshots\prpm_paduan_search.html","32916","9AB9D19477E91443BAB75985E045F0F3E9BD099652FA52803F85AD1CF30A3AC8","official_search_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200; prior local snapshot remains archived; current remote hash differs from prior archived hash at same byte count","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","search_result_only; not exact local adoption; not Brunei or Singapore evidence; not translation authority","retain as comparator/query seed only and continue publication/source-package discovery","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7PRPMB004","Malay-Indonesian","Malaysian Malay","PRPM search snapshot: unggulan","prpm.dbp.gov.my","ideal;unggulan;PRPM;official_search;comparator","C_HTML_REMOTE_HASHED_COMPARATOR","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?keyword=unggulan","200","text/html; charset=utf-8","26313","2F7A825B595A1050201E557BCAD57B97C738D8344B21797D356EAF6079DD4C20","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\html_snapshots\prpm_unggulan_search.html","26313","DD459623F1544F51166DED0D33CE8DC3B942F4A6D775E779CDDC15EA35E236A2","official_search_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200; prior local snapshot remains archived; current remote hash differs from prior archived hash at same byte count","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","search_result_only; not exact local adoption; not Brunei or Singapore evidence; not translation authority","retain as comparator/query seed only and continue publication/source-package discovery","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7PRPMB005","Comparator","MABBIM Malaysia DBP","PRPM Istilah MABBIM search: peluaran","prpm.dbp.gov.my","MABBIM;Matematik;peluaran;official_search;comparator","C_HTML_REMOTE_HASHED_COMPARATOR","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?d=115704&keyword=peluaran","200","text/html; charset=utf-8","29187","F2C8E8358FCD43BEDBACDFF069421605CFE3A87C7A1BA6D7013A9613FAA36109","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T161205Z_malay_indonesian_brunei_singapore_content_status\mabbim_comparator_malaysia_dbp_prpm\malaysia_dbp_prpm_istilah_mabbim_math_sample.html","29187","E8DFCDE6A891AA4786CE62C62ABFB5202E15A76CA2225DB54B8EAB6B92202927","public_official_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200 with MABBIM and Matematik signals; Brunei column/header signal is not local Brunei adoption evidence","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","comparator-only MABBIM row; not Brunei/Singapore exact-content closure; not translation authority","retain as comparator/query seed only and seek item-level local source adoption if needed","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7PRPMB006","Comparator","MABBIM Malaysia DBP","PRPM Istilah MABBIM search: subkumpulan","prpm.dbp.gov.my","MABBIM;Matematik;group_theory;subgroup;official_search;comparator","C_HTML_REMOTE_HASHED_COMPARATOR","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?d=115704&keyword=subkumpulan","200","text/html; charset=utf-8","31031","DBD31D9AB1142A4D94B16C10335A074ED1634EA28FFC75DC82A6144E7347058F","remote_hash_only_no_local_payload","not_applicable","not_applicable","public_official_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200 with MABBIM and Matematik signals; route is term-table/search provenance only","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","comparator-only route; not corpus proof prose; not local adoption or translation authority","retain as comparator/query seed only and continue source-package discovery for Malay math publications","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7PRPMB007","Comparator","MABBIM Malaysia DBP","PRPM Istilah MABBIM search: gelanggang","prpm.dbp.gov.my","MABBIM;Matematik;ring_theory;gelanggang;official_search;comparator","C_HTML_REMOTE_HASHED_COMPARATOR","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?d=115704&keyword=gelanggang","200","text/html; charset=utf-8","40336","91F31CD5A9F45163878219246A1AF6AD0EED99EE24698682CA83E08CE7D87E3A","remote_hash_only_no_local_payload","not_applicable","not_applicable","public_official_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200 with MABBIM and Matematik signals; route is term-table/search provenance only","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","comparator-only route; not corpus proof prose; not local adoption or translation authority","retain as comparator/query seed only and continue source-package discovery for Malay math publications","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7PRPMB008","Comparator","MABBIM Malaysia DBP","PRPM Istilah MABBIM search: modul","prpm.dbp.gov.my","MABBIM;module;modul;official_search;comparator","C_HTML_REMOTE_HASHED_COMPARATOR","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?d=115704&keyword=modul","200","text/html; charset=utf-8","36465","02234F471377190863DF70189E7C5FE78FD0272737F86E70E6BC00697A5BDEFA","remote_hash_only_no_local_payload","not_applicable","not_applicable","public_official_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200 with MABBIM signal; automated probe did not match a Matematik signal in page text","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","comparator-only route; term string is broad and not exact algebra proof-prose evidence","retain as comparator/query seed only and continue source-package discovery for Malay math publications","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7PRPMB009","Comparator","MABBIM Malaysia DBP","PRPM Istilah MABBIM search: homomorfisma","prpm.dbp.gov.my","MABBIM;Matematik;homomorphism;homomorfisma;official_search;comparator","C_HTML_REMOTE_HASHED_COMPARATOR","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?d=115704&keyword=homomorfisma","200","text/html; charset=utf-8","31113","FEB14B3FE5767329A2E79B4A8E533C6CABC283FD44EE51E10748AD1BEB588F74","remote_hash_only_no_local_payload","not_applicable","not_applicable","public_official_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200 with MABBIM and Matematik signals; route is term-table/search provenance only","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","comparator-only route; not corpus proof prose; not local adoption or translation authority","retain as comparator/query seed only and continue source-package discovery for Malay math publications","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7PRPMB010","Comparator","MABBIM Malaysia DBP","PRPM Istilah MABBIM search: Noether","prpm.dbp.gov.my","MABBIM;Noether;official_search;negative_probe;comparator","GAP_QUERY_NO_EXACT_MABBIM_SIGNAL","html_search_snapshot","https://prpm.dbp.gov.my/Cari1?d=115704&keyword=Noether","200","text/html; charset=utf-8","22903","BB330802A50345C22008A78A45BF32CAC3B45B4B535659F129D8E7A81C3A968C","remote_hash_only_no_local_payload","not_applicable","not_applicable","public_official_snapshot_license_not_established; copyright_reserved_observed_on_prpm_page; no_license_clearance_claimed","current remote route returns 200 but automated probe did not match MABBIM or Matematik result signals beyond the query context","not_source_package; no TeX LaTeX arXiv e-print or source archive captured","negative search/gap row; no exact Noetherian term evidence captured","retain as negative comparator probe and continue publication source-package discovery","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
