"term_id","language_lane","english_concept","draft_target_rendering","sufficiency_transition_decision","current_reader_status","source_slice_ids","german_or_control_anchor","source_context_note","term_alternatives_or_register_note","formula_neighboring_usage_note","interlinear_or_linguistic_scaffold","evidence_basis_summary","draft_confidence","mathematical_domain","native_review_status","canonical_approval_status","nonclaim_boundary","next_action"
"term-fr-0001","french","algebra","algèbre","covered_draft_allowed","translated_slice","R01","Algebra / noncommutative algebra","","","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence.","DE: Algebra / noncommutative algebra | EN: algebra | FRENCH: algèbre","German/source slice covered; target-language source-canon sidecars record 1264 TeX/source hits across 42 files where available.","medium_high_draft","algebra_core","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0002","french","commutative algebra","algèbre commutative","covered_draft_allowed","translated_slice","R01","kommutative Algebra","","","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence.","DE: kommutative Algebra | EN: commutative algebra | FRENCH: algèbre commutative","German/source slice covered; target-language source-canon sidecars record 35 TeX/source hits across 10 files where available.","medium_high_draft","commutative_algebra","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0003","french","Hilbert basis","base de Hilbert","covered_draft_allowed_gap_narrowed","translated_slice_evidence_gap_narrowed","R02;R07","Hilbertsches Theorem / Modulbasis / Basissaetze","Validated French TeX still has 0 exact base de Hilbert hits; supplemental local French course text has theorem-level evidence for théorème de la base de Hilbert at line 819 and théorème de Hilbert at line 115. Prefer theorem-context phrasing; keep base de Hilbert as glossary shorthand pending review.","théorème de la base de Hilbert when theorem context is explicit","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context.","DE: Hilbertsches Theorem / Modulbasis / Basissaetze | EN: Hilbert basis | FRENCH: base de Hilbert","German/source slice is covered; target-language exact TeX hits are weak or zero, so retain evidence-gap/review flag.","medium_high_draft","commutative_algebra","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0004","french","localization","localisation","covered_draft_allowed_with_source_context_note","translated_slice_with_source_note","R09","Quotientenring / localized quotient-ring construction","German source uses Quotientenring/localized notation rather than literal Lokalisierung.","","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence.","DE: Quotientenring / localized quotient-ring construction | EN: localization | FRENCH: localisation","German/source slice covered; target-language source-canon sidecars record 57 TeX/source hits across 21 files where available.","medium_high_draft","commutative_algebra","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0005","french","field","corps","covered_draft_allowed","translated_slice","R10","Koerper","","","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence.","DE: Koerper | EN: field | FRENCH: corps","German/source slice covered; target-language source-canon sidecars record 2019 TeX/source hits across 64 files where available.","medium_high_draft","field_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0006","french","module","module","covered_draft_allowed","translated_slice","R06;R08;R10","Modul","","","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source.","DE: Modul | EN: module | FRENCH: module","German/source slice covered; target-language source-canon sidecars record 1606 TeX/source hits across 57 files where available.","medium_high_draft","module_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0007","french","quotient module","module quotient","covered_draft_allowed","translated_slice","R08;R12","Restklassenmodul / M/U","Restklassenmodul rendered as module quotient / module de classes résiduelles.","quotient de module in explanatory prose","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas.","DE: Restklassenmodul / M/U | EN: quotient module | FRENCH: module quotient","German/source slice covered; target-language source-canon sidecars record 10 TeX/source hits across 6 files where available.","medium_high_draft","module_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0008","french","tensor product","produit tensoriel","uncovered_source_acquisition_gap_retained","deepened_blocker_no_usable_tensor_anchor","","Tensorprodukt absent; noisy otimes only","Coordinator recheck corrected prior wording: LocalCodex has noisy \\otimes hits, but no direct Tensorprodukt/Tensor/tensor prose hit and no usable tensor-product source context; local Romance evidence supports terminology only. No corpus prose until canon German source slice names or explains tensor product.","","Formula-neighboring blocker: noisy otimes/product material is not a named tensor-product prose anchor; do not create corpus prose from formula symbol alone.","DE: Tensorprodukt absent; noisy otimes only | EN: tensor product | FRENCH: produit tensoriel","Target-language term witnesses exist, but source-corpus/German anchor is insufficient for corpus prose.","medium_high_draft","module_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Do not add corpus prose; continue source acquisition/gap tracking until a canon German source slice names or explains the concept."
"term-fr-0009","french","submodule","sous-module","covered_draft_allowed","translated_slice","R06;R10;R12","Untermodul","","","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source.","DE: Untermodul | EN: submodule | FRENCH: sous-module","German/source slice covered; target-language source-canon sidecars record 71 TeX/source hits across 11 files where available.","medium_high_draft","module_theory","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
"term-fr-0010","french","automorphism","automorphisme","covered_draft_allowed","translated_slice","R14","Automorphismenring / Automorphismen","","","Near morphism/representation notation; preserve the -morphism or representation register and avoid over-normalizing historical prose.","DE: Automorphismenring / Automorphismen | EN: automorphism | FRENCH: automorphisme","German/source slice covered; target-language source-canon sidecars record 137 TeX/source hits across 22 files where available.","medium_high_draft","morphism","not_native_reviewed","not_approved","draft/non-canonical/not accepted terminology/not gate-promoted/no license-clearance claim/no Git push by language lane","Use existing corpus slice plus this row note as draft review material under the sufficiency transition; do not promote or claim review."
