source_span_id,entity_id,source_id,physical_page,printed_page,bbox_or_text_anchor,sequence_start,sequence_end,visual_receipt_id,fr_diplomatic_file,fr_corrected_file,en_file,alignment_status
ILL-SP-239-001-01,ILL-CCD:LNM239:FM:COVER,illusie:I:pdf,1,cover,cover:cover,1,1,ILL-REV-20260804-0005,tex/volume_I/fr_diplomatic/front/000_cover.tex,tex/volume_I/fr_corrected/front/000_cover.tex,tex/volume_I/en/front/000_cover.tex,verified
ILL-SP-239-001-02,ILL-CCD:LNM239:SUB:COVER:SERIES,illusie:I:pdf,1,cover,cover:series,2,2,ILL-REV-20260804-0005,tex/volume_I/fr_diplomatic/front/000_cover.tex,tex/volume_I/fr_corrected/front/000_cover.tex,tex/volume_I/en/front/000_cover.tex,verified
ILL-SP-239-001-03,ILL-CCD:LNM239:SUB:COVER:EDITORS,illusie:I:pdf,1,cover,cover:editors,3,3,ILL-REV-20260804-0005,tex/volume_I/fr_diplomatic/front/000_cover.tex,tex/volume_I/fr_corrected/front/000_cover.tex,tex/volume_I/en/front/000_cover.tex,verified
ILL-SP-239-001-04,ILL-CCD:LNM239:SUB:COVER:NUMBER,illusie:I:pdf,1,cover,cover:number,4,4,ILL-REV-20260804-0005,tex/volume_I/fr_diplomatic/front/000_cover.tex,tex/volume_I/fr_corrected/front/000_cover.tex,tex/volume_I/en/front/000_cover.tex,verified
ILL-SP-239-001-05,ILL-CCD:LNM239:SUB:COVER:AUTHOR,illusie:I:pdf,1,cover,cover:author,5,5,ILL-REV-20260804-0005,tex/volume_I/fr_diplomatic/front/000_cover.tex,tex/volume_I/fr_corrected/front/000_cover.tex,tex/volume_I/en/front/000_cover.tex,verified
ILL-SP-239-001-06,ILL-CCD:LNM239:SUB:COVER:TITLE,illusie:I:pdf,1,cover,cover:title,6,6,ILL-REV-20260804-0005,tex/volume_I/fr_diplomatic/front/000_cover.tex,tex/volume_I/fr_corrected/front/000_cover.tex,tex/volume_I/en/front/000_cover.tex,verified
ILL-SP-239-001-07,ILL-CCD:LNM239:DGM:p001:d01,illusie:I:pdf,1,cover,cover:emblem,7,7,ILL-REV-20260804-0005,tex/volume_I/fr_diplomatic/front/000_cover.tex,tex/volume_I/fr_corrected/front/000_cover.tex,tex/volume_I/en/front/000_cover.tex,verified
ILL-SP-239-001-08,ILL-CCD:LNM239:SUB:COVER:IMPRINT,illusie:I:pdf,1,cover,cover:imprint,8,8,ILL-REV-20260804-0005,tex/volume_I/fr_diplomatic/front/000_cover.tex,tex/volume_I/fr_corrected/front/000_cover.tex,tex/volume_I/en/front/000_cover.tex,verified
ILL-SP-239-002-01,ILL-CCD:LNM239:FM:IC,illusie:I:pdf,2,inside-cover,text:Publisher series statement and Lecture Notes in Physics catalogue,1,1,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-02,ILL-CCD:LNM239:SUB:IC:POLICY,illusie:I:pdf,2,inside-cover,text:This series aims to report new developments in mathematical research and teaching,2,2,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-03,ILL-CCD:LNM239:SUB:IC:POLICY:01,illusie:I:pdf,2,inside-cover,text:Preliminary drafts of original papers and monographs,3,3,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-04,ILL-CCD:LNM239:SUB:IC:POLICY:02,illusie:I:pdf,2,inside-cover,"text:Lectures on a new field, or presenting a new angle on a classical field",4,4,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-05,ILL-CCD:LNM239:SUB:IC:POLICY:03,illusie:I:pdf,2,inside-cover,text:Seminar work-outs,5,5,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-06,ILL-CCD:LNM239:SUB:IC:POLICY:04,illusie:I:pdf,2,inside-cover,"text:Reports of meetings, provided they are",6,6,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-07,ILL-CCD:LNM239:SUB:IC:POLICY:04:a,illusie:I:pdf,2,inside-cover,text:of exceptional interest,7,7,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-08,ILL-CCD:LNM239:SUB:IC:POLICY:04:b,illusie:I:pdf,2,inside-cover,text:devoted to a single topic,8,8,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-09,ILL-CCD:LNM239:SUB:IC:OUTPRINT,illusie:I:pdf,2,inside-cover,text:Texts which are out of print but still in demand,9,9,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-10,ILL-CCD:LNM239:SUB:IC:TIMELINESS,illusie:I:pdf,2,inside-cover,text:The timeliness of a manuscript is more important than its form,10,10,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-11,ILL-CCD:LNM239:SUB:IC:MINPAGES,illusie:I:pdf,2,inside-cover,text:Manuscripts should comprise not less than 100 pages,11,11,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-12,ILL-CCD:LNM239:SUB:IC:SERVICE,illusie:I:pdf,2,inside-cover,text:Publication of Lecture Notes is intended as a service,12,12,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-13,ILL-CCD:LNM239:SUB:IC:MS,illusie:I:pdf,2,inside-cover,text:Manuscripts,13,13,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-14,ILL-CCD:LNM239:SUB:IC:MS:PHOTO,illusie:I:pdf,2,inside-cover,text:Manuscripts are reproduced by a photographic process,14,14,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-15,ILL-CCD:LNM239:SUB:IC:MS:SYMBOLS,illusie:I:pdf,2,inside-cover,text:Symbols not on the typewriter should be inserted by hand,15,15,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-16,ILL-CCD:LNM239:SUB:IC:MS:CORRECTIONS,illusie:I:pdf,2,inside-cover,text:Corrections to the typescript should be made by sticking the amended text,16,16,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-17,ILL-CCD:LNM239:SUB:IC:MS:COPIES,illusie:I:pdf,2,inside-cover,text:Authors receive 75 free copies,17,17,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-18,ILL-CCD:LNM239:SUB:IC:MS:DIMENSIONS,illusie:I:pdf,2,inside-cover,text:18 x 26.5 cm (7 x 10½ inches),18,18,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-19,ILL-CCD:LNM239:SUB:IC:MS:STATIONERY,illusie:I:pdf,2,inside-cover,text:The publishers will be pleased to supply on request special stationery,19,19,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-20,ILL-CCD:LNM239:SUB:IC:MS:SUBMISSION,illusie:I:pdf,2,inside-cover,"text:Manuscripts in English, German or French should be sent to Prof. Dr. A. Dold or Prof. Dr. B. Eckmann",20,20,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-21,ILL-CCD:LNM239:SUB:IC:CAT,illusie:I:pdf,2,inside-cover,text:Lecture Notes in Physics,21,21,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-22,ILL-CCD:LNM239:SUB:IC:CAT:HEAD,illusie:I:pdf,2,inside-cover,text:Bisher erschienen/Already published,22,22,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-23,ILL-CCD:LNM239:SUB:IC:CAT:V01,illusie:I:pdf,2,inside-cover,"text:J. C. Erdmann, Wärmeleitung in Kristallen, theoretische Grundlagen und fortgeschrittene experimentelle Methoden",23,23,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-24,ILL-CCD:LNM239:SUB:IC:CAT:V02,illusie:I:pdf,2,inside-cover,"text:K. Hepp, Théorie de la renormalisation",24,24,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-25,ILL-CCD:LNM239:SUB:IC:CAT:V03,illusie:I:pdf,2,inside-cover,"text:A. Martin, Scattering Theory: Unitarity, Analytic and Crossing",25,25,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
ILL-SP-239-002-26,ILL-CCD:LNM239:SUB:IC:CAT:V04,illusie:I:pdf,2,inside-cover,"text:G. Ludwig, Deutung des Begriffs physikalische Theorie und axiomatische Grundlegung der Hilbertraumstruktur der Quantenmechanik durch Hauptsätze des Messens",26,26,ILL-REV-20260804-0009,tex/volume_I/fr_diplomatic/front/001_publisher_series_statement.tex,tex/volume_I/fr_corrected/front/001_publisher_series_statement.tex,tex/volume_I/en/front/001_publisher_series_statement.tex,verified
