"branch_head","claim","value","evidence_basis"
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","mapping","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","translation","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","approval","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","native_review","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","accepted_terminology","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","license_clearance","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","gate_promotion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","source_certification","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","final_status","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","bridge_pilot","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"91556cc180a9b5f5ca686933aa14ebddd9e3bfdb","translation_completion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
