path,script,source,target,count,before_sha256,after_sha256
endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex,Latin,obšč,obć,1,1701FF7676FFFF7DF9BDC490AECAB11145DF90A4FA32A8AFAEE2239A8A7DAAC9,E4408891FF3DC47F4930EC8062690446721F63613700EE07483F9C6D721772EA
paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex,Latin,vzet,vzęt,1,4CA5B754CCFFAA392D82C3A03B1475ED255793B653F81EEA13CBADC654E7ECF6,94B7533CFA0F30F0197FA9622C7289A4AA563999FFDDA9D10C479866D7F4F478
paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex,Latin,vzet,vzęt,1,81D9FCE893FD87993423DE7D535B8910CAEE7298A7A674F63FB75E1335C9369D,D4EBD958552D375AACD91F5E92941B0FD98E34B1992B16EAB5FD953AD0946C7C
paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex,Latin,vzet,vzęt,1,8D20B30E503083C3E76F61F1192D754CC6750D033E266CF3069834F127DCBEE7,AF6E7C4F4E44E8016C1E63C958CD3F543AF7BAC3A3F37450A1AA15635636B801
paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,Latin,vzet,vzęt,3,D7E10B5DB3F5F67AF7CD89958191B93196E5E3215520B580DD88592156490E56,0003062EFE1F6DF962634C1A6FD9A8F54931948E4D2A7849B74D9C696D535246
paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex,Latin,vzet,vzęt,4,B7FC6C725E815FD78D1BC35892ED41E58463D70B194F241C82622036B078405B,4E3718E0385DE66588474D17CE0EB29B9CB9AF715C2D4FB0E1F3C797C615CE80
paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex,Latin,voobče,obće,1,EDD554B5CD0D661ADB9E4EA944509311D57215BE984C1054445EC2B32C0D2011,42FA23A1D8C0B5DA4F173A86B7932FAD7D3CEE65C78FAF5DC6296EFA8759DC0F
paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex,Latin,vzet,vzęt,1,EDD554B5CD0D661ADB9E4EA944509311D57215BE984C1054445EC2B32C0D2011,42FA23A1D8C0B5DA4F173A86B7932FAD7D3CEE65C78FAF5DC6296EFA8759DC0F
paper02/interslavic/v001/Noether_Paper02_Section11_Interslavic_v001.tex,Latin,voobče,obće,1,AE0D80720A35C93F134C29FF89FCA2975FB7DB99FA6A7A24BFDC35BA58CFACAD,56904AA85D07276501FA386FCB008A58061F97ED725FC75322516CD3023ED04C
paper02/interslavic/v001/Noether_Paper02_Section19_Interslavic_v001.tex,Latin,vobče,obće,1,CAEAF7F1AD3E82C13B80AE46686656AC9A93B4889AD20DEC6637C03E0433332C,1434A2C00CA0CFE0872F116370058DF432A97775CF3666E2DA746BACD69B368F
paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex,Latin,obšč,obć,2,C9D92C0A0A7364C52E2D9E9DDE8E82F601AAB9FA902218C3935DC679057DAD2A,55C4ED9ABA0DDF910903595EED11007789B7555A4D29C482FDEA89AEC7CC34E9
paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex,Latin,vzet,vzęt,1,B92437304124D2EBD1FCDBCF2044D6039F2820301CE36EDE722E528F28E105C7,62A51E3889DB1E5941496E4D47215ECB1695C2D64EC004A2180B2212ED3E359A
paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex,Latin,vzet,vzęt,1,D440781BF219A17022F6AC823FFD02F0B94CEA2AEDE15008B187E7DF9715922C,86E631A2E3B296CC3673A4EDC3FB549978370A224E03B8B40BEF0906D6EFEBC9
paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex,Latin,obšč,obć,7,577406627B3141228F698A7888EBAE40122E8C3C87A5D41F2601E874A251C368,692934E9BC94A3700A5E3E2D90FCE6DB0C1898D682790BB7A5D501557DC4785E
paper09/interslavic/v001/Noether_Paper09_Section03_Interslavic_v001.tex,Latin,vobče,obće,1,B932478C1FFCD88001B51A53E68177741E3F750FAE26675DC00B2111A516BAF4,0EC0CA831FD84659A7F649F6202DD1E34391B81F5AF440CA12DF5A19F24FB736
paper09/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.tex,Latin,vzet,vzęt,1,7EA963938A23CC3CD9A9DDAAA5BC0AC633DF9A42288FB4E38FE3610D7AD58D61,204DBB6496D81D13E2E4F2A07129459CFA4E011A1DBEF26A110F1361BA3F7E70
paper09/interslavic/v001/Noether_Paper09_Section06_Interslavic_v001.tex,Latin,vzet,vzęt,1,20ACE54C2F7C7CCE43841484E4C6CCD1E6F4581AAF9675EFFC23EC29E8D9D263,2C2E1E4ABB680F1983FF4BF30EBAF7B8CCAFCDC2037097E7BAAD9E31DC097D9C
paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex,Latin,voobče,obće,1,3A7F214DCF94A51281FDC5896FCE2D2F13922465066E2CBDE3FC35775CFFDEE1,E7CFD91E203F208F3EDC933DA3DA15DB2603EABE9AE0287AB3984966E7C18E3D
paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex,Latin,obšč,obć,1,3A7F214DCF94A51281FDC5896FCE2D2F13922465066E2CBDE3FC35775CFFDEE1,E7CFD91E203F208F3EDC933DA3DA15DB2603EABE9AE0287AB3984966E7C18E3D
paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex,Latin,vzet,vzęt,1,3A7F214DCF94A51281FDC5896FCE2D2F13922465066E2CBDE3FC35775CFFDEE1,E7CFD91E203F208F3EDC933DA3DA15DB2603EABE9AE0287AB3984966E7C18E3D
paper10/interslavic/v001/Noether_Paper10_Intro_Section01_Interslavic_v001.tex,Latin,vzet,vzęt,1,C538115A6BB24D915523F37EC6A5509CC59F780EB3EE9354C08E71CFEFD2155D,56D38C6E3E7F851B61D1CBF8BBB68180A5AF83AC56EA33404A51B94E9BB7647E
