"PackageNumber","PackageRoot","Path","Bytes","Object","Extension","IsTexFamily","IsPdf","IsZip","IsArchive","IsManifestHashLike","IsLogbookHeartbeatLike","IsSourceBodyWitnessLike"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/NOETHER_SESSION_OUTPUT_PACKAGE637_MANIFEST.csv","3040","821ed8644500cead89aa995d199118ff182f0401",".csv","False","False","False","False","True","False","False"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/NOETHER_SESSION_OUTPUT_PACKAGE637_MANIFEST.json","5861","a33e2ea9a19ee7eba29c7aae1c59d955fa00e938",".json","False","False","False","False","True","False","False"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/NOETHER_SESSION_OUTPUT_PACKAGE637_OMITTED_RAW_SOURCE_BODIES.csv","0","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391",".csv","False","False","False","False","False","False","False"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/NOETHER_SESSION_OUTPUT_PACKAGE637_OMITTED_ZIPS.csv","0","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391",".csv","False","False","False","False","False","False","False"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/NOETHER_SESSION_OUTPUT_PACKAGE637_SHA256SUMS.txt","1329","e74990f2bc52465228f20130db211b283416a86c",".txt","False","False","False","False","True","False","False"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/README.md","1618","a29c17b4820dbe4401dc3b99ed637a2807340e0a",".md","False","False","False","False","False","False","False"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/lane_outputs/noether-non-slavic-core-lane/NOETHER_COORDINATOR_ACTIVE_ROW_BUCKETS_AND_DRAFT_SCAFFOLD_20260705T172240.csv","8714","27b63b4d87c398ddd144011fa3d3418f504263ee",".csv","False","False","False","False","False","False","False"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/lane_outputs/noether-non-slavic-core-lane/NOETHER_COORDINATOR_ACTIVE_ROW_BUCKETS_AND_DRAFT_SCAFFOLD_20260705T172240.json","16191","96fdc4e3fe04ea370ab15ebe162d50ab8d7b41da",".json","False","False","False","False","False","False","False"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/lane_outputs/noether-non-slavic-core-lane/NOETHER_COORDINATOR_ACTIVE_ROW_BUCKETS_AND_DRAFT_SCAFFOLD_20260705T172240.md","9103","dfdb789349e8b761bad3644614baee167af40540",".md","False","False","False","False","False","False","False"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/lane_outputs/noether-non-slavic-core-lane/NOETHER_INTERLANGUAGE_TRANSLATION_CONSOLIDATION_LEDGER_20260704.md","561022","980bdaa55396201c81dd2ab2cecc8b1fa8b608f1",".md","False","False","False","False","False","False","False"
