"path","extension","bytes","sha256","classification"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_AI_Interlanguage_TechnicalRegister_MethodCheckpoint_20260703T101500Z.zip",".zip","827382","7A3D196192A4EF76F8964ABABE9A5A664FDB2A27E738A2B31D67120B68369627","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_Arabic_InvariantCovariant_RegisterRefresh_20260702T185300Z.zip",".zip","1928231","60D2C64275F7156C0289F3F277BF457F80A42632618F1A1EC95E6BBE9BFE38EC","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_ArabicPersianate_CurrentStatus_Handoff_20260703T110057Z.zip",".zip","279983","B97B263D1A249ADDBB3B431C53C134DD128685935796F4147A6994BE82433C31","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_CJK_ChineseJapanese_Cumulative_Handoff_20260702T210725Z.zip",".zip","95160930","73F31A5537337C179A8837E73249588231A28748E1D37FD96AA274BE29A58A1B","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_CJK_HardTerm_SourceRefresh_20260703T105104Z.zip",".zip","4723676","0CCABD8914C75AB4930ABD0CA58FBCF4AFA3E078CE2C408C6843CD2682A17117","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_CJK_InvariantRepresentation_CodepointRedo_20260703T123013Z.zip",".zip","2478395","B5E008BF9FF8F9B70F76FCFFD915863B9F8245F42E107653E69FD7B05E08DAE7","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_InvariantCovariant_RegisterRefresh_20260703T100927Z.zip",".zip","9461859","ED2BCF18EA484BB8CA03C6B12DDDABCE3F3B8C8A0757A495C6756B6B5B2FC3F1","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_P41_Checkpoint_20260702T043000Z.zip",".zip","4760859","B65C8D256EBB7BFFA5B6B990737E08FCF1C083E5E1DB0874EA9FFE4A13B24562","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_P41_P43_Redo_Verification_20260702T151458Z.zip",".zip","9321765","1C50B6B097806E8486483A7B126CA1A5B542104AB146F53FB855B0EE6832A33E","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_P41_P43_Redo_Verification_20260702T160749Z.zip",".zip","9321959","E147D92C7E3C74390527DB40C406394E2FF820F5D846956FE3582517AF0548AC","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_P41_P43_Redo_Verification_20260702T173409Z.zip",".zip","9325353","3920B686C75D7AE868D589408ABF6EF05196B083EF158189A9B38586549D6FEB","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_P42_Checkpoint_20260702T053800Z.zip",".zip","4519105","54E4DCFE7AE0C2BAB9621BBA351CD24343B8287E2A36BBF311AA668256DD44AE","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_P43_Checkpoint_20260702T061000Z.zip",".zip","3323079","C979841BBF395A91BD7A991BACF3C4169D81D7B9A7F7EA35588CB6A64391FE92","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_Post44_Part01_06_Checkpoint_20260702T162643Z.zip",".zip","4488837","FC28C225D02D53188D0606EA3A66A1F696ACF1A4AF4F0C3A45D5B882345291F6","generated_review_or_linear_algebra_scaffold"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_Redo_Post44_Part01_07_Cumulative_20260702T164136Z.zip",".zip","27429471","941A458E2148D5EF0931A07B5EF22E6C650A706050B1C98E0A8B0047540E9426","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_Redo_Post44_Part01_08_Cumulative_20260702T165125Z.zip",".zip","27472903","0CFED3BA72251E93D579B2F34E25677352F16743FEA827E25E2010A3C7038F60","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_Redo_Post44_Part01_09_Cumulative_20260702T170401Z.zip",".zip","27523776","5C360EF7DC59E377DB727448D36A291C3798D90948D30CEFD36CF29B6586BBFF","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_Redo_Post44_Part01_10_Cumulative_20260702T171645Z.zip",".zip","27584533","A7ACAAEE682984361C10E03B576F7BBB5E31251210DF5A70EC7751589965C87A","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_Redo_Post44_Part01_11_Cumulative_20260702T172533Z.zip",".zip","27625978","FF69FBDE932361852B65FEA064634DBF9B5DF832C8FA7FFE297FE25E6BFF685B","non_r2_or_non_target_language_noether_package"
"C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\packages\Noether_French_Redo_Post44_Part01_12_Cumulative_20260702T174347Z.zip",".zip","11264897","9B675E2D6EF912A0E50857FDE1505DC5A4CC955773E2C904547DFEEEBCA473AB","non_r2_or_non_target_language_noether_package"
