"frontier_id","route","query_or_source","api_url","local_query_metadata_cache_path","local_query_metadata_sha256","local_query_metadata_bytes","local_item_metadata_cache_paths","local_item_metadata_hashes","http_status","num_found","returned_results","top_identifiers_titles","top_item_urls","top_languages","top_license_or_access_signals","item_file_formats","item_file_names","archive_file_hash_signals","candidate_text_pdf_file_signals","parse_status","source_repository_status","language_topic_tags","license_or_access_signal","blocker_or_reason","upload_policy","non_claim_boundary","created_utc"
"R3-IA-001","Arabic RTL source-canon lane","Internet Archive advancedsearch query: language:Arabic AND (title:""linear algebra"" OR subject:algebra)","https://archive.org/advancedsearch.php?q=language%3AArabic%20AND%20%28title%3A%22linear%20algebra%22%20OR%20subject%3Aalgebra%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\arabic_linear_algebra_or_algebra.json","C1F44054703F62186382A21B67AEB3B8F88ED3F7920FB903A27020C453431BF4","2962","","","success_status_unreported_by_powershell_outfile","10","5","","","","","","","","","parse_error: The property 'licenseurl' cannot be found on this object. Verify that the property exists.","metadata_hits_need_item_file_manifest_or_language_screen","Arabic; algebra; linear algebra; Internet Archive; text/PDF fallback metadata","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","Internet Archive query metadata has hits, but item files or source-language/topic scope still require manual screening before use.","manifest_archive_metadata_only_no_payload_until_fetch_hash_license_language_screen","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
"R3-IA-002","Arabic RTL source-canon lane","Internet Archive advancedsearch query: language:Arabic AND (title:Noetherian OR subject:Noetherian OR title:""ring theory"" OR subject:""ring theory"")","https://archive.org/advancedsearch.php?q=language%3AArabic%20AND%20%28title%3ANoetherian%20OR%20subject%3ANoetherian%20OR%20title%3A%22ring%20theory%22%20OR%20subject%3A%22ring%20theory%22%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\arabic_noetherian_or_ring_theory.json","0E470E664A0DD1B670DF6EE4CB208CD413D5FE49B7F9C291882B9EC3A297BF06","506","","","success_status_unreported_by_powershell_outfile","0","0","","","","","","","","","parsed","zero_hit_gap","Arabic; Noetherian/ring theory; Internet Archive; text/PDF fallback metadata","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","No Internet Archive metadata hits for this exact query; keep route-specific text/PDF fallback gap open.","gap_only_no_payload","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
"R3-IA-003","Arabic RTL source-canon lane","Internet Archive advancedsearch query: language:Arabic AND (title:""invariant theory"" OR subject:""invariant theory"")","https://archive.org/advancedsearch.php?q=language%3AArabic%20AND%20%28title%3A%22invariant%20theory%22%20OR%20subject%3A%22invariant%20theory%22%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\arabic_invariant_theory.json","099BE39F50A425B5473426469BE4E858C7E7FC3E942D5D97D27BB9FDE198018E","442","","","success_status_unreported_by_powershell_outfile","0","0","","","","","","","","","parsed","zero_hit_gap","Arabic; invariant theory; Internet Archive; text/PDF fallback metadata","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","No Internet Archive metadata hits for this exact query; keep route-specific text/PDF fallback gap open.","gap_only_no_payload","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
"R3-IA-004","Persianate/Tajik lane - fa_IR only","Internet Archive advancedsearch query: language:Persian AND (title:""linear algebra"" OR subject:algebra)","https://archive.org/advancedsearch.php?q=language%3APersian%20AND%20%28title%3A%22linear%20algebra%22%20OR%20subject%3Aalgebra%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\persian_linear_algebra_or_algebra.json","F3D616C5641BAB8509A69D17549B4148F9A5CC52BDF39703C7863BE0048D68BF","398","","","success_status_unreported_by_powershell_outfile","0","0","","","","","","","","","parsed","zero_hit_gap","Persian/Farsi; algebra; linear algebra; Internet Archive; text/PDF fallback metadata","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","No Internet Archive metadata hits for this exact query; keep route-specific text/PDF fallback gap open.","gap_only_no_payload","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
"R3-IA-005","Persianate/Tajik lane - fa_IR only","Internet Archive advancedsearch query: language:Persian AND (title:Noetherian OR subject:Noetherian OR title:""ring theory"" OR subject:""ring theory"")","https://archive.org/advancedsearch.php?q=language%3APersian%20AND%20%28title%3ANoetherian%20OR%20subject%3ANoetherian%20OR%20title%3A%22ring%20theory%22%20OR%20subject%3A%22ring%20theory%22%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\persian_noetherian_or_ring_theory.json","057F6DF143DE6C6DB6AC91D3AE052534DE20FC85D1F1E4B9011F3DD45DDE1377","508","","","success_status_unreported_by_powershell_outfile","0","0","","","","","","","","","parsed","zero_hit_gap","Persian/Farsi; Noetherian/ring theory; Internet Archive; text/PDF fallback metadata","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","No Internet Archive metadata hits for this exact query; keep route-specific text/PDF fallback gap open.","gap_only_no_payload","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
"R3-IA-006","Persianate/Tajik lane - fa_IR only","Internet Archive advancedsearch query: language:Persian AND (title:""invariant theory"" OR subject:""invariant theory"")","https://archive.org/advancedsearch.php?q=language%3APersian%20AND%20%28title%3A%22invariant%20theory%22%20OR%20subject%3A%22invariant%20theory%22%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\persian_invariant_theory.json","2AF6EBC8984E092A06CF24B01A876AFC677DF02EE8864C65981C9BEDC043241B","444","","","success_status_unreported_by_powershell_outfile","0","0","","","","","","","","","parsed","zero_hit_gap","Persian/Farsi; invariant theory; Internet Archive; text/PDF fallback metadata","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","No Internet Archive metadata hits for this exact query; keep route-specific text/PDF fallback gap open.","gap_only_no_payload","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
"R3-IA-007","Persianate/Tajik lane - prs_AF separate gate","Internet Archive advancedsearch query: language:Dari AND (title:algebra OR subject:algebra OR title:""linear algebra"")","https://archive.org/advancedsearch.php?q=language%3ADari%20AND%20%28title%3Aalgebra%20OR%20subject%3Aalgebra%20OR%20title%3A%22linear%20algebra%22%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\dari_algebra_or_linear_algebra.json","1BA32815C0656BBB879521C788AD55BA6045C13C581C4E43522C15A6CC1111C6","426","","","success_status_unreported_by_powershell_outfile","0","0","","","","","","","","","parsed","zero_hit_gap","Dari/Afghan Persian; algebra; linear algebra; Internet Archive; separate gate","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","No Internet Archive metadata hits for this exact query; keep route-specific text/PDF fallback gap open.","gap_only_no_payload","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
"R3-IA-008","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Internet Archive advancedsearch query: language:Tajik AND (title:algebra OR subject:algebra OR title:""linear algebra"")","https://archive.org/advancedsearch.php?q=language%3ATajik%20AND%20%28title%3Aalgebra%20OR%20subject%3Aalgebra%20OR%20title%3A%22linear%20algebra%22%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\tajik_algebra_or_linear_algebra.json","713659D3A983D9443D70C6F683630A1CEF1060FD552B8064815324A1D97CAC32","428","","","success_status_unreported_by_powershell_outfile","0","0","","","","","","","","","parsed","zero_hit_gap","Tajik Cyrillic; algebra; linear algebra; Internet Archive; separate gate","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","No Internet Archive metadata hits for this exact query; keep route-specific text/PDF fallback gap open.","gap_only_no_payload","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
"R3-IA-009","novel_or_blocked_urdu_hindustani_separate_gate","Internet Archive advancedsearch query: language:Urdu AND (title:""linear algebra"" OR subject:algebra)","https://archive.org/advancedsearch.php?q=language%3AUrdu%20AND%20%28title%3A%22linear%20algebra%22%20OR%20subject%3Aalgebra%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\urdu_linear_algebra_or_algebra.json","7934D7A1B11C795CDDE6062372B776BC1D195ED04A61FAFE2441451C70C673D1","392","","","success_status_unreported_by_powershell_outfile","0","0","","","","","","","","","parsed","zero_hit_gap","Urdu/Hindustani adjacent; algebra; linear algebra; Internet Archive; separate gate not authorized by Arabic/fa_IR","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","No Internet Archive metadata hits for this exact query; keep route-specific text/PDF fallback gap open.","gap_only_no_payload","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
"R3-IA-010","novel_or_blocked_pan_turkic_separate_gate","Internet Archive advancedsearch query: language:Turkish AND (title:""invariant theory"" OR subject:""invariant theory"")","https://archive.org/advancedsearch.php?q=language%3ATurkish%20AND%20%28title%3A%22invariant%20theory%22%20OR%20subject%3A%22invariant%20theory%22%29&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=language&fl%5B%5D=licenseurl&fl%5B%5D=mediatype&fl%5B%5D=publicdate&fl%5B%5D=downloads&fl%5B%5D=creator&fl%5B%5D=date&fl%5B%5D=subject&rows=5&page=1&output=json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T020259Z\queries\turkish_invariant_theory.json","BAD16FEDE0B93040C6C49F4D5073D629DA58A0D7E1045D93EADB386D4DEAE5B7","444","","","success_status_unreported_by_powershell_outfile","0","0","","","","","","","","","parsed","zero_hit_gap","Pan-Turkic adjacent; Turkish; invariant theory; Internet Archive; separate gate not authorized by Arabic/fa_IR","Internet Archive metadata/licenseurl/file hash signals only; no R3 license clearance and no source-body download.","No Internet Archive metadata hits for this exact query; keep route-specific text/PDF fallback gap open.","gap_only_no_payload","Internet Archive text/PDF metadata frontier only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T020259Z"
