asset_id	authority_pdf_page	source_volume_page	paper_folio	kind	raw_crop_path	raw_crop_sha256	presentation_path	presentation_sha256	bbox_pixels	operations	status
P0001-A01	1	494	143	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0001-A01.png	CACAED2311F586578006F234D6783CD2F8EF132082F2AB063FEA79222ECAC9F5	assets/presentation_derivatives/P0001-A01.png	573D7E41CBED8A459957BB976A5439A05A446B9AC509570E83394060AAB3A269	"{""x0"":500,""x1"":1540,""y0"":540,""y1"":1100}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
P0002-A01	2	495	144	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0002-A01.png	1ED03F85929BB4483825A6DD5712C08702CE3CE2456DD47AEA93D45419C883E2	assets/presentation_derivatives/P0002-A01.png	2890D52FA50FDEEE86508276B7E7B18B0DDB36535D934DA0D0B1B7CED5FAF995	"{""x0"":230,""x1"":1780,""y0"":1550,""y1"":2710}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
P0003-A01	3	496	145	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0003-A01.png	4E9E74B86AD1897A41D79F45BDEDAE0DA5DE82BD114C3EAAF62916E021C41D1D	assets/presentation_derivatives/P0003-A01.png	F6FF5EDC7A648D6D7F35C6C7FE005880D8C6C596D42719D61E371EEEAE0F46E3	"{""x0"":180,""x1"":1760,""y0"":300,""y1"":1280}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
P0004-A01	4	497	146	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0004-A01.png	27F1F7AF5AA319540ADCC3E3BAE173133A2233A0A1CF9C7D1257D4D2BC82A66D	assets/presentation_derivatives/P0004-A01.png	975AF30788BAA605090B8BE8B8F3A17657CCAC15449433F027677655E17E1F6B	"{""x0"":150,""x1"":1810,""y0"":420,""y1"":980}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
P0004-A02	4	497	146	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0004-A02.png	AF59FCA0B8BC19386F73FE19A9ECF5DE0DEBB0873B3D295B726AC1C4F506393E	assets/presentation_derivatives/P0004-A02.png	08E22E0A7864B56A8536DB11C6D5F56B530C633FF40883A5C0023ADDC1A169B0	"{""x0"":560,""x1"":1510,""y0"":2470,""y1"":2670}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
P0005-A01	5	498	147	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0005-A01.png	15F58A6378F7F1B842DB310946110AC7BDFEBF2AE690132EF7951EAFB0CD5964	assets/presentation_derivatives/P0005-A01.png	E8471898F467FE2C068F958F9BF4BFAED950BF31F94BFE592E9168F86414384B	"{""x0"":160,""x1"":1780,""y0"":480,""y1"":1250}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
P0005-A02	5	498	147	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0005-A02.png	5C23AE54FFE39BE6905F92586804BFCD43BC4EDE3A7D618C70D97E3053ACB3E3	assets/presentation_derivatives/P0005-A02.png	1AD426DE4D2831EC2B9B8FCA7F013200FA3B427464D0088EE6025CC309B12D2D	"{""x0"":160,""x1"":1780,""y0"":1170,""y1"":1760}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
P0006-A01	6	499	148	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0006-A01.png	CE37ACC5DFFA2542A02B5AE147C136C67127F695BC7FB3BE555431458C4DE6B1	assets/presentation_derivatives/P0006-A01.png	6DECBBF2C683256FC37B4C9A22C96D5548E1141ED0070BA5EE608B17982F82B9	"{""x0"":150,""x1"":1810,""y0"":290,""y1"":1150}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
P0006-A02	6	499	148	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0006-A02.png	7903AF5DBA4D6F7B0A532A60A15ADEADDB56D81C577FD45BBE649E3ACD172895	assets/presentation_derivatives/P0006-A02.png	51063659E88AF6F5C4067373553E9B43769A8BF5CA79548978348F7E5871DC18	"{""x0"":140,""x1"":1810,""y0"":1150,""y1"":1870}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
P0006-A03	6	499	148	AUTHORITY_FORMULA_OR_GLYPH_CLUSTER	assets/raw_crops/P0006-A03.png	E5FCDAC3B97A236B80FB09CC037A7FFE7045B8387CAC321B27D1369694E0C7D1	assets/presentation_derivatives/P0006-A03.png	7EDB644D5B740934AD1BC9440E63631818C95461795503711F640A41A1A3281D	"{""x0"":140,""x1"":1810,""y0"":1970,""y1"":2740}"	raw: exact lossless crop from 1937x2870 one-bit authority page image; presentation: grayscale conversion, 2x nearest-neighbor enlargement, 16px white margin; no retouching or content alteration	ACCEPTED_AUTHORITY_ASSET
