alignment_id,evidence_class,authority_role,unit_id,parent_id,source_tex_lines,original_printed_pages,physical_source_pdf_pages,recomposed_running_pages,target_locator,coverage_status,decision,status,confidence,adverse_delta,rejected_alternative,cross_references,continuation_cursor,revisit_condition,record_revision
SGA2-VIII-Q15A-ALIGN-001,source_alignment,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A,,2611-2616,88,77-78,69-70,complete bounded abutment computation,complete,cover simple complex first abutment corrected projective branch maps equation1.5 injective resolution homotopy equivalence and exact final abutment,self_source_build_render_passed_independent_review_pending,high,none,include initial-term computation from line2618,INBOUND:SGA2-VIII-Q12;OUTBOUND:SGA2-VIII-Q15B,French source line2618 after blank line2617,independent source formula page and boundary review,1
SGA2-VIII-Q15A-ALIGN-002,source_alignment,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A-SIMP,SGA2-VIII-Q15A,2611,88,77,69,simple-complex opening,complete,preserve P-bullet as simple complex associated to Q-double-bullet,self_source_compared_independent_review_pending,high,none,call P a total cochain complex without recording normalization,SGA2-VIII-Q15A-ABU1,French source line2618 after blank line2617,independent structure review,1
SGA2-VIII-Q15A-ALIGN-003,source_alignment,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A-ABU1,SGA2-VIII-Q15A,2611,88,77,69,first abutment statement,complete,preserve abutment as homology of underlined-F P-bullet,self_source_formula_compared_independent_review_pending,high,candidate flattens underlined functor,plain F P-bullet,SGA2-VIII-Q15A-SIMP;SGA2-VIII-Q15A-PROJ,French source line2618 after blank line2617,independent functor and abutment review,1
SGA2-VIII-Q15A-ALIGN-004,source_alignment,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A-PROJ,SGA2-VIII-Q15A,2611,88,77,69,corrected projective clause and Hom isomorphism,complete,preserve projective of finite type in every degree and L-bullet isomorphic to Hom-bullet of L-prime and A,self_source_formula_compared_independent_review_pending,high,corrected source deletes free,free of finite type,SGA2-VIII-Q15A-ABU1;SGA2-VIII-Q15A-MAPA,French source line2618 after blank line2617,independent corrected-branch and formula review,1
SGA2-VIII-Q15A-ALIGN-005,source_alignment,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A-MAPS,SGA2-VIII-Q15A,2611-2615,88,77,69,maps a then b then c and equation1.5,complete,preserve order domains codomains CA notation bullets and equation number,self_source_formula_compared_independent_review_pending,high,candidate changes CA to C-sub-A,flatten maps or adopt C-sub-A,SGA2-VIII-Q15A-PROJ;SGA2-VIII-Q15A-INJ,French source line2618 after blank line2617,independent map and equation review,1
SGA2-VIII-Q15A-ALIGN-006,source_alignment,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A-INJ,SGA2-VIII-Q15A,2616,88,78,70,injective-resolution claim,complete,preserve L-prime projective finite type bounded-left hypotheses and c as injective resolution of L-bullet,self_source_logic_compared_independent_review_pending,high,corrected source deletes free,free of finite type or resolution of P-bullet,SGA2-VIII-Q15A-MAPS;SGA2-VIII-Q15A-HTPY,French source line2618 after blank line2617,independent resolution review,1
SGA2-VIII-Q15A-ALIGN-007,source_alignment,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A-HTPY,SGA2-VIII-Q15A,2616,88,78,70,homotopy and equation1.1 cross-reference,complete,preserve Proposition1.4 implication P-bullet homotopy equivalent to I-bullet and I as prior injective resolution of M,self_source_logic_compared_independent_review_pending,high,none,omit Proposition1.4 or equation1.1,SGA2-VIII-Q15A-INJ;SGA2-VIII-Q15A-ABU2,French source line2618 after blank line2617,independent cross-reference and homotopy review,1
SGA2-VIII-Q15A-ALIGN-008,source_alignment,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A-ABU2,SGA2-VIII-Q15A,2616,88,78,70,exact final abutment,complete,preserve first spectral-sequence abutment H-star of underlined-F P-bullet isomorphic to R-star underlined-F of M,self_source_formula_compared_independent_review_pending,high,candidate substitutes bullet exponents and flat functor,H-bullet and R-bullet with plain F,SGA2-VIII-Q15A-HTPY;SGA2-VIII-Q15A-PUNC,French source line2618 after blank line2617,independent final-abutment review,1
SGA2-VIII-Q15A-ALIGN-009,source_punctuation,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A-PUNC,SGA2-VIII-Q15A,2616,88,78,70,Proposition1.4 sentence,complete,"record source prints Proposition 1.4., and normalize target to Proposition 1.4 comma",self_source_punctuation_compared_independent_review_pending,high,source contains stray period before comma,silently normalize without ledger,SGA2-VIII-Q15A-HTPY;SGA2-VIII-Q15A-BOUND,French source line2618 after blank line2617,independent punctuation policy review,1
SGA2-VIII-Q15A-ALIGN-010,source_boundary,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-Q15A-BOUND,SGA2-VIII-Q15A,2616-2618,88,78,70,target close blank2617 and initial-term opening2618,complete,stop after final abutment line2616 exclude blank2617 and initial-term computation from line2618,self_boundary_build_render_passed_independent_review_pending,high,none,include line2618 because it shares physical page78,SGA2-VIII-Q15A-ABU2;OUTBOUND:SGA2-VIII-Q15B,French source line2618 after blank line2617,independent boundary review,1
