"filename","status","additions","deletions","changes","route_bucket"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/B3_HANDOFF_SENT_C033F393.md","added","9","0","9","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/BRANCH_COMPARE_COMMITS_1FA37D6D_TO_C033F393.csv","added","3","0","3","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/BRANCH_COMPARE_FILES_1FA37D6D_TO_C033F393.csv","added","46","0","46","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/BRANCH_COMPARE_SUMMARY_C033F393.csv","added","2","0","2","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/EXACT_BLOCKER_RECOVERY_ROWS_C033F393.csv","added","4","0","4","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/MANIFEST.csv","added","10","0","10","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/PARENT_PACKET_VISIBILITY_INVENTORY_C033F393.csv","added","3","0","3","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/README.md","added","9","0","9","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/SHA256SUMS.txt","added","9","0","9","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_C033F393.csv","added","4","0","4","C033 parent packet branch-visible"
"coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/SUMMARY.json","added","21","0","21","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/B3_ACTION_SUMMARY.csv","added","2","0","2","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/BRANCH_PR_STATE.csv","added","2","0","2","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/FAST_IMPORT_BLOB_LEDGER.csv","added","12","0","12","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/MANIFEST.csv","added","9","0","9","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/PACKAGE_FILE_LEDGER.csv","added","12","0","12","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/PACKAGE_ROOT_SUMMARY.csv","added","2","0","2","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/README.md","added","8","0","8","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/SAFETY_SCAN_HITS.csv","added","2","0","2","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/SHA256SUMS.txt","added","9","0","9","C033 parent packet branch-visible"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C033F393_NONSLAVIC_C033_BRANCH_VISIBILITY_20260707/VALIDATION_ISSUES.csv","added","2","0","2","C033 parent packet branch-visible"
