"file","bytes","sha256","role"
"AUTHORITY_212DFB_INPUT_FILE_INDEX.csv","7061","3f85d274a213bcaf9e2e9358a26fb6dc739e103432f6841a00e6654bce968572","R3 212dfb authority enforcement response artifact"
"AUTHORITY_212DFB_R3_RELEVANT_ROWS.csv","22729","1ae25e11b016ece02059d830a480e3f179ba47a1ed9eb4029dd614718f68bccb","R3 212dfb authority enforcement response artifact"
"B3_UPLOADER_READY_SUMMARY.csv","530","57974af1d9850818df1f9b69f3805665270bae25114bc6987a8e0162dea19706","R3 212dfb authority enforcement response artifact"
"PACKAGE_VALIDATION.json","765","b9a8a2e4533421ccc921efd757494c76cb21ab59b342763e8e14f9ab4022d4e3","R3 212dfb authority enforcement response artifact"
"R3_AUTHORITY_APPLIED_BLOCKER_RECOVERY_ROWS.csv","11054","2b17ec73c5cbfb2e64c8aa9f94e6cc7b498226fdefa099919f153df6dbf9bc9b","R3 212dfb authority enforcement response artifact"
"R3_AUTHORITY_APPLIED_SOURCE_GATED_DRAFT_ROWS.csv","75193","0dcfc5cf01b60b764638cabe2b11c700b61a50aba4f9323eb15c0991bc30d776","R3 212dfb authority enforcement response artifact"
"R3_AUTHORITY_REQUIREMENT_RESPONSE_MATRIX.csv","2161","32d95b83ced01db0fa490eac64fb8debbfdf3b5dbc58ff2c33e8b970cf7c8477","R3 212dfb authority enforcement response artifact"
"R3_FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_CARRIED.csv","5772","1cbc2a256acc75e6193a904907b8c3b4397a712f1b21fcebf1d74659d2dcfc97","R3 212dfb authority enforcement response artifact"
"R3_SOURCE_BODY_SOURCE_WITNESS_STATUS_CARRIED.csv","2146","6264ec87a6bcd76ec3b14d6e72b7b70286cb78e5657885698d3fa746e865473a","R3 212dfb authority enforcement response artifact"
"README.md","1672","a25967b4ee8a871da5035832da5dd184c4a5f08aebbd0282d494017a02a88777","R3 212dfb authority enforcement response artifact"
