"status","r6_relevance","changes","deletions","additions","filename"
"added","other","19","0","19","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/B3_UPLOADER_READY_SUMMARY.csv"
"added","other","12","0","12","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/MANIFEST.csv"
"added","other","22","0","22","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/PACKAGE_VALIDATION.json"
"added","other","188","0","188","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/R3_1A1110EB_BLOCKERS_RECOVERY_ROWS.csv"
"added","other","731","0","731","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/R3_1A1110EB_BRANCH_VISIBLE_R3_PATHS.csv"
"added","other","34","0","34","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/R3_1A1110EB_DELTA_FROM_AD3E3AA.csv"
"added","other","163","0","163","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/R3_1A1110EB_FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv"
"added","other","4","0","4","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/R3_1A1110EB_LANGUAGE_BOUNDARY_GUARDS.csv"
"added","other","34","0","34","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/R3_1A1110EB_RELEVANT_R3_ARABIC_PERSIANATE_DELTA.csv"
"added","other","11","0","11","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/R3_1A1110EB_SOURCE_BODY_SOURCE_WITNESS_STATUS_REFRESH.csv"
"added","other","149","0","149","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/R3_1A1110EB_SOURCE_GATED_DRAFT_PRETRANSLATION_REFRESH.csv"
"added","other","17","0","17","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/README.md"
"added","other","11","0","11","interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706/R3_1A1110EB_CURRENT_HEAD_COMPARISON_20260706T084856Z/SHA256SUMS.txt"
"added","other","17","0","17","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/B3_UPLOADER_READY_SUMMARY.csv"
"added","other","10","0","10","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/MANIFEST.csv"
"added","other","20","0","20","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/PACKAGE_VALIDATION.json"
"added","other","188","0","188","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/R3_8BE81510_BLOCKERS_RECOVERY_ROWS.csv"
"added","other","21","0","21","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/R3_8BE81510_DELTA_FROM_1A1110EB.csv"
"added","other","163","0","163","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/R3_8BE81510_FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv"
"added","other","4","0","4","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/R3_8BE81510_LANGUAGE_BOUNDARY_GUARDS.csv"
"added","other","11","0","11","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/R3_8BE81510_SOURCE_BODY_SOURCE_WITNESS_STATUS_REFRESH.csv"
"added","other","149","0","149","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/R3_8BE81510_SOURCE_GATED_DRAFT_PRETRANSLATION_REFRESH.csv"
"added","other","14","0","14","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/README.md"
"added","other","9","0","9","interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706/R3_8BE81510_FRONTIER_CORRECTION_20260706T085228Z/SHA256SUMS.txt"
"added","r6_relevant_or_possible","20","0","20","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2D669A3_R6_R3_8BE81510_FRONTIER_CORRECTION_BATCH_AUDIT_20260706.md"
"added","r6_relevant_or_possible","26","0","26","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2D669A3_R6_R3_8BE81510_FRONTIER_CORRECTION_BATCH_MANIFEST_20260706.csv"
"added","r6_relevant_or_possible","25","0","25","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2D669A3_R6_R3_8BE81510_FRONTIER_CORRECTION_BATCH_SHA256SUMS_20260706.txt"
"added","r6_relevant_or_possible","19","0","19","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8BE8151_R6_R3_1A1110EB_CARRYFORWARD_BATCH_AUDIT_20260706.md"
"added","r6_relevant_or_possible","28","0","28","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8BE8151_R6_R3_1A1110EB_CARRYFORWARD_BATCH_MANIFEST_20260706.csv"
"added","r6_relevant_or_possible","27","0","27","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8BE8151_R6_R3_1A1110EB_CARRYFORWARD_BATCH_SHA256SUMS_20260706.txt"
"added","r6_relevant_or_possible","13","0","13","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/MANIFEST.csv"
"added","r6_relevant_or_possible","18","0","18","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/README.md"
"added","r6_relevant_or_possible","13","0","13","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/SHA256SUMS.txt"
"added","r6_relevant_or_possible","2","0","2","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/b3/B3_ROUTE.csv"
"added","r6_relevant_or_possible","12","0","12","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/blockers/R6_1A1110EB_BLOCKERS_AND_NEXT_ACTIONS_CARRY_FORWARD.csv"
