evidence_id,relative_path,bytes,sha256,publication_disposition
CJK-VIS-35163522B458-976EDA44,00_lane_control/registry_artifact_validation/CJK_WORK_REGISTRY_PREVIEW.png,284896,35163522B45828A443DE70961E7F1770047E207579E9B7230994412FE0851C7C,open_payload
CJK-VIS-972BF08AFEAA-AD3F92AF,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit1.bmp,1664,972BF08AFEAAC8883EFD1327369AE2FF99D422A06765B99004DE127A82588DF9,excluded_nonproject
CJK-VIS-5F6442FC05E2-372DE745,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_565.bmp,20072,5F6442FC05E22A1BDF937BDE933D21C0F55F56F8AB82A642854549750887BE4C,excluded_nonproject
CJK-VIS-D8307F907031-EF3C831C,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_565_out.bmp,30054,D8307F907031A65B4384099021DB72DF3F22A2BB47174206B775A78624D756D6,excluded_nonproject
CJK-VIS-A92072FCFA9B-A51E27EF,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_a444.bmp,20072,A92072FCFA9BCB3B251D6FB7D45D02FBD561F13FB341417F9F91DF8B9F321066,excluded_nonproject
CJK-VIS-798810A5F1D2-C8097183,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_a444_out.bmp,30054,798810A5F1D2CA0B59D3F3C61B41A6C94BECA8A01437025E424911A435599490,excluded_nonproject
CJK-VIS-ABFC6723E7A2-D7E0EE4C,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_a555.bmp,20072,ABFC6723E7A2682FCC73B4B6FE535FAFD2C1B29E84CE5C28DCFF13C41FCC5817,excluded_nonproject
CJK-VIS-64806E3BBD7A-2F84BA4B,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_a555_out.bmp,30054,64806E3BBD7A6EA88B2D1F98F9FB321086742AEB92BDC66B58C8C21007C72E40,excluded_nonproject
CJK-VIS-EA0560AE3429-DC92FD17,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_x444.bmp,20072,EA0560AE3429D37BF70E5BAA4BD84C37425B93EF1C4390A530C82CD1E89438D7,excluded_nonproject
CJK-VIS-798810A5F1D2-F3576E0F,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_x444_out.bmp,30054,798810A5F1D2CA0B59D3F3C61B41A6C94BECA8A01437025E424911A435599490,excluded_nonproject
CJK-VIS-8BCD820884BF-76955B04,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_x555.bmp,20056,8BCD820884BF94D0D2101C4BE0655649A098D671EAD027F33BED155658955F03,excluded_nonproject
CJK-VIS-64806E3BBD7A-0EDFED3D,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit16_x555_out.bmp,30054,64806E3BBD7A6EA88B2D1F98F9FB321086742AEB92BDC66B58C8C21007C72E40,excluded_nonproject
CJK-VIS-C7069DE1E72A-F00FCBEB,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit1_out.bmp,30054,C7069DE1E72A6BB249CD2B87E8B290489C3C5A62E78F4657F9A215C67DD28C3E,excluded_nonproject
CJK-VIS-39ECEC524BA6-B086AF61,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit24.bmp,30056,39ECEC524BA6B6C3A612F5CB98663348F31BE3AF577F4D95F93873940D03E521,excluded_nonproject
CJK-VIS-B2348E7BE0F0-C2199784,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit24_out.bmp,30054,B2348E7BE0F01E79FFDC15B334792AA71FF06D64FED5CAC20B705B0F39A0B6BE,excluded_nonproject
CJK-VIS-1C24CD51E65A-FC8DB7DE,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit32.bmp,40072,1C24CD51E65A752A0D4728F0D7D5646B7B7516FC62CE3D53B64D08B9BE98C04F,excluded_nonproject
CJK-VIS-2260F925924C-4BBD12FF,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit32_alpha.bmp,40056,2260F925924C46D31DB7BBD804C28562DE4B41DE7A4EF405FE8364383370B403,excluded_nonproject
CJK-VIS-B2348E7BE0F0-66FA500F,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit32_alpha_out.bmp,30054,B2348E7BE0F01E79FFDC15B334792AA71FF06D64FED5CAC20B705B0F39A0B6BE,excluded_nonproject
CJK-VIS-B2348E7BE0F0-538F8761,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit32_out.bmp,30054,B2348E7BE0F01E79FFDC15B334792AA71FF06D64FED5CAC20B705B0F39A0B6BE,excluded_nonproject
CJK-VIS-15BACC7226E7-1A1FA291,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit4.bmp,5288,15BACC7226E74B57CC5F3BBF0140FC557E528843A951F476E93250F5F11EA180,excluded_nonproject
CJK-VIS-BCC8C3B00E04-FEEFE93D,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit4_out.bmp,30054,BCC8C3B00E04B7F2585AEC43D83F111090BDD6879C055982FC2495C22FF8AFF8,excluded_nonproject
CJK-VIS-6126E65D4116-8BE441FF,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit4_RLE.bmp,2708,6126E65D41169C1E223283C8176F849BC99B0C358C11C03838CED5D4C316DF8E,excluded_nonproject
CJK-VIS-62CD1F4E7331-0B868F37,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit4_RLE_out.bmp,30054,62CD1F4E7331F2AE91EFAE1A8EA2A54987E05B30FFC1A152B72D3C5D81CC85FE,excluded_nonproject
CJK-VIS-7A4C7DA4420F-F954A2CE,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit8.bmp,10556,7A4C7DA4420F721F46BB72CE2BD7097AB5A1AFC9B6EFD9B2E868964686941D6E,excluded_nonproject
CJK-VIS-F63FD4875207-A943D4DE,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit8_out.bmp,30054,F63FD4875207ADBE71B27F336205D628DD382C056C7ABEA359E79CB69FDAE47F,excluded_nonproject
CJK-VIS-316E4B16707A-12D0A101,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit8_RLE.bmp,3528,316E4B16707A3264B0126CF79B66ECCCA58831C17948B0D4086F183C7069E78C,excluded_nonproject
CJK-VIS-0E959767D2FB-CEE60ACD,00_lane_control/registry_artifact_validation/node_modules/.pnpm/bmp-js@0.1.0/node_modules/bmp-js/test/bit8_RLE_out.bmp,30054,0E959767D2FB8107C941FCF34178B04CDAF2A7C228C47BD408469754A8E1EF24,excluded_nonproject
CJK-VIS-4EE632FE1845-E4ECC226,00_lane_control/registry_artifact_validation/node_modules/.pnpm/docx@9.6.1/node_modules/jszip/graph.svg,45595,4EE632FE1845C8981CF958F30A34B585CCD1D6562D8F1657938A67CA4D25E6AF,excluded_nonproject
CJK-VIS-4EE632FE1845-219325F7,00_lane_control/registry_artifact_validation/node_modules/.pnpm/jszip@3.10.1/node_modules/jszip/graph.svg,45595,4EE632FE1845C8981CF958F30A34B585CCD1D6562D8F1657938A67CA4D25E6AF,excluded_nonproject
CJK-VIS-972BF08AFEAA-F381D56C,00_lane_control/registry_artifact_validation/node_modules/.pnpm/node_modules/bmp-js/test/bit1.bmp,1664,972BF08AFEAAC8883EFD1327369AE2FF99D422A06765B99004DE127A82588DF9,excluded_nonproject
CJK-VIS-5F6442FC05E2-9BB9E892,00_lane_control/registry_artifact_validation/node_modules/.pnpm/node_modules/bmp-js/test/bit16_565.bmp,20072,5F6442FC05E22A1BDF937BDE933D21C0F55F56F8AB82A642854549750887BE4C,excluded_nonproject
CJK-VIS-D8307F907031-80D89BE7,00_lane_control/registry_artifact_validation/node_modules/.pnpm/node_modules/bmp-js/test/bit16_565_out.bmp,30054,D8307F907031A65B4384099021DB72DF3F22A2BB47174206B775A78624D756D6,excluded_nonproject
CJK-VIS-A92072FCFA9B-BF6126BA,00_lane_control/registry_artifact_validation/node_modules/.pnpm/node_modules/bmp-js/test/bit16_a444.bmp,20072,A92072FCFA9BCB3B251D6FB7D45D02FBD561F13FB341417F9F91DF8B9F321066,excluded_nonproject
CJK-VIS-798810A5F1D2-6FFDD634,00_lane_control/registry_artifact_validation/node_modules/.pnpm/node_modules/bmp-js/test/bit16_a444_out.bmp,30054,798810A5F1D2CA0B59D3F3C61B41A6C94BECA8A01437025E424911A435599490,excluded_nonproject
CJK-VIS-ABFC6723E7A2-875D9AE6,00_lane_control/registry_artifact_validation/node_modules/.pnpm/node_modules/bmp-js/test/bit16_a555.bmp,20072,ABFC6723E7A2682FCC73B4B6FE535FAFD2C1B29E84CE5C28DCFF13C41FCC5817,excluded_nonproject
CJK-VIS-64806E3BBD7A-67C3E5AC,00_lane_control/registry_artifact_validation/node_modules/.pnpm/node_modules/bmp-js/test/bit16_a555_out.bmp,30054,64806E3BBD7A6EA88B2D1F98F9FB321086742AEB92BDC66B58C8C21007C72E40,excluded_nonproject
CJK-VIS-EA0560AE3429-2E5C2B7E,00_lane_control/registry_artifact_validation/node_modules/.pnpm/node_modules/bmp-js/test/bit16_x444.bmp,20072,EA0560AE3429D37BF70E5BAA4BD84C37425B93EF1C4390A530C82CD1E89438D7,excluded_nonproject
CJK-VIS-798810A5F1D2-4337A76F,00_lane_control/registry_artifact_validation/node_modules/.pnpm/node_modules/bmp-js/test/bit16_x444_out.bmp,30054,798810A5F1D2CA0B59D3F3C61B41A6C94BECA8A01437025E424911A435599490,excluded_nonproject
